Data properties:

Recording date: 16/03/2011
Recording time: 16:19:00:000 (corresponds to time 0)
Study: Interacting with the CSP applet
Subject: P66
Recording: Rec 17-
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Fixation radius: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
2	76	317	573	525	
3	393	300	525	512	
4	692	267	48	279	
5	959	366	38	355	
6	1325	300	33	296	
7	1625	300	540	241	
8	1925	233	609	472	
9	2158	383	530	484	
10	2808	100	646	671	
11	2907	167	593	689	
12	3074	233	640	689	
13	3307	366	630	295	
14	3674	233	792	235	
15	3907	283	880	180	
16	4190	316	551	198	
17	4656	150	588	132	
18	4806	183	229	13	
19	4989	200	78	97	
20	5189	167	60	140	
21	5356	350	39	103	
22	5905	1616	59	127	
23	7521	433	570	468	
24	8137	550	595	488	
25	8687	250	550	512	
26	8937	167	594	611	
27	9103	366	589	514	
28	9470	516	542	532	
29	9986	300	526	493	
30	23510	250	660	329	
31	23910	167	497	499	
32	24076	200	541	495	
33	25309	83	624	516	
34	25392	216	597	482	
35	25608	383	540	495	
36	27074	33	504	420	
37	28407	300	615	447	
38	29139	150	231	477	
39	29289	117	226	521	
40	29406	216	304	105	
41	29622	166	667	268	
42	29789	150	666	143	
43	29939	450	578	129	
44	30388	266	633	134	
45	30655	283	679	135	
46	30938	283	724	143	
47	31222	483	581	142	
48	31705	316	618	135	
49	32021	416	588	158	
50	32438	600	642	413	
51	48144	83	635	368	
52	48227	133	529	367	
53	48360	200	482	78	
54	48560	400	197	109	
55	48960	266	552	294	
56	49226	200	578	427	
57	49426	150	633	426	
58	49793	150	391	460	
59	49943	216	499	566	
60	50159	1066	471	474	
61	51225	200	149	-28	
62	51425	616	504	447	
63	52041	466	467	451	
64	52507	233	534	441	
65	52741	183	663	95	
66	52924	283	707	99	
67	53207	699	714	383	
68	54073	117	733	341	
69	54190	650	728	387	
70	54839	200	664	110	
71	55039	333	700	110	
72	55372	233	631	112	
73	55606	166	856	371	
74	55772	233	899	413	
75	56188	83	825	366	
76	56272	666	885	413	
77	56938	1566	778	644	
78	58504	233	609	737	
79	58737	483	576	719	
80	59220	783	532	678	
81	60003	366	453	606	
82	60369	749	510	662	
83	61119	483	354	506	
84	61602	366	637	424	
85	61968	200	649	129	
86	62168	283	696	114	
87	62451	233	899	345	
88	63100	166	177	146	
89	63267	167	323	472	
90	63433	316	351	503	
91	63750	300	194	30	
92	64050	633	116	-56	
93	64682	216	151	115	
94	64899	533	119	150	
95	65598	2015	158	155	
96	67614	200	615	137	
97	67814	200	673	129	
98	68014	433	710	130	
99	68447	300	745	155	
100	68746	283	674	147	
101	69030	266	586	146	
102	69296	166	531	143	
103	69629	583	91	125	
104	70212	167	319	23	
105	70379	383	359	31	
106	70762	483	118	-68	
107	71245	583	64	-56	
108	71828	400	117	158	
109	72344	167	96	127	
110	72694	333	102	99	
111	73027	316	120	67	
112	73627	550	116	-73	
113	190431	133	209	188	
114	190564	117	542	502	
115	190681	100	522	466	
116	191913	250	105	878	
117	192163	283	58	791	
118	192446	200	32	835	
119	192879	50	243	-128	
120	196993	83	166	192	
121	197293	167	127	141	
122	197459	183	102	44	
123	208818	17	100	145	
124	209818	150	16	-26	
125	210134	216	169	-25	
126	210817	216	140	-102	
127	219278	150	586	387	
128	219428	283	507	336	
129	219711	233	482	510	
130	219944	283	503	584	
131	220227	433	807	638	
132	220660	583	846	642	
133	221243	100	643	460	
134	225457	216	547	437	
135	225674	766	607	469	
136	226440	133	610	425	
137	229671	83	571	342	
138	229904	167	363	411	
139	230071	233	392	688	
140	230304	383	660	755	
141	230803	167	271	101	
142	230970	150	187	-3	
143	231120	200	145	31	
144	231320	233	155	111	
145	231553	250	240	106	
146	231803	433	460	-89	
147	232236	133	527	-99	
148	233552	233	336	358	
149	236983	666	523	405	
150	237649	300	537	510	
151	237949	316	669	579	
152	238265	150	451	377	
153	238415	316	343	416	
154	238731	150	568	287	
155	238881	217	624	290	
156	239098	466	675	612	
157	239564	133	658	764	
158	239697	216	796	787	
159	239914	300	446	762	
160	241246	83	428	582	
161	241330	166	386	590	
162	241496	266	329	401	
163	241763	100	415	642	
164	243745	316	332	-101	
165	244061	750	338	417	
166	244811	350	621	292	
167	245876	117	633	196	
168	245993	883	625	268	
169	246876	316	944	527	
170	247325	316	811	784	
171	247642	433	428	771	
172	248075	133	411	628	
173	248208	300	373	588	
174	248508	150	356	47	
175	249074	133	410	502	
176	249207	183	388	580	
177	249391	216	781	603	
178	249607	183	637	342	
179	249790	816	609	287	
180	250607	100	545	391	
181	250856	150	517	448	
182	251006	483	515	503	
183	251489	100	550	491	
184	302905	17	517	577	
185	303038	200	575	602	
186	303238	216	512	566	
187	305203	133	214	47	
188	305337	183	564	167	
189	322408	100	1273	1355	
190	323274	83	285	53	
191	323357	250	264	86	
192	323607	366	215	-17	
193	323973	100	126	115	
194	324073	116	109	0	
195	324190	150	386	77	
196	324340	666	512	412	
197	325006	350	534	544	
198	325356	200	408	491	
199	325556	233	748	567	
200	326005	83	570	513	
201	326089	333	370	484	
202	326422	383	713	520	
203	326805	333	701	581	
204	327138	233	532	537	
205	327371	366	712	515	
206	327737	500	675	618	
207	328237	283	505	551	
208	328520	250	366	464	
209	328770	333	604	308	
210	329103	166	906	472	
211	329270	217	940	508	
212	329486	216	855	697	
213	329703	200	871	647	
214	329903	250	785	803	
215	330153	333	418	782	
216	330636	100	383	427	
217	330735	566	359	456	
218	331302	250	381	531	
219	331552	166	379	652	
220	331718	366	403	765	
221	338430	150	347	462	
222	338580	217	648	682	
223	339013	83	620	316	
224	339096	150	485	299	
225	339246	117	484	339	
226	339663	166	280	41	
227	339829	183	226	73	
228	340012	150	253	31	
229	340162	300	426	41	
230	340462	366	352	63	
231	340829	750	289	64	
232	341578	166	413	393	
233	341745	333	346	484	
234	342294	100	346	432	
235	342394	550	349	473	
236	342944	166	575	532	
237	343110	916	648	523	
238	344026	316	597	570	
239	344343	166	422	472	
240	344509	317	363	466	
241	344826	300	631	344	
242	345126	383	931	487	
243	345509	266	723	695	
244	345892	250	246	70	
245	346142	283	139	72	
246	346425	400	647	464	
247	346825	416	367	468	
248	347241	266	523	533	
249	347507	233	738	723	
250	347741	383	846	677	
251	351272	266	285	-30	
252	351538	316	340	6	
253	351854	200	174	72	
254	352054	150	431	409	
255	352204	533	364	461	
256	352937	150	186	93	
257	353087	799	125	118	
258	353886	966	359	443	
259	354852	250	586	535	
260	355102	1133	659	526	
261	356235	516	583	576	
262	356751	183	678	566	
263	356934	316	436	472	
264	357251	416	359	463	
265	357667	216	322	39	
266	357884	316	360	33	
267	358200	167	211	75	
268	358367	233	155	128	
269	358600	300	125	148	
270	358900	266	169	108	
271	359166	350	609	407	
272	359516	583	361	474	
273	360099	366	626	560	
274	363197	200	1217	994	
275	363397	200	1257	974	
276	372057	366	200	112	
277	372424	150	280	84	
278	372574	400	349	20	
279	372973	300	355	500	
280	373273	466	353	452	
281	373939	416	357	438	
282	374356	799	604	498	
283	375155	566	599	586	
284	375722	366	674	622	
285	376088	183	478	577	
286	376271	200	364	451	
287	376471	183	400	67	
288	376654	150	350	20	
289	376804	116	240	57	
290	376921	383	137	89	
291	377304	383	178	103	
292	377687	766	781	412	
293	378453	300	930	497	
294	378753	150	760	707	
295	378903	266	677	671	
296	379169	166	790	804	
297	379336	100	451	795	
298	379835	400	374	488	
299	380235	183	395	595	
300	380418	250	500	576	
301	380668	233	387	615	
302	381135	83	412	698	
303	381218	233	415	790	
304	381451	183	482	325	
305	381634	283	602	301	
306	381917	266	381	453	
307	382184	566	485	399	
308	382750	183	608	315	
309	382933	167	902	426	
310	383100	483	924	490	
311	383583	166	710	558	
312	383749	100	684	669	
313	383849	466	772	419	
314	384432	200	896	441	
315	384632	400	791	799	
316	385032	216	829	713	
317	385248	400	868	630	
318	385648	300	777	788	
319	385948	167	898	591	
320	386115	200	943	498	
321	386314	566	659	653	
322	386881	283	420	801	
323	387164	233	921	517	
324	387397	167	510	761	
325	387564	716	376	640	
326	388280	167	579	340	
327	388446	200	614	321	
328	388646	283	491	579	
329	388929	466	600	786	
330	389396	1932	507	555	
331	391328	200	585	610	
332	391528	250	586	671	
333	391777	283	609	699	
334	392061	350	629	613	
335	392410	200	663	798	
336	392610	400	616	801	
337	393010	566	670	782	
338	393759	300	649	756	
339	394492	283	609	787	
340	394775	100	457	785	
341	395125	266	783	794	
342	395392	333	380	534	
343	409948	117	505	514	
344	410065	300	596	284	
345	410365	183	410	707	
346	410548	250	407	775	
347	410998	333	235	48	
348	411331	183	416	465	
349	411514	666	357	467	
350	412180	216	518	543	
351	412397	350	604	277	
352	412747	150	397	703	
353	412897	166	393	779	
354	413063	516	366	457	
355	413579	216	571	477	
356	413796	333	644	498	
357	414129	400	561	564	
358	414529	383	682	527	
359	414912	400	657	566	
360	415312	250	348	452	
361	415561	217	313	63	
362	415778	300	353	33	
363	416078	966	357	479	
364	417044	1149	635	501	
365	418193	433	599	584	
366	418626	283	648	445	
367	418909	183	539	481	
368	419209	100	327	420	
369	419525	550	328	41	
370	420075	200	161	3	
371	420275	366	116	5	
372	420641	200	84	-38	
373	420841	117	107	18	
374	420958	250	152	9	
375	421424	83	442	325	
376	421507	516	457	529	
377	422024	300	599	297	
