Data properties:

Recording date: 20/06/2011
Recording time: 14:50:13:000 (corresponds to time 0)
Study: Interacting with the CSP applet
Subject: P75
Recording: Rec 29
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Fixation radius: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
17	67	100	58	169	
18	167	516	95	188	
19	683	117	438	283	
20	800	216	444	329	
21	1016	233	162	299	
22	1249	633	95	349	
23	2149	83	32	598	
24	2232	183	78	716	
25	2415	1299	538	458	
26	4114	67	1111	1143	
27	4464	83	1228	1139	
28	4897	100	-1540	1749	
29	4997	216	-719	1583	
30	5213	167	-2513	1824	
31	5380	250	-799	1544	
32	6446	83	424	583	
33	6529	683	550	455	
34	8195	83	558	496	
35	8278	1149	567	452	
36	9427	333	623	593	
37	9760	100	720	725	
38	11126	400	601	452	
39	11526	266	656	456	
40	11792	183	602	459	
41	11975	433	595	641	
42	12408	333	587	504	
43	12742	766	595	653	
44	13508	150	593	595	
45	13657	283	493	386	
46	13941	217	338	453	
47	14157	250	611	165	
48	14407	433	567	159	
49	14840	200	635	160	
50	15040	466	675	159	
51	15506	216	140	48	
52	17238	17	309	1086	
53	21019	17	1147	1013	
54	21569	100	-538	1446	
55	21902	17	-1492	1846	
56	22785	416	572	150	
57	23201	816	667	158	
58	24017	200	363	473	
59	24217	383	328	490	
60	24600	250	620	203	
61	24850	700	572	169	
62	25550	217	432	471	
63	25766	433	624	408	
64	26199	166	649	377	
65	26366	183	644	169	
66	26549	300	181	72	
67	26849	183	132	86	
68	27032	1233	58	98	
69	28264	466	269	406	
70	28731	150	114	902	
71	28881	150	111	853	
72	29031	1266	377	388	
73	30296	217	350	441	
74	30663	117	342	440	
75	30779	666	355	489	
76	31446	233	394	363	
77	31679	233	588	387	
78	31912	666	376	385	
79	32578	233	621	390	
80	32811	466	613	147	
81	33278	500	663	145	
82	33777	333	745	371	
83	34110	750	612	404	
84	34860	216	431	599	
85	35077	416	503	618	
86	35493	266	711	354	
87	35759	266	638	379	
88	36026	500	933	296	
89	36526	167	663	382	
90	36692	216	625	393	
91	36909	466	306	482	
92	37375	183	606	770	
93	37558	150	702	778	
94	37708	233	582	552	
95	37941	383	512	626	
96	38324	433	329	483	
97	38757	749	615	389	
98	39507	516	627	134	
99	40023	316	682	136	
100	40340	200	610	157	
101	40540	833	536	154	
102	41372	266	613	152	
103	41639	233	664	151	
104	41872	533	725	158	
105	42405	416	318	500	
106	42821	350	641	391	
107	43321	200	620	384	
108	43521	233	381	514	
109	43754	216	330	496	
110	43971	366	516	650	
111	44337	233	692	723	
112	44570	616	323	483	
113	45186	100	588	484	
114	45286	166	480	428	
115	45453	200	640	390	
116	45653	733	928	320	
117	46386	200	368	474	
118	46585	233	328	495	
119	46819	366	620	403	
120	47185	749	316	487	
121	47934	633	599	520	
122	48567	167	643	555	
123	48734	483	561	553	
124	49217	300	632	550	
125	49517	699	596	581	
126	50216	333	589	505	
127	50549	250	339	477	
128	50799	250	625	399	
129	51049	333	938	308	
130	51382	250	689	158	
131	51632	200	593	154	
132	51832	533	541	150	
133	52365	216	689	146	
134	52581	266	750	154	
135	52848	350	711	151	
136	53198	733	754	156	
137	53930	433	288	61	
138	54363	350	112	51	
139	54713	316	36	46	
140	55030	333	104	888	
141	55363	300	67	862	
142	55663	166	369	618	
143	55829	167	496	633	
144	55996	183	303	466	
145	56179	166	248	128	
146	56345	683	326	83	
147	57028	183	561	359	
148	57212	217	639	406	
149	57428	283	415	427	
150	57711	250	364	389	
151	57961	217	323	462	
152	58178	166	850	334	
153	58344	200	931	319	
154	58544	283	633	164	
155	58827	183	571	157	
156	59011	150	525	155	
157	59160	533	301	80	
158	59693	400	326	367	
159	60093	650	343	435	
160	60743	200	579	409	
161	60943	133	615	374	
162	61076	250	629	146	
163	61326	216	593	162	
164	61542	383	715	169	
165	61925	583	573	165	
166	62508	383	511	170	
167	62891	483	300	79	
168	63374	250	366	85	
169	63624	166	202	65	
170	63791	400	118	63	
171	64190	200	77	57	
172	64390	283	14	54	
173	64673	733	327	444	
174	65406	250	73	85	
175	65656	333	35	73	
176	65989	250	813	270	
177	66239	316	911	370	
178	66556	200	695	389	
179	66755	583	630	172	
180	67338	216	782	342	
181	67555	400	69	55	
182	67955	150	134	64	
183	68104	300	836	365	
184	68404	200	638	409	
185	68604	150	620	202	
186	68754	183	631	160	
187	68937	366	676	153	
188	69304	483	918	339	
189	69787	383	322	486	
190	70170	566	617	418	
191	70736	650	614	172	
192	71386	266	666	168	
193	71652	366	584	164	
194	72019	583	632	168	
195	72601	483	94	75	
196	73084	433	35	43	
197	73517	216	67	73	
198	73734	250	666	615	
199	73984	300	522	671	
200	74284	283	91	864	
201	74567	133	46	865	
202	74700	233	662	713	
203	74933	150	705	372	
204	75083	266	632	405	
205	75350	366	963	325	
206	75716	117	274	517	
207	75833	316	322	500	
208	76149	383	673	783	
209	76532	316	519	644	
210	76849	316	697	800	
211	77165	200	524	123	
212	77365	266	637	135	
213	77631	416	674	140	
214	78048	733	712	790	
215	78781	166	614	690	
216	78947	150	538	650	
217	79097	300	703	793	
218	79397	600	565	658	
219	79996	316	750	451	
220	80313	183	550	178	
221	80496	366	623	143	
222	80863	383	216	54	
223	81246	183	519	703	
224	81429	783	542	670	
225	82212	1133	586	694	
226	83344	300	707	791	
227	83644	333	526	649	
228	83977	400	685	781	
229	84377	350	331	499	
230	84727	350	706	785	
231	85076	516	541	662	
232	85593	266	326	482	
233	85859	583	705	776	
234	86609	100	752	731	
235	86709	200	699	776	
236	86908	500	542	644	
237	87408	150	551	137	
238	87558	167	617	128	
239	87725	416	656	139	
240	88141	183	253	37	
241	88324	266	548	650	
242	88591	799	584	693	
243	89390	383	727	781	
244	89773	233	547	645	
245	90156	117	461	558	
246	90273	100	147	733	
247	90556	300	43	858	
248	90856	500	263	69	
249	91355	433	111	57	
250	91788	333	290	113	
251	92122	450	359	107	
252	92571	266	311	103	
253	92838	500	365	110	
254	93338	116	299	86	
255	93454	316	220	76	
256	93771	200	140	74	
257	93970	216	137	907	
258	94187	233	111	849	
259	94420	316	20	846	
260	94737	316	75	868	
261	95053	200	487	677	
262	95486	166	174	74	
263	95653	366	86	44	
264	96019	250	602	619	
265	96269	183	522	639	
266	96452	716	810	553	
267	97168	200	698	694	
268	97368	1865	522	646	
269	99234	233	554	676	
270	99467	200	529	763	
271	99667	1366	623	841	
272	101032	733	617	657	
273	101765	466	566	657	
274	102232	333	633	663	
275	102565	266	558	661	
276	102998	133	570	641	
277	103131	600	576	834	
278	103730	250	604	856	
279	103980	1016	692	769	
