CNT,TIME,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV
108365,1780.85693,0.53352,0.36072,1780.56201,0.29492,3057,1
108404,1781.49756,0.5188,0.46865,1780.87354,0.62402,3058,1
108427,1781.87549,0.51506,0.53278,1781.51416,0.36133,3059,1
108482,1782.77881,0.51309,0.58284,1781.89209,0.88672,3060,1
108504,1783.14111,0.50536,0.51643,1782.79541,0.3457,3061,1
108519,1783.38721,0.59541,0.44896,1783.15771,0.22949,3062,1
108541,1783.74854,0.64043,0.43567,1783.40381,0.34473,3063,1
108584,1784.45557,0.60216,0.41692,1783.76514,0.69043,3064,1
108625,1785.12842,0.53769,0.35187,1784.47119,0.65723,3065,1
108642,1785.40771,0.40172,0.4429,1785.14502,0.2627,3066,1
108668,1785.83545,0.36461,0.50391,1785.42432,0.41113,3067,1
108716,1786.62354,0.33284,0.55511,1785.85107,0.77246,3068,1
108732,1786.88623,0.42301,0.46628,1786.64014,0.24609,3069,1
108771,1787.52686,0.45886,0.49508,1786.90283,0.62402,3070,1
108817,1788.28271,0.48199,0.53636,1787.54346,0.73926,3071,1
108844,1788.72607,0.5293,0.50111,1788.29932,0.42676,3072,1
108881,1789.33447,0.57963,0.46784,1788.74268,0.5918,3073,1
108890,1789.48193,0.52856,0.5391,1789.35107,0.13086,3074,1
108907,1789.76123,0.53725,0.50044,1789.6958,0.06543,3075,1
108950,1790.46826,0.51999,0.41092,1789.9751,0.49316,3076,1
108966,1790.73096,0.45512,0.46371,1790.53369,0.19727,3077,1
108991,1791.14111,0.32427,0.81877,1790.79639,0.34473,3078,1
109030,1791.78174,0.48138,0.39017,1791.20752,0.57422,3079,1
109041,1791.9624,0.62621,0.61714,1791.79834,0.16406,3080,1
109058,1792.2417,0.694,0.76937,1792.02881,0.21289,3081,1
109081,1792.61963,0.60721,0.359,1792.30811,0.31152,3082,1
109151,1793.77002,0.59919,0.42509,1793.37549,0.39453,3083,1
109172,1794.11475,0.5928,0.42046,1793.78662,0.32813,3084,1
109200,1794.57471,0.52982,0.36083,1794.18018,0.39453,3085,1
109241,1795.24854,0.54287,0.35256,1794.59131,0.65723,3086,1
109260,1795.56006,0.5416,0.37353,1795.26514,0.29492,3087,1
109312,1796.41455,0.56625,0.42739,1795.62646,0.78809,3088,1
109334,1796.77686,0.58768,0.5132,1796.43115,0.3457,3089,1
109371,1797.38428,0.63632,0.6085,1796.79248,0.5918,3090,1
109405,1797.94287,0.52498,0.55957,1797.40088,0.54199,3091,1
109424,1798.25439,0.53449,0.48835,1797.95947,0.29492,3092,1
109482,1799.20752,0.541,0.47042,1798.271,0.93652,3093,1
109501,1799.52002,0.53611,0.43474,1799.22412,0.2959,3094,1
109569,1800.63721,0.52299,0.34383,1799.53662,1.10059,3095,1
109608,1801.27783,0.57677,0.28087,1800.65283,0.625,3096,1
109626,1801.57373,0.58766,0.27334,1801.29443,0.2793,3097,1
109687,1802.57568,0.54248,0.27655,1801.58936,0.98633,3098,1
109716,1803.05225,0.59436,0.23175,1802.59229,0.45996,3099,1
109746,1803.54443,0.61818,0.15201,1803.11768,0.42676,3100,1
109771,1803.95557,0.59698,0.24683,1803.56104,0.39453,3101,1
109804,1804.49756,0.5315,0.2469,1803.97217,0.52539,3102,1
109813,1804.64502,0.45756,0.32182,1804.51514,0.12988,3103,1
109855,1805.33545,0.46278,0.43516,1805.10498,0.23047,3104,1
109872,1805.61475,0.42321,0.80202,1805.40088,0.21387,3105,1
109885,1805.82861,0.40899,0.67201,1805.63135,0.19727,3106,1
109909,1806.22217,0.47578,0.38113,1805.89404,0.32813,3107,1
109966,1807.15869,0.4723,0.37084,1806.43701,0.72168,3108,1
110013,1807.93115,0.48271,0.35267,1807.37256,0.55859,3109,1
110023,1808.09521,0.2495,0.33104,1807.94775,0.14746,3110,1
110046,1808.47314,-0.11299,0.66462,1808.25928,0.21387,3111,1
110098,1809.32764,0.50251,0.43531,1808.53857,0.78906,3112,1
110123,1809.73779,0.47901,0.33881,1809.34424,0.39355,3113,1
110158,1810.31299,0.48014,0.30637,1809.75439,0.55859,3114,1
110193,1810.88818,0.47965,0.33453,1810.32959,0.55859,3115,1
110209,1811.15088,0.54751,0.24675,1810.90479,0.24609,3116,1
110240,1811.66064,0.61933,0.24719,1811.16748,0.49316,3117,1
110276,1812.25146,0.63617,0.23031,1811.67627,0.5752,3118,1
110315,1812.89209,0.59737,0.22483,1812.26807,0.62402,3119,1
110358,1813.59912,0.61041,0.22644,1812.90869,0.69043,3120,1
110382,1813.99268,0.47395,0.27886,1813.66455,0.32813,3121,1
110401,1814.30518,0.50667,0.31886,1814.00928,0.2959,3122,1
110454,1815.17627,0.55931,0.37977,1814.32178,0.85449,3123,1
110464,1815.34033,0.57478,0.34289,1815.19189,0.14844,3124,1
110518,1816.22705,0.55439,0.35697,1815.84912,0.37793,3125,1
110585,1817.32764,0.53368,0.84456,1816.98291,0.34473,3126,1
110617,1817.854,0.52556,0.38787,1817.39404,0.45996,3127,1
110629,1818.05127,0.49797,0.35621,1817.86963,0.18164,3128,1
110677,1818.83936,0.49211,0.3476,1818.26416,0.5752,3129,1
110733,1819.75928,0.49799,0.34548,1818.85596,0.90332,3130,1
110802,1820.89307,0.49704,0.32437,1819.77588,1.11719,3131,1
110840,1821.51709,0.49507,0.3439,1820.90967,0.60742,3132,1
110857,1821.79639,0.50703,0.26434,1821.53369,0.2627,3133,1
110878,1822.14111,0.53066,0.27629,1821.81299,0.32813,3134,1
110900,1822.50244,0.54183,0.27784,1822.15771,0.34473,3135,1
110925,1822.91357,0.55003,0.17967,1822.52002,0.39355,3136,1
110958,1823.45557,0.53247,0.23761,1822.93018,0.52539,3137,1
111012,1824.34326,0.52482,0.28731,1823.47217,0.87109,3138,1
111068,1825.26318,0.49326,0.27355,1824.36084,0.90234,3139,1
111087,1825.57471,0.46276,0.34962,1825.27881,0.2959,3140,1
111129,1826.26514,0.47402,0.38879,1825.59131,0.67383,3141,1
111158,1826.7417,0.52521,0.36009,1826.28174,0.45996,3142,1
111179,1827.08643,0.52583,0.40136,1826.7583,0.32813,3143,1
111211,1827.61182,0.50852,0.37275,1827.10303,0.50879,3144,1
111239,1828.07275,0.46895,0.35728,1827.62842,0.44434,3145,1
111273,1828.63037,0.46336,0.29555,1828.08838,0.54199,3146,1
111296,1829.0083,0.40772,0.25225,1828.64697,0.36133,3147,1
111327,1829.51807,0.46781,0.32213,1829.0249,0.49316,3148,1
111357,1830.01025,0.56032,0.37944,1829.53467,0.47559,3149,1
111383,1830.43799,0.56927,0.36653,1830.02686,0.41113,3150,1
111413,1830.93115,0.54422,0.34433,1830.45459,0.47656,3151,1
111431,1831.22607,0.53824,0.3665,1830.94678,0.2793,3152,1
111447,1831.48877,0.54195,0.46269,1831.24268,0.24609,3153,1
111469,1831.8501,0.53406,0.55682,1831.50537,0.34473,3154,1
111498,1832.32666,0.54348,0.60326,1831.8667,0.45996,3155,1
111526,1832.78662,0.54755,0.55753,1832.34326,0.44336,3156,1
111545,1833.09912,0.56988,0.48213,1832.80322,0.2959,3157,1
111584,1833.73975,0.54593,0.2808,1833.16455,0.5752,3158,1
111633,1834.54443,0.53187,0.27544,1833.75635,0.78809,3159,1
111651,1834.84033,0.53444,0.25355,1834.56104,0.2793,3160,1
111704,1835.71143,0.5207,0.27088,1834.85693,0.85449,3161,1
111753,1836.51611,0.5137,0.31103,1835.72803,0.78809,3162,1
111771,1836.81201,0.51942,0.35512,1836.53271,0.2793,3163,1
111804,1837.354,0.51801,0.32628,1836.82861,0.52539,3164,1
111841,1837.96143,0.51275,0.30062,1837.37061,0.59082,3165,1
111867,1838.38916,0.60047,0.47817,1838.02783,0.36133,3166,1
111887,1838.71729,0.61637,0.48316,1838.40576,0.31152,3167,1
111914,1839.16064,0.60116,0.30167,1838.78369,0.37695,3168,1
111962,1839.94971,0.59304,0.25723,1839.17725,0.77246,3169,1
111995,1840.4917,0.57382,0.30901,1839.96631,0.52539,3170,1
112011,1840.75439,0.59056,0.21423,1840.5083,0.24609,3171,1
112069,1841.70752,0.59183,0.22291,1840.771,0.93652,3172,1
112097,1842.16748,0.57946,0.22084,1841.72412,0.44336,3173,1
112141,1842.89014,0.57573,0.21936,1842.38135,0.50879,3174,1
112218,1844.15576,0.22774,0.82003,1843.94189,0.21387,3175,1
112222,1844.22119,0.2542,0.74748,1844.17139,0.0498,3176,1
112255,1844.76318,0.50064,0.56436,1844.58252,0.18066,3177,1
112301,1845.51904,0.49163,0.38151,1845.02588,0.49316,3178,1
112326,1845.93018,0.47421,0.363,1845.53564,0.39453,3179,1
112372,1846.68506,0.46224,0.38809,1845.9458,0.73926,3180,1
112428,1847.60498,0.46092,0.32481,1846.70166,0.90332,3181,1
112495,1848.70557,0.52274,0.30754,1847.62158,1.08398,3182,1
112535,1849.36279,0.62998,0.24492,1848.72217,0.64063,3183,1
112575,1850.02002,0.66398,0.24993,1849.37939,0.64063,3184,1
112605,1850.51318,0.66252,0.20372,1850.03662,0.47656,3185,1
112628,1850.89111,0.6369,0.22989,1850.52979,0.36133,3186,1
112678,1851.7124,0.61443,0.26367,1850.90771,0.80469,3187,1
112705,1852.15576,0.54394,0.29342,1851.729,0.42676,3188,1
112743,1852.77979,0.52049,0.30989,1852.271,0.50879,3189,1
112760,1853.05908,0.56826,0.29549,1852.79639,0.2627,3190,1
112778,1853.35498,0.66573,0.29744,1853.07568,0.2793,3191,1
112808,1853.84814,0.71021,0.22812,1853.37158,0.47656,3192,1
112829,1854.19287,0.65217,0.22764,1853.86475,0.32813,3193,1
112845,1854.45557,0.60353,0.33532,1854.20947,0.24609,3194,1
112898,1855.32666,0.56502,0.31237,1854.47314,0.85352,3195,1
112924,1855.75342,0.55917,0.41044,1855.54053,0.21289,3196,1
112964,1856.41064,0.53259,0.34593,1855.91846,0.49219,3197,1
112989,1856.82178,0.3256,0.36518,1856.47705,0.34473,3198,1
113020,1857.33057,0.25656,0.42799,1856.83838,0.49219,3199,1
113067,1858.10303,0.38695,0.44182,1857.396,0.70703,3200,1
113090,1858.48096,0.40978,0.42852,1858.11963,0.36133,3201,1
113106,1858.74365,0.47182,0.40283,1858.49756,0.24609,3202,1
113125,1859.05615,0.48181,0.34699,1858.76025,0.2959,3203,1
113160,1859.63135,0.45999,0.39869,1859.07178,0.55957,3204,1
113196,1860.22217,0.4505,0.37063,1859.64697,0.5752,3205,1
113219,1860.6001,0.43221,0.36468,1860.23877,0.36133,3206,1
113262,1861.30615,0.44771,0.39773,1860.81396,0.49219,3207,1
113340,1862.58838,0.44648,0.38963,1862.30811,0.28027,3208,1
113369,1863.06396,0.3999,0.44083,1862.604,0.45996,3209,1
113389,1863.39307,0.35817,0.48528,1863.08057,0.3125,3210,1
113403,1863.62256,0.32446,0.67222,1863.40967,0.21289,3211,1
113410,1863.73779,0.30683,0.74431,1863.63916,0.09863,3212,1
113456,1864.49365,0.53456,0.85967,1863.95166,0.54199,3213,1
113474,1864.78955,0.48092,0.41423,1864.55908,0.23047,3214,1
113502,1865.24951,0.50244,0.34498,1864.80615,0.44336,3215,1
113605,1866.94189,0.44475,0.31719,1865.26611,1.67578,3216,1
113625,1867.27002,0.4912,0.32549,1866.95752,0.3125,3217,1
113658,1867.81201,0.39144,0.294,1867.28662,0.52539,3218,1
113698,1868.46924,0.33075,0.26494,1867.82861,0.64063,3219,1
113747,1869.27393,0.51175,0.44902,1868.58447,0.68945,3220,1
113844,1870.86768,0.48359,0.38451,1869.29053,1.57715,3221,1
113860,1871.13037,0.49046,0.4803,1870.88428,0.24609,3222,1
113876,1871.39307,0.50318,0.43684,1871.34424,0.04883,3223,1
113896,1871.72217,0.46944,0.61956,1871.65576,0.06641,3224,1
113960,1872.77295,0.51432,0.46172,1872.28076,0.49219,3225,1
113983,1873.15088,0.51214,0.40353,1872.98682,0.16406,3226,1
114007,1873.54541,0.53714,0.43088,1873.36475,0.18066,3227,1
114026,1873.85791,0.532,0.4215,1873.75928,0.09863,3228,1
114096,1875.00732,0.53087,0.34713,1874.12061,0.88672,3229,1
114106,1875.17139,0.54655,0.36881,1875.02393,0.14746,3230,1
114137,1875.68115,0.55692,0.34184,1875.38623,0.29492,3231,1
114162,1876.09229,0.51467,0.34097,1875.69775,0.39453,3232,1
114175,1876.30518,0.61805,0.56306,1876.10791,0.19727,3233,1
114196,1876.65088,0.32703,0.82688,1876.42041,0.23047,3234,1
114224,1877.11084,0.56915,0.38238,1876.71631,0.39453,3235,1
114301,1878.37549,0.58201,0.29551,1877.12744,1.24805,3236,1
114323,1878.73682,0.63342,0.19684,1878.39209,0.34473,3237,1
114338,1878.98291,0.62476,0.18256,1878.75439,0.22852,3238,1
114382,1879.70654,0.59635,0.28312,1878.99951,0.70703,3239,1
114399,1879.98584,0.60175,0.30821,1879.72217,0.26367,3240,1
114419,1880.31396,0.6293,0.19146,1880.05127,0.2627,3241,1
114473,1881.20166,0.61262,0.25427,1880.33057,0.87109,3242,1
114489,1881.46436,0.61642,0.23044,1881.21729,0.24707,3243,1
114506,1881.74365,0.6064,0.25672,1881.47998,0.26367,3244,1
114540,1882.30225,0.54989,0.30843,1881.75928,0.54297,3245,1
114556,1882.56494,0.52753,0.34346,1882.31787,0.24707,3246,1
114607,1883.40283,0.49771,0.27148,1883.0249,0.37793,3247,1
114628,1883.74756,0.502,0.34514,1883.66553,0.08203,3248,1
114670,1884.43799,0.42256,0.3553,1884.10889,0.3291,3249,1
114688,1884.73291,0.28239,0.83667,1884.50342,0.22949,3250,1
114702,1884.96338,0.29979,0.7211,1884.74951,0.21387,3251,1
114718,1885.22607,0.45771,0.51918,1885.02881,0.19727,3252,1
114764,1885.98193,0.52843,0.88775,1885.68604,0.2959,3253,1
114787,1886.35986,0.54179,0.33561,1886.04736,0.3125,3254,1
114811,1886.75342,0.47691,0.25683,1886.37646,0.37695,3255,1
114846,1887.32861,0.40719,0.27162,1886.77002,0.55859,3256,1
114918,1888.51221,0.55008,0.37165,1887.39502,1.11719,3257,1
114937,1888.82373,0.52657,0.35529,1888.52783,0.2959,3258,1
114970,1889.36572,0.54052,0.32537,1888.84033,0.52539,3259,1
115058,1890.81201,0.59912,0.37623,1889.38232,1.42969,3260,1
115082,1891.20557,0.52763,0.34197,1890.82764,0.37793,3261,1
115145,1892.24072,0.46854,0.33063,1891.22217,1.01855,3262,1
115177,1892.76709,0.4691,0.38303,1892.25732,0.50977,3263,1
115208,1893.27588,0.53343,0.32161,1892.97998,0.2959,3264,1
115243,1893.85107,0.48733,0.37384,1893.29248,0.55859,3265,1
115278,1894.42627,0.38049,0.4682,1893.86768,0.55859,3266,1
115305,1894.86963,0.38203,0.48341,1894.44189,0.42773,3267,1
115358,1895.73975,0.44224,0.4585,1894.88623,0.85352,3268,1
115437,1897.0376,0.56119,0.31323,1895.80615,1.23145,3269,1
115466,1897.51416,0.55494,0.326,1897.0542,0.45996,3270,1
115485,1897.82666,0.53479,0.26484,1897.53076,0.2959,3271,1
115525,1898.48389,0.50128,0.1344,1897.84326,0.64063,3272,1
115549,1898.87842,0.50274,0.25105,1898.50049,0.37793,3273,1
115593,1899.60107,0.4959,0.28072,1898.89404,0.70703,3274,1
115646,1900.47119,0.50109,0.31457,1899.61768,0.85352,3275,1
115676,1900.96436,0.5127,0.32906,1900.48779,0.47656,3276,1
115701,1901.37451,0.50549,0.31001,1900.98096,0.39355,3277,1
115737,1901.96631,0.49468,0.37797,1901.39111,0.5752,3278,1
115757,1902.29541,0.53657,0.41252,1901.98291,0.3125,3279,1
115789,1902.8208,0.64692,0.28602,1902.36084,0.45996,3280,1
115812,1903.19873,0.63409,0.23186,1902.8374,0.36133,3281,1
115836,1903.59326,0.58498,0.25376,1903.21533,0.37793,3282,1
115856,1903.92236,0.59907,0.26707,1903.60889,0.31348,3283,1
115897,1904.59521,0.56764,0.27133,1903.93799,0.65723,3284,1
115933,1905.18604,0.55222,0.27488,1904.61182,0.57422,3285,1
115955,1905.54834,0.54331,0.28012,1905.20264,0.3457,3286,1
115986,1906.05713,0.52994,0.27166,1905.81104,0.24609,3287,1
116013,1906.50049,0.5015,0.3219,1906.07373,0.42676,3288,1
116037,1906.89502,0.39066,0.3062,1906.56689,0.32813,3289,1
116061,1907.28955,0.33944,0.23254,1906.91162,0.37793,3290,1
116083,1907.65088,0.38207,0.24281,1907.30518,0.3457,3291,1
116103,1907.979,0.42732,0.3244,1907.66748,0.31152,3292,1
116142,1908.61963,0.45316,0.33233,1907.99561,0.62402,3293,1
116177,1909.19482,0.46084,0.33408,1908.63623,0.55859,3294,1
116186,1909.34229,0.46217,0.38819,1909.21143,0.13086,3295,1
116212,1909.77002,0.51313,0.47353,1909.50732,0.2627,3296,1
116238,1910.19678,0.50284,0.31758,1909.83545,0.36133,3297,1
116263,1910.60791,0.50589,0.3348,1910.21338,0.39453,3298,1
116279,1910.87061,0.55991,0.22221,1910.62451,0.24609,3299,1
116320,1911.54443,0.59656,0.1716,1910.88721,0.65723,3300,1
116347,1911.98779,0.57351,0.19535,1911.56104,0.42676,3301,1
116363,1912.25049,0.50311,0.24703,1912.00439,0.24609,3302,1
116389,1912.67822,0.48416,0.32265,1912.26709,0.41113,3303,1
116424,1913.25244,0.51476,0.27071,1912.69385,0.55859,3304,1
116450,1913.68018,0.56333,0.25889,1913.26904,0.41113,3305,1
116469,1913.9917,0.5429,0.22884,1913.6958,0.2959,3306,1
116490,1914.3374,0.51445,0.32314,1914.0083,0.3291,3307,1
116522,1914.86279,0.51447,0.26858,1914.35303,0.50977,3308,1
116562,1915.52002,0.54284,0.28681,1914.87939,0.64063,3309,1
116581,1915.83252,0.482,0.32822,1915.53662,0.2959,3310,1
116633,1916.68604,0.4305,0.29868,1916.63818,0.04785,3311,1
116644,1916.8667,0.33943,0.94709,1916.80127,0.06543,3312,1
116665,1917.2124,0.51648,1.79367,1916.93213,0.28027,3313,1
116691,1917.63916,0.29858,0.48647,1917.42529,0.21387,3314,1
116720,1918.11572,0.09801,1.25667,1918.04932,0.06641,3315,1
116751,1918.62451,0.53434,0.41941,1918.42725,0.19727,3316,1
116775,1919.01904,0.53202,0.30478,1918.64111,0.37793,3317,1
116816,1919.69287,0.53881,0.39018,1919.33154,0.36133,3318,1
116866,1920.51416,0.51597,0.30571,1919.70947,0.80469,3319,1
116886,1920.84229,0.61847,0.32874,1920.57959,0.2627,3320,1
116908,1921.20361,0.5024,0.33412,1920.85889,0.34473,3321,1
116930,1921.56494,0.47325,0.30832,1921.22021,0.34473,3322,1
116968,1922.18994,0.43193,0.28698,1921.58154,0.6084,3323,1
117009,1922.86377,0.41679,0.30015,1922.20654,0.65723,3324,1
117029,1923.19189,0.47477,0.34495,1922.87939,0.3125,3325,1
117059,1923.68506,0.62109,0.3545,1923.25732,0.42773,3326,1
117078,1923.99658,0.56272,0.30925,1923.70068,0.2959,3327,1
117110,1924.52197,0.47752,0.35513,1924.01318,0.50879,3328,1
117196,1925.93506,0.45448,0.37572,1924.88428,1.05078,3329,1
117257,1926.93701,0.40863,0.95826,1926.78955,0.14746,3330,1
117287,1927.43018,0.53593,0.55518,1927.20068,0.22949,3331,1
117311,1927.82471,0.50243,0.39987,1927.49561,0.3291,3332,1
117395,1929.20459,0.49117,0.3927,1928.77783,0.42676,3333,1
117403,1929.33643,0.50095,0.31874,1929.22119,0.11523,3334,1
117438,1929.91064,0.51899,0.2983,1929.45068,0.45996,3335,1
117461,1930.28857,0.47198,0.32468,1929.92725,0.36133,3336,1
117539,1931.56982,0.44296,0.32694,1930.30518,1.26465,3337,1
117555,1931.8335,0.56566,0.36035,1931.58643,0.24707,3338,1
117575,1932.16162,0.65937,0.31899,1931.84912,0.3125,3339,1
117610,1932.73682,0.69559,0.33083,1932.17822,0.55859,3340,1
117652,1933.42627,0.70878,0.30142,1932.75342,0.67285,3341,1
117680,1933.88623,0.47427,0.37682,1933.49268,0.39355,3342,1
117702,1934.24854,0.48655,0.39981,1933.90283,0.3457,3343,1
117729,1934.69189,0.56585,0.39384,1934.26416,0.42773,3344,1
117766,1935.29932,0.48144,0.36777,1934.7085,0.59082,3345,1
117834,1936.4165,0.45773,0.30919,1935.85791,0.55859,3346,1
117847,1936.63037,0.44072,0.34408,1936.43311,0.19727,3347,1
117946,1938.25635,0.43914,0.32437,1937.09033,1.16602,3348,1
117955,1938.40479,0.48736,0.44507,1938.27295,0.13184,3349,1
118000,1939.14404,0.47481,1.9089,1938.86475,0.2793,3350,1
118018,1939.43896,0.46529,1.77313,1939.15967,0.2793,3351,1
118139,1941.42725,0.4933,0.35449,1939.75146,1.67578,3352,1
118160,1941.77197,0.55523,0.36223,1941.44385,0.32813,3353,1
118185,1942.18311,0.53503,0.34677,1941.78857,0.39453,3354,1
118308,1944.20361,0.472,0.49885,1942.24854,1.95508,3355,1
118331,1944.58154,0.48737,0.48786,1944.22021,0.36133,3356,1
118351,1944.90967,0.52714,0.36365,1944.59814,0.31152,3357,1
118397,1945.66553,0.53598,0.25448,1944.92627,0.73926,3358,1
118415,1945.96143,0.49926,0.411,1945.68213,0.2793,3359,1
118446,1946.47119,0.53246,0.25291,1946.22412,0.24707,3360,1
118477,1946.97998,0.51459,0.35508,1946.78271,0.19727,3361,1
118523,1947.73584,0.47654,0.35659,1947.24268,0.49316,3362,1
118569,1948.4917,0.42255,0.30934,1948.04834,0.44336,3363,1
118588,1948.80322,0.4359,0.36884,1948.50732,0.2959,3364,1
118600,1949.00049,0.49388,0.46946,1948.81982,0.18066,3365,1
118656,1949.92041,0.51971,0.40122,1949.26318,0.65723,3366,1
118689,1950.4624,0.52023,0.26878,1949.93701,0.52539,3367,1
118740,1951.30029,0.495,0.22603,1950.479,0.82129,3368,1
118770,1951.79346,0.51487,0.39119,1951.3667,0.42676,3369,1
118793,1952.17139,0.31222,0.72312,1951.90869,0.2627,3370,1
118829,1952.76221,0.49416,0.34648,1952.23682,0.52539,3371,1
118883,1953.6499,0.61464,0.38643,1952.77881,0.87109,3372,1
118912,1954.12646,0.63239,0.35875,1953.6665,0.45996,3373,1
118930,1954.42236,0.67066,0.40744,1954.14307,0.2793,3374,1
118952,1954.78369,0.6389,0.40543,1954.43896,0.34473,3375,1
118976,1955.17725,0.58145,0.38748,1954.79932,0.37793,3376,1
118992,1955.44092,0.62572,0.3917,1955.19385,0.24707,3377,1
119013,1955.78564,0.67189,0.36405,1955.45654,0.3291,3378,1
119031,1956.08154,0.61038,0.38861,1955.80225,0.2793,3379,1
119103,1957.26416,0.48741,0.52015,1956.93604,0.32813,3380,1
119116,1957.47803,0.37624,0.68173,1957.28076,0.19727,3381,1
119130,1957.70752,0.38791,0.61557,1957.49365,0.21387,3382,1
119171,1958.38135,0.47421,0.34959,1957.77295,0.6084,3383,1
119179,1958.51221,0.46316,0.34122,1958.39795,0.11426,3384,1
119227,1959.30127,0.48316,0.43341,1958.72607,0.5752,3385,1
119252,1959.7124,0.45243,0.62293,1959.51514,0.19727,3386,1
119269,1959.99072,0.50873,0.81734,1959.77783,0.21289,3387,1
119283,1960.22119,0.41286,0.85374,1960.00732,0.21387,3388,1
119306,1960.59912,0.30795,0.85954,1960.23779,0.36133,3389,1
119322,1960.86182,-0.16797,0.70154,1960.66455,0.19727,3390,1
119360,1961.48584,-0.10447,0.65536,1960.97705,0.50879,3391,1
119380,1961.81494,0.50715,0.39212,1961.60107,0.21387,3392,1
119509,1963.93408,0.47684,0.3696,1961.83154,2.10254,3393,1
119578,1965.06787,0.48534,0.40657,1963.95068,1.11719,3394,1
119660,1966.41455,0.5326,0.33984,1965.0835,1.33105,3395,1
119704,1967.13721,0.49255,0.51134,1966.47998,0.65723,3396,1
119743,1967.77783,0.50046,0.51688,1967.54834,0.22949,3397,1
119774,1968.2876,0.54339,0.4383,1967.9917,0.2959,3398,1
119789,1968.53369,0.49654,0.4169,1968.3042,0.22949,3399,1
119817,1968.99365,0.4433,0.537,1968.79639,0.19727,3400,1
119833,1969.25635,0.44984,0.69346,1969.05908,0.19727,3401,1
119855,1969.61768,0.54636,0.48932,1969.32275,0.29492,3402,1
119897,1970.30908,0.50859,0.43542,1970.07764,0.23145,3403,1
119922,1970.71924,0.50479,0.41496,1970.32471,0.39453,3404,1
119965,1971.42529,0.47983,0.37036,1970.73486,0.69043,3405,1
119998,1971.96729,0.43464,0.35515,1971.44189,0.52539,3406,1
120047,1972.77197,0.48892,0.33567,1972.22998,0.54199,3407,1
120110,1973.80713,0.49072,0.34915,1972.78857,1.01855,3408,1
120175,1974.87549,0.51108,0.31662,1973.82373,1.05176,3409,1
120206,1975.38428,0.61638,0.32829,1974.94092,0.44336,3410,1
120262,1976.30518,0.55093,0.28905,1975.40088,0.9043,3411,1
120283,1976.64893,0.54474,0.27588,1976.3208,0.32813,3412,1
120289,1976.74756,0.53763,0.30906,1976.66553,0.08203,3413,1
120327,1977.37256,0.52221,0.24011,1976.96143,0.41113,3414,1
120385,1978.32471,0.48543,0.34578,1977.43799,0.88672,3415,1
120430,1979.06396,0.50329,0.3185,1978.34131,0.72266,3416,1
120455,1979.4751,0.51364,0.32886,1979.08057,0.39453,3417,1
120485,1979.96826,0.53163,0.31491,1979.4917,0.47656,3418,1
120528,1980.67432,0.52702,0.33757,1979.98486,0.68945,3419,1
120584,1981.59424,0.4821,0.39867,1980.69092,0.90332,3420,1
120612,1982.0542,0.4923,0.40099,1981.61084,0.44336,3421,1
120742,1984.18994,0.39656,0.43194,1982.0708,2.11914,3422,1
120758,1984.45264,0.50289,1.71187,1984.30518,0.14746,3423,1
120791,1984.99463,0.41075,0.43092,1984.51807,0.47656,3424,1
120813,1985.35596,0.44984,0.34334,1985.01123,0.34473,3425,1
120832,1985.66846,0.55859,0.23521,1985.42236,0.24609,3426,1
120890,1986.62158,0.55307,0.36075,1986.17822,0.44336,3427,1
120946,1987.5415,0.49372,0.3346,1986.88428,0.65723,3428,1
120985,1988.18213,0.43163,0.3867,1987.55811,0.62402,3429,1
121015,1988.67529,0.34228,0.87335,1988.24756,0.42773,3430,1
121052,1989.28271,0.50709,0.34867,1988.93799,0.34473,3431,1
121091,1989.92334,0.527,0.97057,1989.59521,0.32813,3432,1
121124,1990.46533,0.51686,0.90642,1989.93994,0.52539,3433,1
121137,1990.6792,0.4841,0.75312,1990.48193,0.19727,3434,1
121197,1991.66455,0.47852,0.35147,1990.74463,0.91992,3435,1
121233,1992.25635,0.48719,0.34447,1991.68115,0.5752,3436,1
121249,1992.51904,0.45418,0.24691,1992.27295,0.24609,3437,1
121268,1992.83154,0.36362,0.22001,1992.53564,0.2959,3438,1
121312,1993.5542,0.29968,0.149,1992.84814,0.70605,3439,1
121326,1993.78369,0.38182,0.2518,1993.5708,0.21289,3440,1
121347,1994.12939,0.49111,0.32879,1993.8501,0.2793,3441,1
121424,1995.39404,0.50172,0.32883,1994.14502,1.24902,3442,1
121444,1995.72314,0.49508,0.44957,1995.55811,0.16504,3443,1
121474,1996.21533,0.47476,0.28348,1995.93604,0.2793,3444,1
121501,1996.65869,0.45565,0.31392,1996.23193,0.42676,3445,1
121517,1996.92236,0.56159,0.2864,1996.67529,0.24707,3446,1
121536,1997.23389,0.60814,0.26869,1996.93896,0.29492,3447,1
121569,1997.77588,0.63248,0.25091,1997.25049,0.52539,3448,1
121612,1998.48291,0.58233,0.26244,1997.79248,0.69043,3449,1
121658,1999.23877,0.56352,0.26153,1998.49951,0.73926,3450,1
121689,1999.74756,0.55646,0.29302,1999.25439,0.49316,3451,1
121731,2000.43799,0.5706,0.26083,1999.76416,0.67383,3452,1
121754,2000.81592,0.55504,0.29002,2000.45361,0.3623,3453,1
121780,2001.24268,0.52044,0.28871,2000.83154,0.41113,3454,1
121804,2001.63721,0.5353,0.20297,2001.25928,0.37793,3455,1
