CNT,TIME,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV
0,0,0.67884,2.80517,0,0,1,0
15,0.24609,0.64689,2.80151,0.04883,0.19727,2,1
43,0.70557,0.39588,0.61359,0.50879,0.19678,3,1
56,0.91943,0.31058,0.66757,0.72217,0.19727,4,1
85,1.396,0.39331,1.71702,0.98535,0.41064,5,1
134,2.20068,0.46892,1.64733,1.4126,0.78809,6,1
182,2.98975,0.47502,2.43779,2.80908,0.18066,7,1
202,3.31787,0.3904,2.24508,3.05518,0.2627,8,1
218,3.58057,0.37105,2.3332,3.33643,0.24414,9,1
264,4.33643,0.51596,2.60502,3.6958,0.64063,10,1
276,4.53369,0.30976,2.3237,4.40234,0.13135,11,1
306,5.02686,0.3761,0.72201,4.79688,0.22998,12,1
328,5.38818,0.15205,1.16266,5.09229,0.2959,13,1
351,5.76563,0.27551,0.91252,5.45361,0.31201,14,1
365,5.99561,0.24074,1.01828,5.78223,0.21338,15,1
406,6.66943,0.23236,1.05697,6.01221,0.65723,16,1
447,7.34277,0.16025,1.07272,6.68604,0.65674,17,1
472,7.89941,0.36909,0.34993,7.46045,0.43896,18,1
494,8.39111,0.15159,0.95412,7.95068,0.44043,19,1
514,8.7085,0.0612,0.2796,8.57373,0.13477,20,1
529,8.93652,0.03229,0.38557,8.70996,0.22656,21,1
556,9.37988,0.01553,0.76599,9.00195,0.37793,22,1
587,9.896,-0.50016,1.06841,9.4458,0.4502,23,1
603,10.15186,-0.06569,1.11125,9.95508,0.19678,24,1
624,10.50293,0.28999,1.01789,10.271,0.23193,25,1
636,10.69434,0.21383,0.80659,10.51318,0.18115,26,1
656,11.08838,0.09127,0.26371,10.80908,0.2793,27,1
688,11.61426,0.78729,0.68272,11.20361,0.41064,28,1
705,11.89355,0.59424,0.38204,11.67969,0.21387,29,1
722,12.17285,0.49205,0.34412,11.90967,0.26318,30,1
742,12.50146,0.45294,0.32877,12.18945,0.31201,31,1
761,12.81348,0.39669,0.83922,12.56689,0.24658,32,1
776,13.05957,0.44616,0.8868,12.82959,0.22998,33,1
795,13.37207,0.52889,0.9178,13.07617,0.2959,34,1
823,13.83203,0.38025,0.67498,13.63477,0.19727,35,1
842,14.14404,0.5533,0.54069,13.89746,0.24658,36,1
857,14.39063,0.56153,0.57686,14.16064,0.22998,37,1
880,14.76855,0.38544,0.82558,14.45605,0.3125,38,1
896,15.03125,0.27546,0.85718,14.78467,0.24658,39,1
918,15.39258,0.16652,0.96098,15.09717,0.29541,40,1
929,15.57373,0.20729,1.02622,15.40918,0.16455,41,1
955,16.00049,0.50944,0.7535,15.78711,0.21338,42,1
972,16.27979,0.57738,0.35149,16.06592,0.21387,43,1
990,16.57568,0.61103,0.24961,16.2959,0.27979,44,1
1019,17.05176,0.48774,0.26664,16.59229,0.45947,45,1
1052,17.59521,0.29289,0.23482,17.11768,0.47754,46,1
1077,18.00488,0.55847,0.28899,17.80762,0.19727,47,1
1098,18.34961,0.4377,0.25506,18.021,0.32861,48,1
1115,18.62891,0.38414,0.19764,18.36621,0.2627,49,1
1148,19.17139,0.57087,0.29268,18.94092,0.23047,50,1
1161,19.38477,0.53264,0.40898,19.1875,0.19727,51,1
1184,19.7627,0.55941,0.89346,19.4502,0.3125,52,1
1212,20.22266,0.4683,0.26789,19.82813,0.39453,53,1
1237,20.6333,0.45356,0.21845,20.23926,0.39404,54,1
1274,21.24121,0.43359,0.14476,20.6499,0.59131,55,1
1307,21.7832,0.42496,0.17275,21.50391,0.2793,56,1
1326,22.09521,0.43466,0.29249,21.84863,0.24658,57,1
1342,22.3584,0.35584,0.21619,22.11182,0.24658,58,1
1367,22.76904,0.28775,0.2651,22.37451,0.39453,59,1
1403,23.36035,0.36553,0.28183,23.08105,0.2793,60,1
1440,23.96826,0.43127,0.2929,23.37646,0.5918,61,1
1485,24.70752,0.27842,0.22978,24.03418,0.67334,62,1
1501,24.97021,0.39769,0.09551,24.77295,0.19727,63,1
1525,25.36475,0.66046,0.12422,25.03613,0.32861,64,1
1541,25.62744,0.53603,0.10805,25.38086,0.24658,65,1
1574,26.16943,0.39696,0.18373,25.93945,0.22998,66,1
1597,26.54736,0.26722,0.17588,26.18604,0.36133,67,1
1615,26.84326,0.24538,0.93683,26.61328,0.22998,68,1
1643,27.30322,0.14775,0.96461,26.85938,0.44385,69,1
1652,27.45068,0.23105,0.99348,27.31982,0.13086,70,1
1687,28.02588,0.27546,0.64104,27.71387,0.31201,71,1
1700,28.23975,0.17264,0.78653,28.04248,0.19727,72,1
1716,28.50244,0.16149,0.82647,28.25586,0.24658,73,1
1729,28.71582,0.39312,0.84156,28.51904,0.19678,74,1
1767,29.34033,0.79954,0.85344,29.12646,0.21387,75,1
1798,29.84961,0.46656,0.85567,29.55371,0.2959,76,1
1813,30.09619,0.4333,0.88322,29.86621,0.22998,77,1
1828,30.34229,0.31197,0.87639,30.1123,0.22998,78,1
1871,31.04883,0.2823,0.84276,30.60498,0.44385,79,1
1893,31.41016,0.14799,0.89929,31.11426,0.2959,80,1
1912,31.72266,0.40865,0.92374,31.47607,0.24658,81,1
1938,32.14941,0.68274,0.64257,31.93604,0.21338,82,1
1956,32.44531,1.04901,0.42227,32.21533,0.22998,83,1
1972,32.70801,1.05738,0.51112,32.46143,0.24658,84,1
1981,32.85596,0.53115,0.9717,32.77393,0.08203,85,1
2022,33.5293,0.43362,0.93465,32.9707,0.55859,86,1
2044,33.89063,0.39103,0.95343,33.5459,0.34473,87,1
2089,34.63037,0.34368,0.88511,34.25195,0.37842,88,1
2106,34.90918,0.29066,0.88917,34.64648,0.2627,89,1
2128,35.27051,0.48078,0.8967,34.97559,0.29492,90,1
2191,36.30566,0.40178,0.96523,35.28711,1.01855,91,1
2264,37.50537,0.39429,0.84839,36.32227,1.18311,92,1
2309,38.24414,0.40662,0.84132,37.81738,0.42676,93,1
2334,38.65479,0.50692,0.87978,38.26074,0.39404,94,1
2365,39.16406,0.36067,0.90247,38.7207,0.44336,95,1
2383,39.45996,0.33348,0.97137,39.18066,0.2793,96,1
2410,39.90381,0.36046,0.98728,39.62451,0.2793,97,1
2452,40.59375,0.30096,0.91394,40.21582,0.37793,98,1
2468,40.85645,0.18908,0.88088,40.60986,0.24658,99,1
2482,41.08643,0.23113,0.89757,40.87305,0.21338,100,1
2524,41.77637,0.42586,0.89406,41.49707,0.2793,101,1
2545,42.12158,0.33587,0.87191,41.79297,0.32861,102,1
2611,43.20557,0.35778,1.24807,42.92627,0.2793,103,1
2653,43.896,0.29178,1.29008,43.22217,0.67383,104,1
2678,44.30615,0.29511,1.29996,43.91211,0.39404,105,1
2694,44.56934,0.29194,1.28763,44.32275,0.24658,106,1
2710,44.83203,0.42373,0.77157,44.63525,0.19678,107,1
2738,45.29199,0.52323,0.36195,44.89795,0.39404,108,1
2770,45.81787,0.43476,0.25452,45.604,0.21387,109,1
2783,46.03125,0.37363,0.33628,45.83447,0.19678,110,1
2799,46.29443,0.19878,0.62885,46.09717,0.19727,111,1
2826,46.73779,0.26879,0.16805,46.35986,0.37793,112,1
2836,46.90186,0.26528,0.17949,46.75439,0.14746,113,1
2864,47.36182,0.26281,0.22969,47.11572,0.24609,114,1
2882,47.65771,0.25575,0.17404,47.37842,0.2793,115,1
2929,48.43018,0.25325,0.23772,47.67432,0.75586,116,1
2956,48.87354,0.16157,0.84487,48.49561,0.37793,117,1
2969,49.08691,0.34126,0.65714,48.88965,0.19727,118,1
2993,49.48145,0.50533,0.46498,49.15283,0.32861,119,1
3010,49.76074,0.49758,0.40484,49.49805,0.2627,120,1
3024,49.99072,0.41362,0.2722,49.77686,0.21387,121,1
3041,50.27002,0.42119,0.29538,50.00684,0.26318,122,1
3049,50.40186,0.33915,0.47968,50.28613,0.11572,123,1
3082,50.94336,0.1176,0.97733,50.4668,0.47656,124,1
3133,51.78125,0.41771,0.52566,51.45264,0.32861,125,1
3151,52.07715,0.41058,0.52837,51.89648,0.18066,126,1
3188,52.68457,0.41299,2.19412,52.53711,0.14746,127,1
3219,53.19385,0.24358,2.35871,52.89844,0.29541,128,1
3236,53.47314,0.23882,2.41127,53.21045,0.2627,129,1
3267,53.98242,0.44197,1.63664,53.78564,0.19678,130,1
3291,54.37695,0.47958,1.94721,54.04834,0.32861,131,1
3306,54.62305,0.44767,1.97963,54.39355,0.22949,132,1
3324,54.91895,0.39759,2.35725,54.68896,0.22998,133,1
3343,55.23096,0.42965,2.41798,54.93555,0.29541,134,1
3352,55.37891,0.72996,2.62538,55.29688,0.08203,135,1
3384,55.90479,0.47276,2.29373,55.59277,0.31201,136,1
3405,56.25,0.50123,2.0458,55.9707,0.2793,137,1
3441,56.84131,0.46191,1.91624,56.31543,0.52588,138,1
3490,57.646,0.46038,1.92069,56.85742,0.78857,139,1
3509,57.95801,0.46669,1.93459,57.6626,0.29541,140,1
3535,58.38525,0.48568,2.38329,58.02393,0.36133,141,1
3548,58.59912,0.59667,2.55242,58.40186,0.19727,142,1
3566,58.89453,0.63298,2.69986,58.66455,0.22998,143,1
3586,59.22412,0.49962,2.60584,59.1084,0.11572,144,1
3601,59.46973,0.44958,2.2713,59.3877,0.08203,145,1
3626,59.88037,0.43985,1.98236,59.53516,0.34521,146,1
3689,60.91553,0.43799,1.94157,60.19238,0.72314,147,1
3697,61.04688,0.3737,1.91471,60.93164,0.11523,148,1
3828,63.19873,0.40525,1.93528,62.93604,0.2627,149,1
3848,63.5293,0.46714,0.59129,63.31396,0.21533,150,1
3885,64.13525,0.48241,0.41812,63.54395,0.59131,151,1
3948,65.17041,0.43548,0.29342,64.20117,0.96924,152,1
4039,66.66553,0.43657,0.31293,65.18652,1.479,153,1
4071,67.19189,0.54656,0.34167,66.73096,0.46094,154,1
4094,67.56934,0.45638,0.27901,67.20752,0.36182,155,1
4118,67.96289,0.31209,0.36301,67.63525,0.32764,156,1
4144,68.39014,0.33453,0.40391,67.97949,0.41064,157,1
4163,68.70215,0.57726,0.43537,68.45605,0.24609,158,1
4200,69.31006,0.42682,0.2687,69.01465,0.29541,159,1
4244,70.0332,0.40787,0.22624,69.32666,0.70654,160,1
4258,70.26318,0.45394,2.32161,70.14795,0.11523,161,1
4273,70.50928,0.43107,2.23191,70.2793,0.22998,162,1
4297,70.90381,0.40648,0.48458,70.5752,0.32861,163,1
4316,71.21582,0.43417,1.77474,70.96924,0.24658,164,1
4354,71.84033,0.4878,0.51883,71.28174,0.55859,165,1
4422,72.95752,0.47051,0.38008,71.90576,1.05176,166,1
4451,73.43359,0.50291,0.40403,72.97363,0.45996,167,1
4476,73.84424,0.46654,0.41984,73.4502,0.39404,168,1
4518,74.53467,0.52186,0.45648,73.86084,0.67383,169,1
4542,74.92871,0.48542,0.48694,74.55127,0.37744,170,1
4574,75.45459,0.54297,2.53368,75.04346,0.41113,171,1
4606,75.97998,0.50945,0.50232,75.56934,0.41064,172,1
4629,76.35791,0.51137,0.4403,75.99658,0.36133,173,1
4658,76.83447,0.50752,0.47707,76.37451,0.45996,174,1
4692,77.39307,0.47933,0.3924,77.04785,0.34521,175,1
4742,78.21436,0.47015,0.35491,77.40918,0.80518,176,1
4758,78.47705,0.46942,0.38736,78.23096,0.24609,177,1
4780,78.83838,0.50471,0.28743,78.49365,0.34473,178,1
4813,79.38135,0.57244,0.15712,78.9043,0.47705,179,1
4882,80.51416,0.48692,0.14988,79.39746,1.1167,180,1
4907,80.9248,0.3111,0.28071,80.58008,0.34473,181,1
4929,81.28613,0.28794,0.2842,80.94141,0.34473,182,1
4953,81.68066,0.57541,0.25626,81.35205,0.32861,183,1
4964,81.86133,0.49017,0.30679,81.69727,0.16406,184,1
4987,82.23926,-1.20545,-1.20961,82.17383,0.06543,185,1
5055,83.35645,0.51357,0.3529,83.04443,0.31201,186,1
5079,83.75049,0.48627,0.25747,83.37305,0.37744,187,1
5100,84.0957,0.49638,0.28716,83.76709,0.32861,188,1
5147,84.86768,0.62731,0.49962,84.16162,0.70605,189,1
5165,85.16357,0.59253,0.46007,84.88428,0.2793,190,1
5189,85.55811,0.44288,0.3676,85.229,0.3291,191,1
5217,86.01807,0.46875,0.09034,85.62354,0.39453,192,1
5256,86.65869,0.55683,0.05342,86.03418,0.62451,193,1
5290,87.21729,0.39211,0.07506,86.72412,0.49316,194,1
5320,87.70996,0.43655,0.11433,87.23389,0.47607,195,1
5339,88.02197,0.446,0.12914,87.72656,0.29541,196,1
5376,88.62988,0.34766,0.21382,88.0874,0.54248,197,1
5393,88.90918,0.3767,0.32718,88.64648,0.2627,198,1
5417,89.30322,0.39044,0.35908,88.92578,0.37744,199,1
5454,89.91113,0.31517,0.33593,89.31982,0.59131,200,1
5487,90.45313,0.49271,0.4585,89.97705,0.47607,201,1
5533,91.20898,0.69049,0.41639,90.66699,0.54199,202,1
5552,91.521,0.70284,0.41028,91.22559,0.29541,203,1
5563,91.70215,0.67909,0.54719,91.5376,0.16455,204,1
5628,92.76953,0.5826,0.44228,91.91602,0.85352,205,1
5645,93.04883,0.34793,0.16777,92.83545,0.21338,206,1
5676,93.55859,0.60255,0.49861,93.2627,0.2959,207,1
5683,93.67334,0.17403,2.44465,93.62402,0.04932,208,1
5700,93.95264,0.55244,0.59272,93.73926,0.21338,209,1
5708,94.08398,0.06195,2.48271,94.01855,0.06543,210,1
5738,94.57666,0.52145,0.31584,94.34717,0.22949,211,1
5756,94.87256,0.51771,0.43023,94.59326,0.2793,212,1
5781,95.2832,0.4832,1.97748,94.98779,0.29541,213,1
5803,95.64453,0.47621,1.82,95.34912,0.29541,214,1
5810,95.75977,0.44977,1.73199,95.66113,0.09863,215,1
5833,96.1377,0.60278,0.25489,95.87451,0.26318,216,1
5852,96.44971,0.59488,0.27443,96.15381,0.2959,217,1
5862,96.61377,0.59263,0.29214,96.46777,0.146,218,1
5891,97.09033,0.57877,0.45041,96.82764,0.2627,219,1
5910,97.40283,0.59676,0.87754,97.15625,0.24658,220,1
5928,97.69824,0.61247,0.2103,97.46826,0.22998,221,1
5942,97.92822,0.55601,-0.01066,97.76367,0.16455,222,1
5951,98.07617,0.59686,-0.00413,97.94482,0.13135,223,1
5980,98.55273,0.56345,-0.09551,98.33887,0.21387,224,1
6011,99.06152,0.53337,0.03357,98.91406,0.14746,225,1
6031,99.39014,0.4264,-0.08377,99.32471,0.06543,226,1
6095,100.44189,0.20279,0.74874,100.24463,0.19727,227,1
6138,101.14844,0.49342,-0.08692,100.95117,0.19727,228,1
6160,101.50977,0.47155,0.17627,101.21387,0.2959,229,1
6181,101.85449,0.3126,0.08541,101.5752,0.2793,230,1
6208,102.29834,0.43612,0.17796,102.06787,0.23047,231,1
6227,102.61035,0.38615,0.05654,102.36377,0.24658,232,1
6246,102.92236,0.56785,0.08388,102.67627,0.24609,233,1
6258,103.11963,0.26514,-0.04606,102.98828,0.13135,234,1
6281,103.49756,-0.07035,2.13664,103.38232,0.11523,235,1
6301,103.82617,-0.01969,2.13832,103.6123,0.21387,236,1
6364,104.86084,0.59417,0.35977,104.33545,0.52539,237,1
6387,105.23877,0.37784,0.14564,104.92676,0.31201,238,1
6405,105.53467,0.34556,0.16422,105.25537,0.2793,239,1
6461,106.45459,0.28796,0.20565,105.74805,0.70654,240,1
6486,106.86523,0.4974,0.28125,106.52002,0.34521,241,1
6527,107.53857,0.53731,0.23726,107.12793,0.41064,242,1
6539,107.73584,0.5445,0.2311,107.55518,0.18066,243,1
6564,108.14648,0.21657,0.84414,107.94922,0.19727,244,1
6595,108.65576,0.07708,0.92659,108.2124,0.44336,245,1
6613,108.95166,0.09413,0.92435,108.67236,0.2793,246,1
6646,109.49365,0.30285,2.0505,109.06641,0.42725,247,1
6683,110.10156,0.1879,0.78558,109.85498,0.24658,248,1
6702,110.41357,0.09047,0.95035,110.16748,0.24609,249,1
6725,110.7915,0.09034,0.95083,110.43018,0.36133,250,1
6793,111.90869,0.2199,1.05383,111.646,0.2627,251,1
6812,112.2207,0.10985,0.93891,111.97461,0.24609,252,1
6842,112.71387,0.45407,0.20646,112.48389,0.22998,253,1
6862,113.04248,0.37854,0.13133,112.73047,0.31201,254,1
6876,113.27246,0.38029,0.13752,113.05859,0.21387,255,1
6901,113.68311,0.49655,0.82178,113.33789,0.34521,256,1
6965,114.73438,0.08562,0.9186,113.89746,0.83691,257,1
7000,115.30957,0.4451,0.26906,114.99707,0.3125,258,1
7033,115.85156,0.33885,0.07306,115.375,0.47656,259,1
7060,116.29492,0.58682,0.28774,115.91748,0.37744,260,1
7078,116.59082,0.46384,0.16935,116.36084,0.22998,261,1
7127,117.396,0.46672,0.20556,116.8042,0.5918,262,1
7144,117.67529,0.55429,0.21464,117.41211,0.26318,263,1
7172,118.13525,0.46507,0.11354,117.88867,0.24658,264,1
7197,118.5459,-0.08718,2.21652,118.29932,0.24658,265,1
7225,119.00586,-0.03066,2.12229,118.56201,0.44385,266,1
7245,119.33447,-0.04262,1.97147,119.12061,0.21387,267,1
7283,119.9585,0.52518,2.03581,119.59717,0.36133,268,1
7306,120.33643,0.52892,0.47851,120.07373,0.2627,269,1
7328,120.69775,0.52128,0.2351,120.40234,0.29541,270,1
7345,120.97705,0.47769,0.29926,120.71484,0.26221,271,1
7376,121.48633,0.5399,0.40986,121.24023,0.24609,272,1
7385,121.63428,0.5173,0.46805,121.50293,0.13135,273,1
7416,122.14355,0.59506,0.47332,121.94629,0.19727,274,1
7443,122.58691,0.89635,1.07618,122.2583,0.32861,275,1
7482,123.22803,0.43963,0.44353,122.99805,0.22998,276,1
7505,123.60547,0.11651,0.87387,123.29346,0.31201,277,1
7518,123.82031,0.27694,0.66098,123.62207,0.19824,278,1
7535,124.09863,0.43372,0.39856,123.88477,0.21387,279,1
7553,124.39453,0.00816,1.31726,124.16406,0.23047,280,1
7560,124.50928,0.19819,1.22402,124.45996,0.04932,281,1
7598,125.1333,0.4344,0.7575,124.87061,0.2627,282,1
7633,125.7085,0.08886,0.97202,125.24854,0.45996,283,1
7700,126.80908,0.57295,1.14784,126.61182,0.19727,284,1
7768,127.92627,0.44046,2.00454,127.61426,0.31201,285,1
7802,128.48486,0.50722,0.63798,127.99219,0.49268,286,1
7821,128.79688,0.46186,1.82968,128.55078,0.24609,287,1
7838,129.07617,0.43208,1.90092,128.81348,0.2627,288,1
7858,129.40479,0.49337,0.67756,129.14209,0.2627,289,1
7880,129.76611,0.54338,0.49596,129.4707,0.29541,290,1
7885,129.84814,0.53051,0.48594,129.78271,0.06543,291,1
7903,130.14404,0.45171,0.44298,130.06201,0.08203,292,1
7922,130.45605,0.46497,1.78269,130.20996,0.24609,293,1
7945,130.83398,0.43584,1.98431,130.52197,0.31201,294,1
7978,131.37598,0.46237,0.76378,131.09717,0.27881,295,1
8014,131.96777,0.47308,0.3714,131.44189,0.52588,296,1
8035,132.3125,0.36708,0.95628,132.03369,0.27881,297,1
8051,132.57568,0.30854,0.96474,132.3291,0.24658,298,1
8073,132.93701,0.15527,0.9499,132.64111,0.2959,299,1
8122,133.7417,0.16202,0.97199,132.95313,0.78857,300,1
8160,134.36621,0.47725,0.34892,134.15234,0.21387,301,1
8174,134.59717,0.46891,0.23528,134.38232,0.21484,302,1
8195,134.94092,0.52237,0.17161,134.61279,0.32813,303,1
8212,135.22021,0.47833,0.19491,135.00684,0.21338,304,1
8232,135.54883,0.42313,0.18326,135.23682,0.31201,305,1
8258,135.97607,0.08831,0.88217,135.61475,0.36133,306,1
8281,136.354,0.50412,0.39255,136.09131,0.2627,307,1
8306,136.76465,0.48286,1.82014,136.41992,0.34473,308,1
8336,137.25781,0.52767,0.40339,136.87988,0.37793,309,1
8367,137.7666,0.53195,0.30665,137.27393,0.49268,310,1
8412,138.50586,0.52321,0.35413,137.7832,0.72266,311,1
8447,139.08105,0.52152,0.36508,138.52246,0.55859,312,1
8475,139.54102,0.52801,0.28688,139.09766,0.44336,313,1
8499,139.93555,0.44132,1.83739,139.65625,0.2793,314,1
8520,140.28027,0.54368,0.34947,140.00098,0.2793,315,1
8555,140.85547,0.52643,0.26148,140.29688,0.55859,316,1
8575,141.18359,0.56129,0.29864,140.87158,0.31201,317,1
8634,142.15332,0.6007,0.30983,141.2002,0.95313,318,1
8649,142.39941,0.48524,0.32188,142.16992,0.22949,319,1
8692,143.10596,0.45959,0.336,142.41602,0.68994,320,1
8711,143.41797,0.57686,2.34676,143.22119,0.19678,321,1
8744,143.96045,0.53527,0.31306,143.5332,0.42725,322,1
8756,144.15723,0.50364,0.47141,143.97705,0.18018,323,1
8779,144.53516,0.52013,0.07962,144.27246,0.2627,324,1
8797,144.83105,0.4414,0.14791,144.55176,0.2793,325,1
8828,145.34033,0.41569,0.16948,144.84766,0.49268,326,1
8839,145.521,0.44262,0.95728,145.45508,0.06592,327,1
8852,145.73486,0.41946,2.16868,145.63574,0.09912,328,1
8883,146.24414,0.42919,0.25258,145.84961,0.39453,329,1
8912,146.72021,0.42081,0.16816,146.26025,0.45996,330,1
8929,146.99951,0.41738,0.12891,146.73682,0.2627,331,1
8965,147.59082,0.44888,0.22984,147.01611,0.57471,332,1
9152,150.66309,0.47095,0.30245,147.60742,3.05566,333,1
9171,150.9751,0.59006,2.18827,150.77783,0.19727,334,1
9192,151.32031,0.48219,0.30046,151.04102,0.2793,335,1
9229,151.92773,0.48194,0.31589,151.33643,0.59131,336,1
9259,152.4209,0.48062,0.34946,151.94434,0.47656,337,1
9281,152.78223,0.61371,2.45205,152.53564,0.24658,338,1
9320,153.42334,0.4823,0.40922,152.89746,0.52588,339,1
9366,154.17871,0.49535,0.31928,153.68555,0.49316,340,1
9425,155.14795,0.49305,0.29074,154.19531,0.95264,341,1
9481,156.06787,0.50079,0.23438,155.16455,0.90332,342,1
9525,156.79053,0.51456,0.171,156.08447,0.70605,343,1
9563,157.41504,0.48295,0.44534,156.85645,0.55859,344,1
9588,157.82568,0.48141,0.34575,157.43164,0.39404,345,1
9601,158.03955,0.51741,0.50445,157.84229,0.19727,346,1
9620,158.35156,0.61962,2.31424,158.1543,0.19727,347,1
9654,158.91016,0.52248,0.39969,158.46631,0.44385,348,1
9690,159.50146,0.50829,0.36767,159.17285,0.32861,349,1
9705,159.74805,0.52741,0.29275,159.51807,0.22998,350,1
9724,160.06006,0.65462,0.43849,159.81348,0.24658,351,1
9744,160.38867,0.42613,0.95212,160.12598,0.2627,352,1
9751,160.50342,0.41752,0.96314,160.40479,0.09863,353,1
9782,161.0127,0.50646,0.67433,160.81592,0.19678,354,1
9815,161.55518,0.49293,0.37819,161.07861,0.47656,355,1
9839,161.94922,0.47701,0.28175,161.57129,0.37793,356,1
9869,162.44189,0.51535,0.90826,162.21191,0.22998,357,1
9906,163.0498,0.52729,0.84525,162.4585,0.59131,358,1
9927,163.39502,0.50964,0.29282,163.11572,0.2793,359,1
9948,163.73975,0.44481,0.29504,163.41162,0.32813,360,1
9980,164.26563,0.24591,0.95032,164.05225,0.21338,361,1
9995,164.51221,0.18129,1.05517,164.28223,0.22998,362,1
10034,165.15283,0.53433,0.96411,164.87354,0.2793,363,1
10052,165.44873,0.53233,0.90748,165.16943,0.2793,364,1
10065,165.66211,0.55583,0.66588,165.46533,0.19678,365,1
10083,165.95801,0.52833,0.60219,165.72803,0.22998,366,1
10101,166.25342,0.45312,0.52587,166.17139,0.08203,367,1
10121,166.58252,0.41955,1.00177,166.31934,0.26318,368,1
10142,166.92725,0.46304,0.9791,166.59863,0.32861,369,1
10160,167.22266,0.51791,0.94304,166.94336,0.2793,370,1
10190,167.71582,0.59042,0.96763,167.23926,0.47656,371,1
10230,168.37256,0.496,0.88703,168.12646,0.24609,372,1
10240,168.53711,0.45216,1.02047,168.38916,0.14795,373,1
10262,168.89844,0.48841,0.78747,168.75049,0.14795,374,1
10283,169.24316,0.49283,0.34979,168.96436,0.27881,375,1
10302,169.55566,0.45623,0.23577,169.25977,0.2959,376,1
10320,169.85156,0.46586,0.11885,169.62158,0.22998,377,1
10352,170.37695,0.39232,0.50919,170.11426,0.2627,378,1
10374,170.73828,0.2753,0.89142,170.44287,0.29541,379,1
10396,171.1001,0.06317,0.94124,170.8042,0.2959,380,1
10449,171.9707,0.4654,0.40501,171.56006,0.41064,381,1
10466,172.24951,0.47139,0.45092,171.98682,0.2627,382,1
10487,172.59473,0.24958,0.56834,172.46338,0.13135,383,1
10556,173.72852,0.38883,0.92417,173.49854,0.22998,384,1
10576,174.05713,0.49845,0.85167,173.74463,0.3125,385,1
10586,174.22119,0.38136,0.4912,174.12256,0.09863,386,1
10604,174.51758,0.44203,2.40649,174.43457,0.08301,387,1
10614,174.68115,0.51426,1.72628,174.63184,0.04932,388,1
10717,176.37402,0.42361,0.45138,176.17627,0.19775,389,1
10817,178.01611,0.58813,0.86725,177.52393,0.49219,390,1
10846,178.49268,0.61991,0.89964,178.18066,0.31201,391,1
10878,179.01807,0.52695,0.59595,178.80469,0.21338,392,1
10902,179.4126,0.54286,0.52512,179.03467,0.37793,393,1
10924,179.77393,0.59594,0.4652,179.4292,0.34473,394,1
10936,179.97119,0.60365,0.53739,179.79053,0.18066,395,1
10972,180.5625,0.57511,0.47553,180.18457,0.37793,396,1
11002,181.05518,0.51184,0.33886,180.77588,0.2793,397,1
11029,181.49902,0.44967,0.31439,181.07178,0.42725,398,1
11049,181.82764,0.56899,0.32832,181.56445,0.26318,399,1
11069,182.15625,0.47473,0.80569,181.89307,0.26318,400,1
11098,182.63232,0.53127,0.92946,182.17236,0.45996,401,1
11137,183.27344,0.49432,0.38976,182.99414,0.2793,402,1
11151,183.50293,0.40069,0.45873,183.28955,0.21338,403,1
11168,183.78223,0.33641,0.79774,183.56885,0.21338,404,1
11207,184.42334,0.20176,0.96104,184.04541,0.37793,405,1
11253,185.17871,0.52202,0.92729,184.48877,0.68994,406,1
11282,185.65527,0.528,0.91475,185.19531,0.45996,407,1
11297,185.90186,0.45554,0.91979,185.67188,0.22998,408,1
11312,186.14795,0.37282,1.01585,185.91797,0.22998,409,1
11343,186.65723,0.51829,1.18417,186.21387,0.44336,410,1
11356,186.87109,0.47604,0.49812,186.72314,0.14795,411,1
11387,187.38037,0.51015,0.30533,187.08447,0.2959,412,1
11405,187.67627,0.44278,0.31982,187.39648,0.27979,413,1
11437,188.20166,0.4761,0.36631,187.88965,0.31201,414,1
11452,188.44824,0.47018,0.4434,188.21826,0.22998,415,1
11477,188.85889,0.44098,0.45001,188.46436,0.39453,416,1
11524,189.63086,0.41502,0.43222,188.875,0.75586,417,1
11560,190.22266,0.44998,0.27452,189.69678,0.52588,418,1
11595,190.79736,0.47612,0.40759,190.43604,0.36133,419,1
11617,191.15869,0.26408,0.90331,190.86279,0.2959,420,1
11636,191.4707,0.16494,1.13223,191.22461,0.24609,421,1
11657,191.81592,0.4843,0.96412,191.53662,0.2793,422,1
11679,192.17725,0.5046,0.92398,191.83252,0.34473,423,1
11698,192.48926,0.28393,1.00454,192.24316,0.24609,424,1
11721,192.86719,0.70621,1.46097,192.75244,0.11475,425,1
11735,193.09717,0.91575,1.64862,192.93311,0.16406,426,1
11756,193.44238,0.8699,1.27955,193.36035,0.08203,427,1
11857,195.10156,-0.69447,1.4457,194.98682,0.11475,428,1
11921,196.15283,0.49213,1.95955,195.95557,0.19727,429,1
11939,196.44873,0.51714,0.61616,196.21875,0.22998,430,1
11992,197.31934,0.45432,2.00236,197.00732,0.31201,431,1
12022,197.8125,0.52053,0.53466,197.58203,0.23047,432,1
12089,198.91309,0.05386,0.39525,198.86328,0.0498,433,1
12114,199.32373,-0.05683,-0.20374,199.12646,0.19727,434,1
12127,199.5376,-0.18918,-0.21915,199.33984,0.19775,435,1
12155,199.99756,0.38036,2.14061,199.80029,0.19727,436,1
12178,200.375,0.32491,2.04056,200.01367,0.36133,437,1
