label	x	y	start	end	duration
saccade	10.127903148531914	52.485108375549316	1565625440160000.0	1565625440180000.0	20.0
fixation	8.981185171164965	50.57442886264701	1565625440190000.0	1565625440390000.0	200.0
saccade	8.923852443695068	49.79616403579712	1565625440450000.0	1565625440470000.0	20.0
fixation	8.548242949387607	49.55905316507114	1565625440480000.0	1565625440660000.0	180.0
saccade	35.864798724651344	15.72369933128357	1565625440790000.0	1565625440880000.0	90.0
fixation	35.63002031296492	16.678128531202677	1565625440890000.0	1565625441060000.0	170.0
saccade	5.771584436297418	42.53823310136796	1565625442260000.0	1565625443780000.0	1520.0
fixation	5.427894035043817	43.240536873539284	1565625443800000.0	1565625443920000.0	120.0
saccade	8.559469878673552	45.767083764076226	1565625443940000.0	1565625444020000.0	80.0
fixation	8.78236133318681	45.58640305812542	1565625444030000.0	1565625444160000.0	130.0
saccade	12.075143307447432	47.0646470785141	1565625444350000.0	1565625444420000.0	70.0
fixation	11.023016149799027	45.12524157762528	1565625444430000.0	1565625444580000.0	150.0
saccade	10.892682895064354	46.23924344778061	1565625444620000.0	1565625444690000.0	70.0
fixation	11.594322188334033	45.293206789276816	1565625444710000.0	1565625444820000.0	110.0
saccade	11.492429673671722	45.58192044496536	1565625444820000.0	1565625444870000.0	50.0
fixation	11.362143863852207	45.47257045140635	1565625444880000.0	1565625445020000.0	140.0
saccade	10.747655108571053	44.10591274499893	1565625445060000.0	1565625445080000.0	20.0
fixation	10.08710705030423	44.39272914941494	1565625445090000.0	1565625445230000.0	140.0
saccade	11.421656608581545	44.16114240884781	1565625445210000.0	1565625445250000.0	40.0
fixation	9.804493631236257	43.52412959560752	1565625445260000.0	1565625445430000.0	170.0
saccade	9.70776565372944	43.74773055315018	1565625445410000.0	1565625445420000.0	10.0
fixation	9.564687891138924	43.650992297463944	1565625445430000.0	1565625445620000.0	190.0
saccade	7.043668627738953	46.617215871810906	1565625445690000.0	1565625445730000.0	40.0
fixation	7.207604594852612	47.03784785840822	1565625445740000.0	1565625445980000.0	240.0
saccade	6.944052875041963	49.47233498096466	1565625445960000.0	1565625445980000.0	20.0
fixation	7.782274521887302	52.42970086634159	1565625445990000.0	1565625446200000.0	210.0
saccade	6.623191572725773	53.09380888938904	1565625446250000.0	1565625446280000.0	30.0
fixation	6.287138096310875	53.247060288082466	1565625446290000.0	1565625446530000.0	240.0
saccade	6.418426334857942	53.23134064674378	1565625446500000.0	1565625446520000.0	20.0
fixation	7.129280778268972	52.48911857604981	1565625446530000.0	1565625446680000.0	150.0
saccade	17.241530865430832	46.672323346138	1565625446680000.0	1565625446750000.0	70.0
fixation	22.346589375625964	42.69314408302307	1565625446760000.0	1565625446870000.0	110.0
saccade	22.31554612517357	24.424755573272705	1565625446990000.0	1565625447080000.0	90.0
fixation	23.242800288340625	16.07698281021679	1565625447090000.0	1565625447270000.0	180.0
saccade	23.567119985818863	13.732625544071198	1565625447260000.0	1565625447280000.0	20.0
fixation	24.16076585650444	10.501824462643038	1565625447290000.0	1565625447430000.0	140.0
saccade	25.88191032409668	12.569496035575867	1565625447540000.0	1565625447610000.0	70.0
fixation	25.726369412049003	12.79195506611596	1565625447630000.0	1565625447870000.0	240.0
saccade	22.73858487606049	16.786468029022213	1565625447890000.0	1565625447980000.0	90.0
fixation	23.394574404790482	17.561595655720804	1565625447990000.0	1565625448300000.0	310.0
saccade	36.366979777812965	12.713342159986494	1565625448570000.0	1565625448690000.0	120.0
fixation	37.52384638786315	12.00154860317707	1565625448700000.0	1565625448970000.0	270.0
saccade	37.640945613384254	12.21880167722702	1565625448990000.0	1565625449010000.0	20.0
fixation	37.51326122067192	12.538316371766006	1565625449020000.0	1565625449140000.0	120.0
saccade	26.38668566942215	16.568723320961002	1565625449110000.0	1565625449160000.0	50.0
fixation	24.610532247103176	17.421834228130482	1565625449170000.0	1565625449300000.0	130.0
saccade	24.80260506272316	17.973089963197708	1565625449280000.0	1565625449290000.0	10.0
fixation	24.849186092615128	18.12479021874341	1565625449300000.0	1565625449540000.0	240.0
saccade	24.75136443972588	17.71390438079834	1565625449720000.0	1565625449890000.0	170.0
fixation	24.55860783948618	17.900272699839928	1565625449900000.0	1565625450270000.0	370.0
saccade	55.129128694534295	13.61657977104187	1565625450680000.0	1565625450880000.0	200.0
fixation	52.20581536943262	14.520277489315381	1565625450890000.0	1565625451000000.0	110.0
saccade	52.165162563323975	14.547564089298248	1565625450980000.0	1565625450990000.0	10.0
fixation	52.18043492900001	14.65129628777504	1565625451000000.0	1565625451190000.0	190.0
saccade	53.956210613250725	16.334685683250427	1565625451270000.0	1565625451300000.0	30.0
fixation	54.05844016508623	16.526885872537438	1565625451310000.0	1565625451420000.0	110.0
saccade	58.44329595565796	40.41659832000733	1565625451670000.0	1565625451820000.0	150.0
fixation	58.41427445411682	40.39916761896827	1565625451830000.0	1565625451940000.0	110.0
saccade	66.94521009922029	37.326805293560035	1565625452200000.0	1565625452310000.0	110.0
fixation	68.05601596832275	37.77486801147461	1565625452320000.0	1565625452480000.0	160.0
saccade	26.50096416473389	14.610524475574492	1565625452900000.0	1565625453210000.0	310.0
fixation	27.760107408870354	11.61107908595692	1565625453220000.0	1565625453330000.0	110.0
saccade	36.909955739974976	11.184510961174963	1565625453370000.0	1565625453430000.0	60.0
fixation	37.226093610127776	11.56674787402153	1565625453440000.0	1565625453600000.0	160.0
saccade	26.873460412025448	10.983127728104591	1565625453640000.0	1565625453720000.0	80.0
fixation	26.93266827951778	10.686547580090435	1565625453730000.0	1565625453840000.0	110.0
saccade	23.230532556772232	40.667377412319176	1565625453900000.0	1565625454040000.0	140.0
fixation	23.084157622522774	36.87618060244454	1565625454050000.0	1565625454240000.0	190.0
saccade	27.060332894325253	37.23913729190826	1565625454250000.0	1565625454290000.0	40.0
fixation	27.286934355894733	37.05941379070282	1565625454300000.0	1565625454450000.0	150.0
saccade	24.29258897900581	65.68011343479156	1565625454700000.0	1565625454880000.0	180.0
fixation	25.140038169920444	64.76215168833733	1565625454890000.0	1565625455100000.0	210.0
saccade	52.72654891014099	66.33706986904143	1565625455130000.0	1565625455210000.0	80.0
fixation	52.3228797045621	66.38057123530993	1565625455220000.0	1565625455330000.0	110.0
saccade	55.7777464389801	64.50643539428711	1565625455350000.0	1565625455390000.0	40.0
fixation	55.63568539089627	64.65068939659331	1565625455400000.0	1565625455590000.0	190.0
saccade	55.506929755210884	65.06870985031128	1565625455560000.0	1565625455580000.0	20.0
fixation	55.68267464637756	64.94382822513579	1565625455590000.0	1565625455850000.0	260.0
saccade	54.06086444854736	68.18712055683136	1565625455840000.0	1565625455860000.0	20.0
fixation	53.66886492931482	67.98939190127633	1565625455880000.0	1565625456230000.0	350.0
saccade	53.91664505004883	67.83222258090973	1565625456210000.0	1565625456220000.0	10.0
fixation	53.748075122183025	68.02308532324705	1565625456230000.0	1565625456460000.0	230.0
saccade	53.80508899688721	68.19262206554413	1565625456460000.0	1565625456490000.0	30.0
fixation	53.73346209526062	68.28534429272014	1565625456500000.0	1565625456620000.0	120.0
saccade	53.60012650489807	67.68950521945953	1565625456640000.0	1565625456660000.0	20.0
fixation	53.63869589787942	68.25483949096115	1565625456670000.0	1565625457260000.0	590.0
saccade	53.591567277908325	68.87541711330414	1565625457320000.0	1565625457340000.0	20.0
fixation	53.6167323589325	68.52785083087716	1565625457350000.0	1565625457750000.0	400.0
saccade	55.67512512207031	64.39251303672789	1565625457740000.0	1565625457760000.0	20.0
fixation	55.79967515336143	64.41305748842379	1565625457770000.0	1565625458360000.0	590.0
saccade	67.40531921386719	63.17183375358582	1565625458380000.0	1565625458440000.0	60.0
fixation	66.88838787376879	63.27132806181908	1565625458450000.0	1565625458620000.0	170.0
saccade	69.06408965587616	63.90542685985565	1565625458610000.0	1565625458630000.0	20.0
fixation	68.96759656871238	63.91064139401041	1565625458640000.0	1565625459080000.0	440.0
saccade	59.01429951190949	62.49512135982514	1565625459150000.0	1565625459210000.0	60.0
fixation	58.20836598674457	63.60217779874802	1565625459220000.0	1565625459340000.0	120.0
saccade	44.998325407505035	10.313632339239119	1565625459970000.0	1565625460250000.0	280.0
fixation	45.22542754809061	11.054489968551529	1565625460260000.0	1565625460450000.0	190.0
saccade	48.841246962547295	10.49417108297348	1565625460690000.0	1565625460920000.0	230.0
fixation	49.85247701406479	10.342157259583473	1565625460930000.0	1565625461040000.0	110.0
saccade	56.071817874908454	65.86600840091704	1565625461190000.0	1565625461370000.0	180.0
fixation	55.883458386296816	64.99892978564553	1565625461380000.0	1565625461630000.0	250.0
saccade	56.76577389240265	64.80495929718018	1565625461620000.0	1565625461640000.0	20.0
fixation	58.782772855325184	64.5193032243035	1565625461650000.0	1565625461760000.0	110.0
saccade	58.51892828941345	64.4012063741684	1565625461780000.0	1565625461800000.0	20.0
fixation	58.957339416850694	64.05723257498308	1565625461820000.0	1565625461930000.0	110.0
saccade	67.6174134016037	64.01632428169249	1565625461990000.0	1565625462050000.0	60.0
fixation	67.78916028829721	63.84710440268885	1565625462060000.0	1565625462190000.0	130.0
saccade	68.15201342105864	63.70166540145874	1565625462170000.0	1565625462180000.0	10.0
fixation	67.81555766409093	63.31971206448296	1565625462190000.0	1565625462300000.0	110.0
saccade	67.70449578762053	63.369667530059814	1565625462280000.0	1565625462290000.0	10.0
fixation	67.73294309775035	63.71644218762715	1565625462300000.0	1565625462460000.0	160.0
saccade	67.74602234363556	63.3609801530838	1565625462440000.0	1565625462450000.0	10.0
fixation	67.75559700197643	63.66332901848687	1565625462460000.0	1565625462650000.0	190.0
saccade	67.37392544746399	63.70515823364258	1565625462630000.0	1565625462640000.0	10.0
fixation	67.49979789767947	64.34021698577064	1565625462650000.0	1565625462790000.0	140.0
saccade	57.588329911232	62.63766586780548	1565625462880000.0	1565625462950000.0	70.0
fixation	57.88521306081252	63.32956687970595	1565625462960000.0	1565625463070000.0	110.0
saccade	63.99071216583252	64.09013867378235	1565625463080000.0	1565625463140000.0	60.0
fixation	68.21363338015296	63.66848850792105	1565625463150000.0	1565625463380000.0	230.0
saccade	69.4068342447281	63.35760653018952	1565625463410000.0	1565625463450000.0	40.0
fixation	69.44816226050968	63.66334174360548	1565625463460000.0	1565625463680000.0	220.0
saccade	57.11227059364319	62.48617172241211	1565625463750000.0	1565625463800000.0	50.0
fixation	56.69745828794397	63.09132342753203	1565625463810000.0	1565625464060000.0	250.0
saccade	56.855857372283936	63.51715624332428	1565625464040000.0	1565625464050000.0	10.0
fixation	56.928465997471534	63.364914234946745	1565625464060000.0	1565625464240000.0	180.0
saccade	59.18227434158325	67.81259179115295	1565625464480000.0	1565625464970000.0	490.0
fixation	58.948591351509094	64.5577614957636	1565625464980000.0	1565625465090000.0	110.0
saccade	58.928841352462776	64.49211537837982	1565625465070000.0	1565625465080000.0	10.0
fixation	58.79985548947987	64.77174711854836	1565625465090000.0	1565625465290000.0	200.0
saccade	57.92207717895508	65.00034034252167	1565625465280000.0	1565625465300000.0	20.0
fixation	56.24330699443817	64.95228119194508	1565625465310000.0	1565625465750000.0	440.0
saccade	56.07745945453644	64.98708724975586	1565625465720000.0	1565625465730000.0	10.0
fixation	55.8875611599754	65.4117342303781	1565625465750000.0	1565625465920000.0	170.0
saccade	55.55155277252197	65.27587473392487	1565625465900000.0	1565625465910000.0	10.0
fixation	55.737449141109686	65.05123131415424	1565625465920000.0	1565625466100000.0	180.0
saccade	8.216490224003794	8.789235725998878	1565625466480000.0	1565625466780000.0	300.0
fixation	7.939149410678789	7.299936003983022	1565625466790000.0	1565625466920000.0	130.0
saccade	7.808290049433707	7.261891290545464	1565625466910000.0	1565625466930000.0	20.0
fixation	7.5757920190140045	7.618153371192792	1565625466940000.0	1565625467230000.0	290.0
saccade	8.208796381950378	7.434068620204925	1565625467210000.0	1565625467230000.0	20.0
fixation	9.618792356923224	7.446514442563058	1565625467240000.0	1565625467410000.0	170.0
saccade	68.78777146339418	68.50509643554689	1565625467700000.0	1565625467800000.0	100.0
fixation	68.27801832785973	67.73947385641245	1565625467810000.0	1565625467940000.0	130.0
saccade	61.86935305595398	62.90498971939087	1565625467920000.0	1565625467970000.0	50.0
fixation	59.26136357916726	62.26757516463597	1565625467980000.0	1565625468170000.0	190.0
saccade	59.5185399055481	62.57012784481049	1565625468140000.0	1565625468150000.0	10.0
fixation	59.53814834356308	62.96268180012703	1565625468170000.0	1565625468290000.0	120.0
saccade	59.36400592327118	63.24503421783447	1565625468270000.0	1565625468280000.0	10.0
fixation	59.048243761062615	63.42212208679744	1565625468290000.0	1565625468670000.0	380.0
saccade	53.93873155117035	64.61026668548584	1565625468690000.0	1565625468730000.0	40.0
fixation	53.846428268834174	64.7445797920227	1565625468740000.0	1565625468940000.0	200.0
saccade	24.973941594362262	63.86320888996124	1565625469040000.0	1565625469150000.0	110.0
fixation	25.2572525665164	64.66715484857559	1565625469170000.0	1565625469380000.0	210.0
saccade	25.442641228437424	64.64351415634154	1565625469350000.0	1565625469360000.0	10.0
fixation	25.27823353355581	64.71716355193746	1565625469380000.0	1565625469490000.0	110.0
saccade	34.298984706401825	64.47806656360626	1565625469490000.0	1565625469540000.0	50.0
fixation	35.228122221796134	63.43731190028944	1565625469550000.0	1565625469750000.0	200.0
saccade	36.074073612689965	64.32144045829773	1565625469800000.0	1565625469830000.0	30.0
fixation	38.328595746022	64.10305454180791	1565625469840000.0	1565625470120000.0	280.0
saccade	27.98943817615509	65.85911214351654	1565625470300000.0	1565625470400000.0	100.0
fixation	22.672818352778748	68.75600403263455	1565625470410000.0	1565625470630000.0	220.0
saccade	22.261644899845123	68.90221238136293	1565625470610000.0	1565625470620000.0	10.0
fixation	22.562903960545853	68.86809137132433	1565625470630000.0	1565625471120000.0	490.0
saccade	23.25298637151718	68.67556571960449	1565625471240000.0	1565625471300000.0	60.0
fixation	22.497295452789828	69.46282237768172	1565625471310000.0	1565625471540000.0	230.0
saccade	22.656379640102386	69.85746920108795	1565625471530000.0	1565625471570000.0	40.0
fixation	22.396119397420147	69.37620616876164	1565625471590000.0	1565625471720000.0	130.0
saccade	22.03124240040779	69.38458681106567	1565625471700000.0	1565625471710000.0	10.0
fixation	22.376469988375906	69.71732378005981	1565625471720000.0	1565625471890000.0	170.0
saccade	22.441273927688602	69.77508664131165	1565625471860000.0	1565625471870000.0	10.0
fixation	22.52005099465973	70.22554654824107	1565625471890000.0	1565625472090000.0	200.0
saccade	23.243683576583862	67.44058430194855	1565625472160000.0	1565625472210000.0	50.0
fixation	23.41086916052378	68.34791463155013	1565625472220000.0	1565625472350000.0	130.0
saccade	30.920228362083435	66.28661751747131	1565625472430000.0	1565625472500000.0	70.0
fixation	31.15250443418821	65.53017612960603	1565625472510000.0	1565625472700000.0	190.0
saccade	30.754898488521576	65.36122262477875	1565625472670000.0	1565625472680000.0	10.0
fixation	30.981359216901993	65.40397206942241	1565625472700000.0	1565625472880000.0	180.0
saccade	31.412121653556824	65.3016060590744	1565625472860000.0	1565625472870000.0	10.0
fixation	31.170972560842827	66.10649973154068	1565625472880000.0	1565625473010000.0	130.0
saccade	25.86899995803833	66.94702506065369	1565625473350000.0	1565625473550000.0	200.0
fixation	25.427822023630142	67.34000504016876	1565625473560000.0	1565625473720000.0	160.0
saccade	14.423071593046188	6.114205718040466	1565625474080000.0	1565625474290000.0	210.0
fixation	10.386921922591599	1.826775025322356	1565625474310000.0	1565625474540000.0	230.0
saccade	9.287269040942194	0.004147953586652875	1565625474540000.0	1565625474690000.0	150.0
fixation	8.834363830586275	0.4287154307045664	1565625474940000.0	1565625475060000.0	120.0
saccade	26.310397684574127	63.847219944000244	1565625475080000.0	1565625475160000.0	80.0
fixation	25.82142865285277	62.350163981318474	1565625475170000.0	1565625475340000.0	170.0
saccade	24.65260773897171	65.28979539871216	1565625475340000.0	1565625475360000.0	20.0
fixation	24.86355950435002	65.72777380545935	1565625475370000.0	1565625475490000.0	120.0
saccade	54.227206110954285	66.90902709960939	1565625475540000.0	1565625475620000.0	80.0
fixation	53.80891050611224	67.20264788184848	1565625475630000.0	1565625475770000.0	140.0
saccade	54.99799549579621	63.76468539237976	1565625475840000.0	1565625475870000.0	30.0
fixation	55.13450801372528	64.06353274981181	1565625475880000.0	1565625476040000.0	160.0
saccade	69.38393414020538	65.32857120037079	1565625476120000.0	1565625476200000.0	80.0
fixation	69.11719283636879	64.94760443182552	1565625476220000.0	1565625476390000.0	170.0
saccade	8.915136009454725	9.432766586542131	1565625476590000.0	1565625476760000.0	170.0
fixation	7.2537653396526975	6.083538072804611	1565625476770000.0	1565625476930000.0	160.0
saccade	8.285947889089584	10.411037132143974	1565625476990000.0	1565625477040000.0	50.0
fixation	7.4718155405100655	9.212180533829857	1565625477050000.0	1565625477230000.0	180.0
saccade	7.206672430038452	9.388378635048868	1565625477310000.0	1565625477350000.0	40.0
fixation	6.908861912786961	9.558942303061484	1565625477360000.0	1565625477630000.0	270.0
saccade	7.131100073456764	9.190898388624193	1565625477600000.0	1565625477610000.0	10.0
fixation	6.987791846040636	9.374278504401444	1565625477630000.0	1565625477790000.0	160.0
saccade	9.268749877810476	13.252671808004381	1565625480220000.0	1565625481000000.0	780.0
fixation	9.298576833680274	14.09287837644418	1565625481010000.0	1565625481130000.0	120.0
saccade	9.173309803009033	16.862231492996216	1565625481400000.0	1565625481580000.0	180.0
fixation	9.029294902251827	16.58974890079763	1565625481590000.0	1565625481780000.0	190.0
saccade	8.694595471024513	20.447141677141193	1565625482140000.0	1565625482480000.0	340.0
fixation	8.646239306439053	20.154958286068656	1565625482490000.0	1565625482600000.0	110.0
saccade	9.368596225976942	23.142009973526	1565625482590000.0	1565625482620000.0	30.0
fixation	9.530699862675233	24.942289970137853	1565625482630000.0	1565625482740000.0	110.0
saccade	9.297948330640793	24.37915802001953	1565625482720000.0	1565625482730000.0	10.0
fixation	9.035332111472432	24.49019700288773	1565625482740000.0	1565625482980000.0	240.0
saccade	9.8370511084795	15.286817401647568	1565625483100000.0	1565625483170000.0	70.0
fixation	9.42229714832808	15.591527678464587	1565625483180000.0	1565625483380000.0	200.0
saccade	8.941501751542091	15.292808413505554	1565625483430000.0	1565625483450000.0	20.0
fixation	9.005292753378551	14.61606035629908	1565625483470000.0	1565625483620000.0	150.0
saccade	9.549476951360704	11.867143213748932	1565625483610000.0	1565625483630000.0	20.0
fixation	9.335054355588825	11.956511945887046	1565625483640000.0	1565625483750000.0	110.0
saccade	12.22771406173706	12.65547089278698	1565625483810000.0	1565625483840000.0	30.0
fixation	12.625012419053487	13.118608168193273	1565625483850000.0	1565625484230000.0	380.0
saccade	22.312428802251816	10.72647497057915	1565625484340000.0	1565625484410000.0	70.0
fixation	22.737463364998497	10.295965323845543	1565625484420000.0	1565625484580000.0	160.0
saccade	25.017523765563965	10.747869685292244	1565625484550000.0	1565625484590000.0	40.0
fixation	27.466894388198853	11.217260643839836	1565625484600000.0	1565625484860000.0	260.0
saccade	34.408169984817505	10.768621414899826	1565625484840000.0	1565625484890000.0	50.0
fixation	37.83853117908751	10.654937475919725	1565625484900000.0	1565625485040000.0	140.0
saccade	37.461395561695106	10.90291291475296	1565625485020000.0	1565625485030000.0	10.0
fixation	37.47465199232101	11.237472981214523	1565625485040000.0	1565625485310000.0	270.0
saccade	55.51908612251282	12.184489890933035	1565625485540000.0	1565625485650000.0	110.0
fixation	55.520887176195785	12.198447591314714	1565625485660000.0	1565625485790000.0	130.0
saccade	65.72004556655885	11.488645151257515	1565625485760000.0	1565625485820000.0	60.0
fixation	66.5522415190935	10.867839570467673	1565625485830000.0	1565625486090000.0	260.0
saccade	66.68702363967897	23.744995146989822	1565625486150000.0	1565625486230000.0	80.0
fixation	66.81658869439906	24.09940456802195	1565625486240000.0	1565625486350000.0	110.0
saccade	36.87405586242676	25.935302674770355	1565625486540000.0	1565625486650000.0	110.0
fixation	36.64043125781146	24.71184254144177	1565625486660000.0	1565625487020000.0	360.0
saccade	28.80246937274933	26.63426846265793	1565625487040000.0	1565625487090000.0	50.0
fixation	24.02869276702404	26.976091538866356	1565625487100000.0	1565625487220000.0	120.0
saccade	25.49922913312912	26.074278354644772	1565625487210000.0	1565625487230000.0	20.0
fixation	25.929735017859414	25.597671322200608	1565625487240000.0	1565625487480000.0	240.0
saccade	23.809665441513058	28.50392609834671	1565625487460000.0	1565625487500000.0	40.0
fixation	23.109371473009766	29.627672067055336	1565625487510000.0	1565625487780000.0	270.0
saccade	23.342065513134003	29.235397279262546	1565625487760000.0	1565625487770000.0	10.0
fixation	22.90514107491519	29.110429174191246	1565625487780000.0	1565625488180000.0	400.0
saccade	24.12579208612442	33.910718560218804	1565625488280000.0	1565625488350000.0	70.0
fixation	25.848079078337733	37.75346730561817	1565625488360000.0	1565625488730000.0	370.0
saccade	35.77530980110169	37.4753475189209	1565625488740000.0	1565625488790000.0	50.0
fixation	35.856405184382474	38.10140902087802	1565625488810000.0	1565625489030000.0	220.0
saccade	37.797601521015174	38.351613283157356	1565625489020000.0	1565625489040000.0	20.0
fixation	38.06648761034012	39.41941231489181	1565625489050000.0	1565625489210000.0	160.0
saccade	38.037168979644775	40.01239836215972	1565625489180000.0	1565625489190000.0	10.0
fixation	38.109387954076134	39.623245845238365	1565625489210000.0	1565625489390000.0	180.0
saccade	28.205351531505585	49.24122244119644	1565625489480000.0	1565625489560000.0	80.0
fixation	28.124415301359612	48.58055928578744	1565625489570000.0	1565625489710000.0	140.0
saccade	27.32893079519272	50.190603733062744	1565625489690000.0	1565625489720000.0	30.0
fixation	26.09308671492797	51.777343795849724	1565625489730000.0	1565625489860000.0	130.0
saccade	25.529307126998898	29.302990436553955	1565625489970000.0	1565625490050000.0	80.0
fixation	25.39893293922598	29.564894464882933	1565625490060000.0	1565625490170000.0	110.0
saccade	25.30514597892761	29.01516705751419	1565625490150000.0	1565625490160000.0	10.0
fixation	25.18192827701569	29.45100750241961	1565625490170000.0	1565625490320000.0	150.0
saccade	23.60285148024559	30.347815155982968	1565625490300000.0	1565625490330000.0	30.0
fixation	23.36567505620993	30.508056053748497	1565625490340000.0	1565625490620000.0	280.0
saccade	25.839821994304657	51.15459263324738	1565625490830000.0	1565625490960000.0	130.0
fixation	26.23849264953448	52.07861791486325	1565625490970000.0	1565625491220000.0	250.0
saccade	27.858690917491913	65.03545343875885	1565625491200000.0	1565625491250000.0	50.0
fixation	27.43194977442424	64.94425237178802	1565625491260000.0	1565625491580000.0	320.0
saccade	25.650517642498016	39.846104383468635	1565625491730000.0	1565625491850000.0	120.0
fixation	26.176409580205608	39.02043849229813	1565625491860000.0	1565625492060000.0	200.0
saccade	37.692628800868995	39.60449546575546	1565625492060000.0	1565625492110000.0	50.0
fixation	37.03721727316197	39.34101680150399	1565625492130000.0	1565625492260000.0	130.0
saccade	36.790606379508965	39.905716478824615	1565625492240000.0	1565625492250000.0	10.0
fixation	36.8568120094446	39.71078602167276	1565625492260000.0	1565625492390000.0	130.0
saccade	38.14078122377396	30.276557803153988	1565625492370000.0	1565625492410000.0	40.0
fixation	38.1417216360569	26.45553316920996	1565625492430000.0	1565625492640000.0	210.0
saccade	37.91797012090683	26.98962539434433	1565625492610000.0	1565625492630000.0	20.0
fixation	38.16267711420854	26.773912397523716	1565625492640000.0	1565625492890000.0	250.0
saccade	40.525111556053155	30.23355007171631	1565625492910000.0	1565625492950000.0	40.0
fixation	40.40296047925949	29.26858313381672	1565625492960000.0	1565625493170000.0	210.0
saccade	40.334753692150116	29.035548865795132	1565625493150000.0	1565625493160000.0	10.0
fixation	40.42698815464973	29.11669922371705	1565625493170000.0	1565625493420000.0	250.0
saccade	40.80536514520645	29.2085200548172	1565625493490000.0	1565625493520000.0	30.0
fixation	40.72462735754071	29.535729099403728	1565625493540000.0	1565625493890000.0	350.0
saccade	40.348663926124566	29.309804737567898	1565625493870000.0	1565625493880000.0	10.0
fixation	40.50261504375017	29.396166193943763	1565625493890000.0	1565625494170000.0	280.0
saccade	72.84849882125854	32.42724537849426	1565625496510000.0	1565625496850000.0	340.0
fixation	71.18729628049411	28.145526693417484	1565625496900000.0	1565625497040000.0	140.0
saccade	53.30058336257935	39.303416013717644	1565625497710000.0	1565625497890000.0	180.0
fixation	53.227459192276	39.80318307876587	1565625497900000.0	1565625498060000.0	160.0
saccade	53.035491704940796	41.06062650680542	1565625498060000.0	1565625498080000.0	20.0
fixation	53.01456339657307	40.70025105029345	1565625498090000.0	1565625498260000.0	170.0
saccade	53.10603380203247	41.0357803106308	1565625498290000.0	1565625498310000.0	20.0
fixation	52.938864060810644	41.48693467889513	1565625498320000.0	1565625498470000.0	150.0
saccade	26.52265131473541	38.380035758018494	1565625498490000.0	1565625498560000.0	70.0
fixation	27.71815007383173	38.22342970154502	1565625498570000.0	1565625498680000.0	110.0
saccade	27.7754545211792	37.776485085487366	1565625498670000.0	1565625498690000.0	20.0
fixation	25.785380229353905	37.979917041957385	1565625498700000.0	1565625498870000.0	170.0
saccade	29.020431637763977	72.57727980613707	1565625499110000.0	1565625499220000.0	110.0
fixation	29.15014532896189	72.12381821412306	1565625499230000.0	1565625499370000.0	140.0
saccade	28.5950630903244	76.64857506752014	1565625499370000.0	1565625499390000.0	20.0
fixation	28.30092422664165	78.12815792858599	1565625499400000.0	1565625499570000.0	170.0
saccade	22.92066216468811	78.15889716148376	1565625499590000.0	1565625499620000.0	30.0
fixation	23.376861057783433	78.49607153942709	1565625499630000.0	1565625499830000.0	200.0
saccade	23.509278893470764	78.62155437469481	1565625499810000.0	1565625499820000.0	10.0
fixation	22.57650700899271	77.91530168973483	1565625499830000.0	1565625499970000.0	140.0
saccade	8.767301589250566	76.3473331928253	1565625521190000.0	1565625525210000.0	4020.0
fixation	9.213589017207806	75.45583339837881	1565625525220000.0	1565625525350000.0	130.0
saccade	9.291843324899672	75.21570920944214	1565625525330000.0	1565625525340000.0	10.0
fixation	9.872851994904606	75.58569312095642	1565625525350000.0	1565625525460000.0	110.0
saccade	10.33261939883232	74.1033911705017	1565625525500000.0	1565625525540000.0	40.0
fixation	10.541362483655252	74.71274791225309	1565625525550000.0	1565625525890000.0	340.0
saccade	7.493318617343903	69.64111328125	1565625528310000.0	1565625528600000.0	290.0
fixation	7.281236971418062	69.23976441224416	1565625528610000.0	1565625528730000.0	120.0
saccade	7.2779580950737	69.20310854911804	1565625528710000.0	1565625528720000.0	10.0
fixation	7.322562003836912	69.5081090225893	1565625528730000.0	1565625528910000.0	180.0
saccade	8.012785017490389	69.75375413894653	1565625529020000.0	1565625529090000.0	70.0
fixation	9.863788572450481	69.0267026424408	1565625529100000.0	1565625529220000.0	120.0
saccade	9.600234776735308	68.7538743019104	1565625529290000.0	1565625529310000.0	20.0
fixation	9.786792984232306	68.73021237552166	1565625529320000.0	1565625529490000.0	170.0
saccade	9.791569411754606	68.49265694618225	1565625529460000.0	1565625529470000.0	10.0
fixation	9.633464996631329	68.65529555540819	1565625529490000.0	1565625529620000.0	130.0
saccade	9.431368112564089	68.41117739677429	1565625529740000.0	1565625529790000.0	50.0
fixation	9.535934535726422	68.37083928046688	1565625529800000.0	1565625530130000.0	330.0
saccade	7.185249030590057	63.688647747039795	1565625530170000.0	1565625530220000.0	50.0
fixation	7.3425990485009685	63.95548042796907	1565625530230000.0	1565625530450000.0	220.0
saccade	4.625647887587546	73.88945817947388	1565625564120000.0	1565625565400000.0	1280.0
fixation	5.3291216026991615	74.12588819861412	1565625565410000.0	1565625565670000.0	260.0
saccade	7.717952132225037	71.16163969039917	1565625565790000.0	1565625565860000.0	70.0
fixation	7.492820272843042	71.17794036865234	1565625565870000.0	1565625566030000.0	160.0
saccade	7.882282882928847	72.8550910949707	1565625566070000.0	1565625566100000.0	30.0
fixation	8.383984863758089	74.76920973170888	1565625566110000.0	1565625566230000.0	120.0
