	right_pupil_validity	right_gaze_point_on_display_area	left_gaze_origin_validity	system_time_stamp	right_gaze_origin_in_user_coordinate_system	left_gaze_point_in_user_coordinate_system	left_gaze_origin_in_user_coordinate_system	left_pupil_validity	right_pupil_diameter	left_gaze_origin_in_trackbox_coordinate_system	right_gaze_point_in_user_coordinate_system	left_pupil_diameter	right_gaze_origin_validity	left_gaze_point_validity	right_gaze_point_validity	left_gaze_point_on_display_area	right_gaze_origin_in_trackbox_coordinate_system	device_time_stamp
10	1	(0.10055257380008698, 0.4250548779964447)	1	1565623350600000.0	(1.0559724569320679, 71.88534545898438, 706.7766723632812)	(-228.14398193359375, 195.88723754882812, 63.25124740600586)	(-63.03268814086914, 69.5770263671875, 703.6943969726562)	1.0	4.58708190918	(0.6215735673904419, 0.31603381037712097, 0.619858980178833)	(-238.4701385498047, 198.29302978515625, 64.12688446044922)	3.55435180664	1.0	1.0	1.0	(0.11784929782152176, 0.4326787292957306)	(0.49168020486831665, 0.3113643229007721, 0.6208474040031433)	1947566594.0
11	1	(0.09801127016544342, 0.42516517639160156)	1	1565623350610000.0	(1.1182149648666382, 71.90304565429688, 706.8532104492188)	(-226.722412109375, 195.07923889160156, 62.957157135009766)	(-62.954097747802734, 69.58502960205078, 703.7702026367188)	1.0	4.593597412109999	(0.6214007139205933, 0.3160334527492523, 0.6199968457221985)	(-239.98728942871094, 198.2582244873047, 64.11422729492188)	3.56234741211	1.0	1.0	1.0	(0.1202305257320404, 0.43523934483528137)	(0.4915545880794525, 0.31133833527565, 0.6210035681724548)	1947577697.0
12	1	(0.1012236550450325, 0.43358170986175537)	1	1565623350620000.0	(1.1998412609100342, 71.84955596923828, 706.853271484375)	(-228.5640411376953, 193.44900512695312, 62.363800048828125)	(-62.844947814941406, 69.54287719726562, 703.7796020507812)	1.0	4.60218811035	(0.6211786270141602, 0.316150963306427, 0.6199879050254822)	(-238.06947326660156, 195.60227966308594, 63.147518157958984)	3.5750885009800006	1.0	1.0	1.0	(0.11714572459459305, 0.4404054880142212)	(0.49139031767845154, 0.3114831745624542, 0.6209930181503296)	1947588800.0
13	1	(0.10256204009056091, 0.4363738000392914)	1	1565623350630000.0	(1.3568428754806519, 71.74703216552734, 707.0396728515625)	(-230.96524047851562, 192.0464324951172, 61.85329818725586)	(-62.59502410888672, 69.41525268554688, 704.0277709960938)	1.0	4.596832275390001	(0.6206298470497131, 0.3165646195411682, 0.6204107403755188)	(-237.2704620361328, 194.72122192382812, 62.826839447021484)	3.57632446289	1.0	1.0	1.0	(0.11312359571456909, 0.4448501765727997)	(0.49107521772384644, 0.3118117153644562, 0.6213438510894775)	1947599903.0
14	1	(0.10348064452409744, 0.4389364421367645)	1	1565623350640000.0	(1.4676185846328735, 71.65567779541016, 707.1455688476562)	(-230.6060333251953, 192.84352111816406, 62.1434211730957)	(-62.48311996459961, 69.33038330078125, 704.13232421875)	1.0	4.590667724609999	(0.6203858256340027, 0.3168228566646576, 0.6205818057060242)	(-236.72207641601562, 193.9125518798828, 62.53252029418945)	3.57235717773	1.0	1.0	1.0	(0.11372526735067368, 0.44232410192489624)	(0.49085307121276855, 0.3120875656604767, 0.6215364933013916)	1947611006.0
15	1	(0.10133696347475052, 0.43566015362739563)	1	1565623350650000.0	(1.5898451805114746, 71.56983184814453, 707.277587890625)	(-229.2401580810547, 192.16152954101562, 61.89519119262695)	(-62.37624740600586, 69.25344848632812, 704.2595825195312)	1.0	4.60101318359	(0.6201478242874146, 0.3170654773712158, 0.6208003163337708)	(-238.00181579589844, 194.94639587402344, 62.9088134765625)	3.5692901611300005	1.0	1.0	1.0	(0.11601317673921585, 0.4444853961467743)	(0.49060797691345215, 0.31235572695732117, 0.6217824816703796)	1947622109.0
16	1	(0.10079750418663025, 0.4317515790462494)	1	1565623350660000.0	(1.7527350187301636, 71.46009063720703, 707.298828125)	(-229.52166748046875, 192.33383178710938, 61.95792770385742)	(-62.13035583496094, 69.10432434082031, 704.3111572265625)	1.0	4.592849731449999	(0.6196430921554565, 0.3174843192100525, 0.6208304166793823)	(-238.32388305664062, 196.17977905273438, 63.35772705078125)	3.56903076172	1.0	1.0	1.0	(0.11554162204265594, 0.44393935799598694)	(0.49028047919273376, 0.312658429145813, 0.621803343296051)	1947633213.0
17	1	(0.10380132496356964, 0.42972633242607117)	1	1565623350670000.0	(1.8196158409118652, 71.48054504394531, 707.4242553710938)	(-229.83786010742188, 192.53994750976562, 62.0329475402832)	(-62.05105972290039, 69.11186218261719, 704.4353637695312)	1.0	4.59013366699	(0.6194605827331543, 0.3174978494644165, 0.621064305305481)	(-236.5305938720703, 196.81886291503906, 63.59033966064453)	3.56837463379	1.0	1.0	1.0	(0.11501192301511765, 0.44328609108924866)	(0.4901460111141205, 0.3126382827758789, 0.6220574975013733)	1947644316.0
18	1	(0.10369797796010971, 0.4201350510120392)	1	1565623350680000.0	(1.8550175428390503, 71.5796127319336, 707.629150390625)	(-230.3135223388672, 192.81004333496094, 62.13127136230469)	(-62.00680923461914, 69.18010711669922, 704.6097412109375)	1.0	4.55709838867	(0.6193394660949707, 0.31736063957214355, 0.6214156746864319)	(-236.59226989746094, 199.84548950195312, 64.69194030761719)	3.56610107422	1.0	1.0	1.0	(0.1142151951789856, 0.4424302577972412)	(0.49007487297058105, 0.31242799758911133, 0.6224852204322815)	1947655419.0
19	1	(0.10343187302350998, 0.42294397950172424)	1	1565623350700000.0	(1.8966772556304932, 71.78672790527344, 707.8154296875)	(-230.07998657226562, 192.2315216064453, 61.92068862915039)	(-61.93229675292969, 69.39411163330078, 704.8342895507812)	1.0	4.5654754638699995	(0.6191466450691223, 0.31684422492980957, 0.6218896508216858)	(-236.75115966796875, 198.95913696289062, 64.36930847167969)	3.56173706055	1.0	1.0	1.0	(0.11460640281438828, 0.4442635774612427)	(0.4899898171424866, 0.311922550201416, 0.6228979229927063)	1947666522.0
20	1	(0.10115894675254822, 0.4225043058395386)	1	1565623350710000.0	(1.9047821760177612, 71.93385314941406, 707.8786010742188)	(-229.23008728027344, 190.69473266601562, 61.36134719848633)	(-61.91122055053711, 69.51849365234375, 704.8929443359375)	1.0	4.565994262699999	(0.6190922260284424, 0.31652483344078064, 0.6220265030860901)	(-238.1081085205078, 199.09788513183594, 64.41981506347656)	3.5630340576199995	1.0	1.0	1.0	(0.11603005975484848, 0.4491336941719055)	(0.4899723529815674, 0.3115445673465729, 0.6230533719062805)	1947677625.0
