	right_pupil_validity	right_gaze_point_on_display_area	left_gaze_origin_validity	system_time_stamp	right_gaze_origin_in_user_coordinate_system	left_gaze_point_in_user_coordinate_system	left_gaze_origin_in_user_coordinate_system	left_pupil_validity	right_pupil_diameter	left_gaze_origin_in_trackbox_coordinate_system	right_gaze_point_in_user_coordinate_system	left_pupil_diameter	right_gaze_origin_validity	left_gaze_point_validity	right_gaze_point_validity	left_gaze_point_on_display_area	right_gaze_origin_in_trackbox_coordinate_system	device_time_stamp
336	1	(0.8247360587120056, 0.8834414482116699)	1	1565623354220000.0	(31.219844818115234, 58.11505126953125, 707.16259765625)	(204.21090698242188, 48.50410842895508, 9.608181953430176)	(-32.579830169677734, 64.49897766113281, 707.61083984375)	1.0	4.20196533203	(0.5595893859863281, 0.33106178045272827, 0.6225816607475281)	(193.867431640625, 53.6442756652832, 11.479074478149414)	3.5308685302699994	1.0	1.0	1.0	(0.8420618176460266, 0.8997306227684021)	(0.4308934211730957, 0.3488660752773285, 0.6204660534858704)	1951186213.0
337	1	(0.8242796659469604, 0.883171796798706)	1	1565623354230000.0	(31.408065795898438, 58.06406784057617, 707.1051635742188)	(202.79647827148438, 47.6042366027832, 9.280653953552246)	(-32.36800765991211, 64.4996566772461, 707.5751953125)	1.0	4.20700073242	(0.5591657161712646, 0.3310536742210388, 0.6224915981292725)	(193.59490966796875, 53.7293701171875, 11.510048866271973)	3.53633117676	1.0	1.0	1.0	(0.8396927118301392, 0.9025822877883911)	(0.4305082857608795, 0.34899288415908813, 0.6203599572181702)	1951197316.0
338	1	(0.8216559290885925, 0.8835209012031555)	1	1565623354240000.0	(31.509422302246094, 58.12744903564453, 707.1433715820312)	(199.582275390625, 44.761390686035156, 8.24593734741211)	(-32.26417922973633, 64.58822631835938, 707.6255493164062)	1.0	4.21308898926	(0.5589509010314941, 0.3308292627334595, 0.6225982904434204)	(192.028564453125, 53.61921691894531, 11.46995735168457)	3.5615234375	1.0	1.0	1.0	(0.8343088030815125, 0.9115912914276123)	(0.43030622601509094, 0.3488318622112274, 0.6204554438591003)	1951208419.0
339	1	(0.8201065063476562, 0.8812415599822998)	1	1565623354250000.0	(31.646282196044922, 58.259239196777344, 707.1422729492188)	(197.46536254882812, 43.55805587768555, 7.807967662811279)	(-32.11766815185547, 64.76427459716797, 707.6399536132812)	1.0	4.21820068359	(0.5586523413658142, 0.3303615152835846, 0.6226457357406616)	(191.1035614013672, 54.338478088378906, 11.731725692749023)	3.5753326416	1.0	1.0	1.0	(0.8307628631591797, 0.9154046177864075)	(0.43002820014953613, 0.3484785258769989, 0.6204869151115417)	1951219522.0
340	1	(0.8190804719924927, 0.8825981616973877)	1	1565623354260000.0	(31.892528533935547, 58.54841995239258, 707.1380004882812)	(198.46751403808594, 44.33781814575195, 8.091790199279785)	(-31.869688034057617, 65.09557342529297, 707.6657104492188)	1.0	4.222091674800001	(0.5581465363502502, 0.3294806480407715, 0.6227352023124695)	(190.49102783203125, 53.910404205322266, 11.575873374938965)	3.58010864258	1.0	1.0	1.0	(0.832441508769989, 0.9129334092140198)	(0.429527223110199, 0.3477020263671875, 0.6205480694770813)	1951230625.0
341	1	(0.8203218579292297, 0.8847700357437134)	1	1565623354270000.0	(32.00127410888672, 58.689697265625, 707.1422119140625)	(200.21327209472656, 44.6278190612793, 8.197355270385742)	(-31.751121520996094, 65.26995849609375, 707.6845092773438)	1.0	4.22001647949	(0.5579039454460144, 0.32901817560195923, 0.622793972492218)	(191.23211669921875, 53.225059509277344, 11.326436042785645)	3.57400512695	1.0	1.0	1.0	(0.8353656530380249, 0.912014365196228)	(0.42930641770362854, 0.3473239541053772, 0.6205894947052002)	1951241728.0
342	1	(0.8190874457359314, 0.8750803470611572)	1	1565623354280000.0	(32.124794006347656, 58.92036056518555, 707.2084350585938)	(199.57330322265625, 46.36140823364258, 8.828296661376953)	(-31.624610900878906, 65.53799438476562, 707.765625)	1.0	4.2209472656199996	(0.5576387643814087, 0.328319787979126, 0.6229934096336365)	(190.49513244628906, 56.28277587890625, 12.43935775756836)	3.5674896240199994	1.0	1.0	1.0	(0.8342937231063843, 0.9065207242965698)	(0.42906057834625244, 0.346719354391098, 0.6207707524299622)	1951252831.0
343	1	(0.8094110488891602, 0.8290568590164185)	1	1565623354290000.0	(32.28590393066406, 59.41794967651367, 707.1417846679688)	(198.2401885986328, 43.060550689697266, 7.626876354217529)	(-31.498619079589844, 65.8009262084961, 707.8380737304688)	1.0	4.25930786133	(0.5573754906654358, 0.3276330828666687, 0.623174786567688)	(184.7183380126953, 70.80597686767578, 17.72539520263672)	3.63961791992	1.0	1.0	1.0	(0.8320606350898743, 0.9169809818267822)	(0.4287237823009491, 0.3453669250011444, 0.6207355856895447)	1951263934.0
344	1	(0.7956416606903076, 0.7769279479980469)	1	1565623354300000.0	(32.320621490478516, 59.724700927734375, 706.9152221679688)	(186.71157836914062, 85.89970397949219, 23.219039916992188)	(-31.2674617767334, 66.4487075805664, 707.4254760742188)	1.0	4.28547668457	(0.5569387674331665, 0.32579153776168823, 0.6224541068077087)	(176.49798583984375, 87.25579071044922, 23.712635040283203)	3.63868713379	1.0	1.0	1.0	(0.8127496838569641, 0.7812252044677734)	(0.42862945795059204, 0.3444902300834656, 0.6203390955924988)	1951275038.0
345	1	(0.7898295521736145, 0.7486360669136047)	1	1565623354310000.0	(32.33067321777344, 59.89400863647461, 706.7678833007812)	(170.03750610351562, 133.9181671142578, 40.69635772705078)	(-31.044546127319336, 67.01199340820312, 706.8786010742188)	1.0	4.29136657715	(0.5565308928489685, 0.3241406977176666, 0.6214523911476135)	(173.02816772460938, 96.18357849121094, 26.962085723876953)	3.71505737305	1.0	1.0	1.0	(0.7848199605941772, 0.629056453704834)	(0.4285936653614044, 0.3440009653568268, 0.6200751662254333)	1951286141.0
346	1	(0.7597036361694336, 0.6685410141944885)	1	1565623354330000.0	(32.35218048095703, 60.305423736572266, 706.2672119140625)	(170.03750610351562, 133.9181671142578, 40.69635772705078)	(-31.044546127319336, 67.01199340820312, 706.8786010742188)	1.0	4.392425537109999	(0.5565308928489685, 0.3241406977176666, 0.6214523911476135)	(155.04306030273438, 121.45838165283203, 36.161399841308594)	3.71505737305	1.0	1.0	1.0	(0.7848199605941772, 0.629056453704834)	(0.4284992814064026, 0.3427783250808716, 0.6191501617431641)	1951297244.0
347	1	(0.7883442044258118, 0.18351131677627563)	1	1565623354340000.0	(32.45671081542969, 61.11372756958008, 705.5072631835938)	(162.74765014648438, 268.7443542480469, 89.76901245117188)	(-30.65847396850586, 67.88822937011719, 706.1718139648438)	1.0	4.327529907230001	(0.5558032989501953, 0.3216054141521454, 0.6201794147491455)	(172.1414794921875, 274.5146179199219, 91.86930847167969)	3.68632507324	1.0	1.0	1.0	(0.7726092338562012, 0.20179715752601624)	(0.42820829153060913, 0.34042415022850037, 0.6177852749824524)	1951308347.0
348	1	(0.7876583933830261, 0.14987938106060028)	1	1565623354350000.0	(32.50050735473633, 61.02074432373047, 705.3488159179688)	(157.8403778076172, 272.83123779296875, 91.2565689086914)	(-30.566104888916016, 67.81355285644531, 706.021240234375)	1.0	4.29922485352	(0.5556305646896362, 0.32176852226257324, 0.619857668876648)	(171.7320556640625, 285.1275634765625, 95.7320785522461)	3.69192504883	1.0	1.0	1.0	(0.7643892765045166, 0.1888459175825119)	(0.42810559272766113, 0.3406386375427246, 0.6174578666687012)	1951319450.0
349	1	(0.774133563041687, 0.1478530615568161)	1	1565623354360000.0	(32.58462142944336, 60.88344955444336, 705.2803955078125)	(155.61280822753906, 274.162841796875, 91.74124908447266)	(-30.50823974609375, 67.67942810058594, 705.9607543945312)	1.0	4.30966186523	(0.5555203557014465, 0.3221146762371063, 0.6197068095207214)	(163.65773010253906, 285.7669677734375, 95.96480560302734)	3.65647888184	1.0	1.0	1.0	(0.7606579661369324, 0.18462610244750977)	(0.4279300570487976, 0.3409942090511322, 0.6173059344291687)	1951330553.0
350	1	(0.7701437473297119, 0.13963666558265686)	1	1565623354370000.0	(32.662960052490234, 60.71383285522461, 705.2513427734375)	(155.71185302734375, 277.36163330078125, 92.90553283691406)	(-30.441083908081055, 67.52171325683594, 705.935791015625)	1.0	4.324630737300001	(0.5553886294364929, 0.3225336968898773, 0.6196213364601135)	(161.27578735351562, 288.3597412109375, 96.90849304199219)	3.67250061035	1.0	1.0	1.0	(0.7608239650726318, 0.174489364027977)	(0.4277702271938324, 0.3414461314678192, 0.6172261834144592)	1951341656.0
351	1	(0.7629193663597107, 0.15108689665794373)	1	1565623354380000.0	(32.7773551940918, 60.51515579223633, 705.4383544921875)	(157.232177734375, 277.3296813964844, 92.89391326904297)	(-30.39107322692871, 67.34391784667969, 706.1246337890625)	1.0	4.34045410156	(0.5552734136581421, 0.32306167483329773, 0.6199589967727661)	(156.96282958984375, 284.74652099609375, 95.59336853027344)	3.6689910888699995	1.0	1.0	1.0	(0.7633705139160156, 0.17459045350551605)	(0.42755815386772156, 0.34202688932418823, 0.61757493019104)	1951352759.0
352	1	(0.7597635984420776, 0.15966053307056427)	1	1565623354390000.0	(32.946197509765625, 60.18394088745117, 705.8168334960938)	(159.40045166015625, 277.2750244140625, 92.8740005493164)	(-30.30748176574707, 67.04298400878906, 706.52197265625)	1.0	4.32461547852	(0.5550739765167236, 0.3239745497703552, 0.6206851601600647)	(155.078857421875, 282.041015625, 94.60867309570312)	3.66603088379	1.0	1.0	1.0	(0.7670025825500488, 0.17476367950439453)	(0.42725545167922974, 0.34300941228866577, 0.6182876229286194)	1951363863.0
353	1	(0.7577059268951416, 0.16759540140628815)	1	1565623354400000.0	(33.02883529663086, 60.04214859008789, 706.03759765625)	(160.57009887695312, 276.6401062011719, 92.64289093017578)	(-30.26969337463379, 66.91706085205078, 706.7530517578125)	1.0	4.325576782230001	(0.5549793243408203, 0.3243728578090668, 0.6211179494857788)	(153.85043334960938, 279.53704833984375, 93.69730377197266)	3.64747619629	1.0	1.0	1.0	(0.7689616680145264, 0.1767757385969162)	(0.42711061239242554, 0.34344327449798584, 0.6187108159065247)	1951374966.0
354	1	(0.7569987773895264, 0.17087756097316742)	1	1565623354410000.0	(33.1105842590332, 59.91163635253906, 706.2709350585938)	(159.79222106933594, 275.2388000488281, 92.13285827636719)	(-30.232553482055664, 66.82254791259766, 706.9849853515625)	1.0	4.32371520996	(0.554885745048523, 0.32468655705451965, 0.6215583682060242)	(153.42828369140625, 278.5013122558594, 93.3203353881836)	3.64129638672	1.0	1.0	1.0	(0.7676587104797363, 0.18121649324893951)	(0.4269687533378601, 0.3438493311405182, 0.6191607713699341)	1951386069.0
355	1	(0.758232057094574, 0.17129357159137726)	1	1565623354430000.0	(33.24628829956055, 59.7895622253418, 706.6456298828125)	(159.76397705078125, 274.7067565917969, 91.93920135498047)	(-30.168136596679688, 66.74149322509766, 707.3785400390625)	1.0	4.320877075199999	(0.5547232627868652, 0.32500529289245605, 0.6223205327987671)	(154.16453552246094, 278.3700256347656, 93.27251434326172)	3.6306915283199994	1.0	1.0	1.0	(0.7676114439964294, 0.18290257453918457)	(0.42673128843307495, 0.3442651629447937, 0.619898796081543)	1951397172.0
356	1	(0.7592733502388, 0.1723773330450058)	1	1565623354440000.0	(33.31142807006836, 59.80657196044922, 706.8015747070312)	(159.4925994873047, 273.0241394042969, 91.3268051147461)	(-30.127750396728516, 66.77855682373047, 707.5392456054688)	1.0	4.31425476074	(0.5546277761459351, 0.32494696974754333, 0.6226438283920288)	(154.78614807128906, 278.028076171875, 93.14806365966797)	3.64033508301	1.0	1.0	1.0	(0.7671569585800171, 0.1882346123456955)	(0.4266144037246704, 0.3442555367946625, 0.6202182769775391)	1951408275.0
357	1	(0.7604827880859375, 0.17363573610782623)	1	1565623354450000.0	(33.387088775634766, 59.912784576416016, 706.8744506835938)	(158.92465209960938, 274.3323974609375, 91.80296325683594)	(-30.08283805847168, 66.8883056640625, 707.6159057617188)	1.0	4.31230163574	(0.5545294880867004, 0.32467207312583923, 0.6228131055831909)	(155.5082244873047, 277.6309814453125, 93.00352478027344)	3.64801025391	1.0	1.0	1.0	(0.7662054896354675, 0.18408872187137604)	(0.42646732926368713, 0.34398698806762695, 0.6203883290290833)	1951419378.0
358	1	(0.758395791053772, 0.1770869493484497)	1	1565623354460000.0	(33.50144577026367, 60.177467346191406, 706.9730834960938)	(158.13742065429688, 274.1181945800781, 91.72500610351562)	(-30.005842208862305, 67.18990325927734, 707.7308959960938)	1.0	4.30853271484	(0.5543612241744995, 0.3238920271396637, 0.6230921745300293)	(154.2622528076172, 276.5419006347656, 92.60712432861328)	3.6422119140599998	1.0	1.0	1.0	(0.7648867964744568, 0.18476755917072296)	(0.42624300718307495, 0.34329816699028015, 0.6206401586532593)	1951430481.0
359	1	(0.7583268880844116, 0.17447303235530853)	1	1565623354470000.0	(33.540924072265625, 60.360626220703125, 706.9805297851562)	(158.7157745361328, 274.37164306640625, 91.81723022460938)	(-29.9826717376709, 67.39691925048828, 707.744140625)	1.0	4.303298950199999	(0.5543110966682434, 0.3233396112918854, 0.6231557726860046)	(154.2211456298828, 277.3667907714844, 92.90733337402344)	3.63209533691	1.0	1.0	1.0	(0.765855610370636, 0.18396444618701935)	(0.42616209387779236, 0.34280723333358765, 0.6206898093223572)	1951441584.0
360	1	(0.7580767869949341, 0.17370091378688812)	1	1565623354480000.0	(33.580230712890625, 60.62275314331055, 707.1224975585938)	(161.24317932128906, 273.4667053222656, 91.48786926269531)	(-29.959022521972656, 67.65338134765625, 707.8843383789062)	1.0	4.310623168949999	(0.5542487502098083, 0.3226870596408844, 0.6234813332557678)	(154.07177734375, 277.6104431152344, 92.99604034423828)	3.62490844727	1.0	1.0	1.0	(0.7700892090797424, 0.1868322193622589)	(0.42609378695487976, 0.34213459491729736, 0.6210207343101501)	1951452688.0
361	1	(0.7591561675071716, 0.17718520760536194)	1	1565623354490000.0	(33.63713073730469, 61.05906677246094, 707.3872680664062)	(161.18283081054688, 271.7181091308594, 90.85143280029297)	(-29.943052291870117, 68.11178588867188, 708.1648559570312)	1.0	4.301345825199999	(0.5541878938674927, 0.32152870297431946, 0.6241253614425659)	(154.71617126464844, 276.51092529296875, 92.59589385986328)	3.62310791016	1.0	1.0	1.0	(0.7699880599975586, 0.19237343966960907)	(0.42600008845329285, 0.34102216362953186, 0.6216278076171875)	1951463791.0
362	1	(0.7568461894989014, 0.17852722108364105)	1	1565623354500000.0	(33.66046905517578, 61.2188606262207, 707.5711059570312)	(159.703369140625, 272.388916015625, 91.0955810546875)	(-29.946184158325195, 68.28589630126953, 708.3636474609375)	1.0	4.30253601074	(0.5541754961013794, 0.32111281156539917, 0.624554455280304)	(153.33712768554688, 276.0874328613281, 92.4417724609375)	3.62588500977	1.0	1.0	1.0	(0.7675098776817322, 0.19024758040905)	(0.4259692132472992, 0.34063518047332764, 0.6220234632492065)	1951474894.0
363	1	(0.7580671310424805, 0.1756165474653244)	1	1565623354510000.0	(33.677494049072266, 61.333160400390625, 707.7628173828125)	(158.57997131347656, 272.1395568847656, 91.00481414794922)	(-29.95781707763672, 68.4071273803711, 708.550048828125)	1.0	4.29022216797	(0.5541818737983704, 0.320835679769516, 0.6249493360519409)	(154.0660400390625, 277.00592041015625, 92.77604675292969)	3.6227722168	1.0	1.0	1.0	(0.7656281590461731, 0.19103780388832092)	(0.4259522557258606, 0.3403724730014801, 0.6224262714385986)	1951485997.0
364	1	(0.7586963176727295, 0.17161686718463898)	1	1565623354530000.0	(33.69607162475586, 61.394229888916016, 708.0734252929688)	(160.22056579589844, 273.28851318359375, 91.42298126220703)	(-29.979013442993164, 68.50532531738281, 708.8720703125)	1.0	4.2832489013699995	(0.5541964173316956, 0.3206556439399719, 0.6256104707717896)	(154.44166564941406, 278.2680358886719, 93.23543548583984)	3.6151885986300005	1.0	1.0	1.0	(0.7683761119842529, 0.18739686906337738)	(0.4259442389011383, 0.3402807414531708, 0.6230567693710327)	1951497100.0
365	1	(0.7598751187324524, 0.16406720876693726)	1	1565623354540000.0	(33.674461364746094, 61.36353302001953, 708.2169189453125)	(157.50755310058594, 274.4033203125, 91.8287582397461)	(-30.011611938476562, 68.48772430419922, 709.017333984375)	1.0	4.29563903809	(0.5542500019073486, 0.3207401931285858, 0.6258987784385681)	(155.1453857421875, 280.65045166015625, 94.1025390625)	3.6412811279300006	1.0	1.0	1.0	(0.7638317346572876, 0.183864027261734)	(0.4260020852088928, 0.34039634466171265, 0.623335063457489)	1951508203.0
366	1	(0.7501704096794128, 0.14414389431476593)	1	1565623354550000.0	(33.61676025390625, 61.302085876464844, 708.5681762695312)	(148.0924835205078, 282.8236389160156, 94.8935317993164)	(-30.094575881958008, 68.46543884277344, 709.3645629882812)	1.0	4.30335998535	(0.5543878078460693, 0.3208889961242676, 0.6265921592712402)	(149.3517303466797, 286.93743896484375, 96.39083099365234)	3.64926147461	1.0	1.0	1.0	(0.7480611205101013, 0.15718041360378265)	(0.42615312337875366, 0.3406423032283783, 0.6240180730819702)	1951519306.0
367	1	(0.7184262275695801, 0.11555832624435425)	1	1565623354560000.0	(33.476341247558594, 61.1837043762207, 709.09912109375)	(128.2880859375, 300.2857360839844, 101.24919128417969)	(-30.2393856048584, 68.3407211303711, 709.8936157226562)	1.0	4.31172180176	(0.5546356439590454, 0.3213583827018738, 0.6276326775550842)	(130.40042114257812, 295.95794677734375, 99.67399597167969)	3.6553192138699995	1.0	1.0	1.0	(0.7148879766464233, 0.10184366255998611)	(0.4264885187149048, 0.3410814106464386, 0.6250412464141846)	1951530409.0
368	1	(0.7007910013198853, 0.0905342847108841)	1	1565623354570000.0	(33.44688034057617, 61.08503723144531, 709.3682861328125)	(121.02908325195312, 309.1959228515625, 104.4922103881836)	(-30.262287139892578, 68.24520874023438, 710.1563720703125)	1.0	4.32012939453	(0.5546604990959167, 0.3216816484928131, 0.6281390190124512)	(119.87220001220703, 303.8544921875, 102.5481185913086)	3.63424682617	1.0	1.0	1.0	(0.7027289271354675, 0.07360763847827911)	(0.42657470703125, 0.34140798449516296, 0.6255573630332947)	1951541513.0
369	1	(0.6940663456916809, 0.07261621952056885)	1	1565623354580000.0	(33.439964294433594, 60.89524459838867, 709.1660766601562)	(119.80043029785156, 312.5942077636719, 105.72908020019531)	(-30.2309627532959, 68.05294799804688, 709.9686279296875)	1.0	4.313369750980001	(0.5546156167984009, 0.3221484124660492, 0.6277261972427368)	(115.85760498046875, 309.5087585449219, 104.6061019897461)	3.6350402832	1.0	1.0	1.0	(0.7006708383560181, 0.06283847242593765)	(0.4265711307525635, 0.3418707251548767, 0.6251217126846313)	1951552616.0
370	1	(0.6872279644012451, 0.05904875323176384)	1	1565623354590000.0	(33.4834098815918, 60.58790969848633, 708.9351806640625)	(117.61148834228516, 315.203125, 106.67864227294922)	(-30.162508010864258, 67.74280548095703, 709.7443237304688)	1.0	4.29644775391	(0.5545004606246948, 0.3229222595691681, 0.6272153258323669)	(111.77510070800781, 313.79010009765625, 106.16439056396484)	3.6186065673800005	1.0	1.0	1.0	(0.6970042586326599, 0.05457112193107605)	(0.42646440863609314, 0.34264326095581055, 0.6246137619018555)	1951563719.0
371	1	(0.6902469396591187, 0.05923287570476532)	1	1565623354600000.0	(33.49176788330078, 60.5062370300293, 708.8038940429688)	(117.60030364990234, 312.3302001953125, 105.63301086425781)	(-30.142637252807617, 67.65336608886719, 709.5992431640625)	1.0	4.2809753418000005	(0.5544737577438354, 0.3231249451637268, 0.6269080638885498)	(113.57740783691406, 313.7320251464844, 106.14323425292969)	3.62850952148	1.0	1.0	1.0	(0.6969855427742004, 0.06367529183626175)	(0.42643576860427856, 0.34283265471458435, 0.6243393421173096)	1951574822.0
372	1	(0.6915891766548157, 0.0633733719587326)	1	1565623354610000.0	(33.507450103759766, 60.51211929321289, 708.9832153320312)	(118.81061553955078, 311.9208984375, 105.48406219482422)	(-30.15596580505371, 67.66575622558594, 709.76806640625)	1.0	4.27665710449	(0.5544861555099487, 0.32313480973243713, 0.6272473335266113)	(114.37869262695312, 312.4254455566406, 105.66767883300781)	3.6285858154300006	1.0	1.0	1.0	(0.699012815952301, 0.06497219204902649)	(0.42642131447792053, 0.3428580164909363, 0.6246987581253052)	1951585925.0
373	1	(0.6923024654388428, 0.066916823387146)	1	1565623354630000.0	(33.49951934814453, 60.608463287353516, 709.0374145507812)	(120.07654571533203, 312.7115173339844, 105.77185821533203)	(-30.194013595581055, 67.75945281982422, 709.81884765625)	1.0	4.26599121094	(0.5545573234558105, 0.32289639115333557, 0.6273694038391113)	(114.80455017089844, 311.3072814941406, 105.26069641113281)	3.62734985352	1.0	1.0	1.0	(0.7011332511901855, 0.06246670335531235)	(0.42644158005714417, 0.3426116704940796, 0.6248222589492798)	1951597028.0
374	1	(0.69139164686203, 0.06919495761394501)	1	1565623354640000.0	(33.482887268066406, 60.701297760009766, 708.993896484375)	(121.5774917602539, 313.0824279785156, 105.90687561035156)	(-30.227176666259766, 67.86573028564453, 709.7702026367188)	1.0	4.256423950199999	(0.5546268224716187, 0.322598934173584, 0.6272956728935242)	(114.26078796386719, 310.5883483886719, 104.99903106689453)	3.61976623535	1.0	1.0	1.0	(0.7036474943161011, 0.06129145622253418)	(0.426470011472702, 0.3423522710800171, 0.6247498989105225)	1951608131.0
375	1	(0.6878646612167358, 0.06836767494678497)	1	1565623354650000.0	(33.45269012451172, 60.84935760498047, 708.9027099609375)	(121.60643005371094, 312.9508972167969, 105.8589859008789)	(-30.256807327270508, 68.00851440429688, 709.681396484375)	1.0	4.2507019043000005	(0.5546923279762268, 0.32219329476356506, 0.6271486878395081)	(112.15520477294922, 310.84942626953125, 105.09403228759766)	3.61766052246	1.0	1.0	1.0	(0.7036960124969482, 0.061708223074674606)	(0.4265206456184387, 0.3419334888458252, 0.6245909333229065)	1951619234.0
376	1	(0.6874973773956299, 0.07365909218788147)	1	1565623354660000.0	(33.39848327636719, 61.17170715332031, 708.8055419921875)	(120.86477661132812, 312.0188293457031, 105.51969909667969)	(-30.316884994506836, 68.32109069824219, 709.5855712890625)	1.0	4.23994445801	(0.5548176765441895, 0.3213305175304413, 0.627022922039032)	(111.9358901977539, 309.1796875, 104.4863052368164)	3.6124114990199994	1.0	1.0	1.0	(0.7024536728858948, 0.06466194987297058)	(0.42661747336387634, 0.3410448729991913, 0.6244475245475769)	1951630338.0
377	1	(0.6870368123054504, 0.07827505469322205)	1	1565623354670000.0	(33.38352966308594, 61.29928207397461, 708.866455078125)	(119.66041564941406, 312.9903564453125, 105.87330627441406)	(-30.339834213256836, 68.46005249023438, 709.6522216796875)	1.0	4.24024963379	(0.5548565983772278, 0.3209752142429352, 0.6271840929985046)	(111.66097259521484, 307.72308349609375, 103.9561538696289)	3.60662841797	1.0	1.0	1.0	(0.7004362344741821, 0.061583202332258224)	(0.426652193069458, 0.34071627259254456, 0.6245893836021423)	1951641441.0
378	1	(0.6886529922485352, 0.07919878512620926)	1	1565623354680000.0	(33.372344970703125, 61.41218185424805, 708.8643798828125)	(118.81124877929688, 312.7214050292969, 105.775390625)	(-30.35366439819336, 68.5611801147461, 709.6492919921875)	1.0	4.23248291016	(0.5548834800720215, 0.3207033574581146, 0.6271987557411194)	(112.6258316040039, 307.4315185546875, 103.85009765625)	3.5914306640599998	1.0	1.0	1.0	(0.6990138292312622, 0.06243543699383736)	(0.42667341232299805, 0.3404124677181244, 0.6246036291122437)	1951652544.0
379	1	(0.6889646053314209, 0.08197241276502609)	1	1565623354690000.0	(33.36784362792969, 61.558746337890625, 708.8502197265625)	(120.13249206542969, 312.76123046875, 105.78990936279297)	(-30.374366760253906, 68.68514251708984, 709.6405029296875)	1.0	4.22360229492	(0.5549244284629822, 0.32036876678466797, 0.6272069215774536)	(112.81180572509766, 306.5562744140625, 103.53150939941406)	3.58558654785	1.0	1.0	1.0	(0.7012269496917725, 0.06230912357568741)	(0.42667967081069946, 0.34001559019088745, 0.624600350856781)	1951663647.0
380	1	(0.6895490288734436, 0.08438490331172943)	1	1565623354700000.0	(33.3661003112793, 61.57212448120117, 708.879638671875)	(120.02204895019531, 313.0559997558594, 105.89720916748047)	(-30.382596969604492, 68.69123077392578, 709.6754760742188)	1.0	4.22274780273	(0.5549379587173462, 0.320361465215683, 0.6272783279418945)	(113.16072082519531, 305.7950134277344, 103.25440979003906)	3.5894622802699994	1.0	1.0	1.0	(0.7010419964790344, 0.06137499958276749)	(0.4266858994960785, 0.3399864733219147, 0.6246610283851624)	1951674750.0
381	1	(0.6882831454277039, 0.08065304160118103)	1	1565623354710000.0	(33.36343765258789, 61.54620361328125, 708.96630859375)	(118.78152465820312, 312.3821105957031, 105.65192413330078)	(-30.3996524810791, 68.65419006347656, 709.7599487304688)	1.0	4.22575378418	(0.5549654364585876, 0.32048243284225464, 0.6274406909942627)	(112.40498352050781, 306.9726257324219, 103.68301391601562)	3.5984954834	1.0	1.0	1.0	(0.6989641189575195, 0.06351056694984436)	(0.42669978737831116, 0.340076208114624, 0.6248288750648499)	1951685853.0
382	1	(0.6897013783454895, 0.0828537791967392)	1	1565623354730000.0	(33.316776275634766, 61.424015045166016, 709.02685546875)	(117.88717651367188, 310.6266174316406, 105.01298522949219)	(-30.449338912963867, 68.50702667236328, 709.8157958984375)	1.0	4.21774291992	(0.5550621747970581, 0.32089051604270935, 0.6275277137756348)	(113.25169372558594, 306.2781982421875, 103.43028259277344)	3.5949707031199996	1.0	1.0	1.0	(0.6974659562110901, 0.06907378137111664)	(0.42680084705352783, 0.340417742729187, 0.624923825263977)	1951696956.0
383	1	(0.6897363662719727, 0.0826742872595787)	1	1565623354740000.0	(33.28264236450195, 61.33140182495117, 708.9793701171875)	(117.72560119628906, 311.26116943359375, 105.24393463134766)	(-30.4888916015625, 68.38238525390625, 709.76123046875)	1.0	4.2165527343800004	(0.5551477074623108, 0.32120975852012634, 0.627398669719696)	(113.27261352539062, 306.3348083496094, 103.45088958740234)	3.5851287841800006	1.0	1.0	1.0	(0.697195291519165, 0.06706280261278152)	(0.4268660843372345, 0.34065496921539307, 0.6248101592063904)	1951708059.0
384	1	(0.6913425922393799, 0.08310679346323013)	1	1565623354750000.0	(33.2210807800293, 61.205711364746094, 708.9718017578125)	(117.86046600341797, 310.4888000488281, 104.96283721923828)	(-30.54898452758789, 68.24403381347656, 709.749267578125)	1.0	4.21398925781	(0.5552710294723511, 0.3215765953063965, 0.6273534893989563)	(114.23150634765625, 306.1983337402344, 103.40123748779297)	3.5753326416	1.0	1.0	1.0	(0.6974212527275085, 0.06951042264699936)	(0.42699068784713745, 0.34098994731903076, 0.6247677206993103)	1951719163.0
385	1	(0.6891917586326599, 0.08378253877162933)	1	1565623354760000.0	(33.09125518798828, 60.943851470947266, 709.035888671875)	(117.95606994628906, 311.9865417480469, 105.50792694091797)	(-30.696102142333984, 67.93399810791016, 709.7982177734375)	1.0	4.20614624023	(0.5555658936500549, 0.3224179744720459, 0.6274042725563049)	(112.94744873046875, 305.9850769042969, 103.32360076904297)	3.5676269531199996	1.0	1.0	1.0	(0.69758141040802, 0.06476424634456635)	(0.4272611141204834, 0.341706246137619, 0.6248383522033691)	1951730266.0
386	1	(0.689522385597229, 0.0790264904499054)	1	1565623354770000.0	(33.02227020263672, 60.84055709838867, 709.0476684570312)	(118.56776428222656, 311.57794189453125, 105.3592300415039)	(-30.768152236938477, 67.80695343017578, 709.8036499023438)	1.0	4.18991088867	(0.5557116270065308, 0.3227587938308716, 0.6273972392082214)	(113.14483642578125, 307.4858703613281, 103.86984252929688)	3.5640411377	1.0	1.0	1.0	(0.6986059546470642, 0.0660589411854744)	(0.4274023175239563, 0.34198543429374695, 0.6248377561569214)	1951741369.0
