Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	doubleclicrate	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	keypressedrate	leftclicrate	length	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numdoubleclic	numevents	numfixations	numkeypressed	numleftclic	numrightclic	numsaccades	numsamples	numsegments	relpathanglesrate	rightclicrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration	timetofirstdoubleclic	timetofirstkeypressed	timetofirstleftclic	timetofirstrightclic	Viz_doubleclicrate	Viz_enddistance	Viz_endpupilsize	Viz_fixationrate	Viz_leftclicrate	Viz_longestfixation	Viz_maxdistance	Viz_maxpupilsize	Viz_maxpupilvelocity	Viz_meandistance	Viz_meanfixationduration	Viz_meanpupilsize	Viz_meanpupilvelocity	Viz_mindistance	Viz_minpupilsize	Viz_minpupilvelocity	Viz_numdoubleclic	Viz_numevents	Viz_numfixations	Viz_numleftclic	Viz_numrightclic	Viz_numtransfrom_Bars	Viz_numtransfrom_Refs	Viz_numtransfrom_Text	Viz_numtransfrom_Viz	Viz_proportionnum	Viz_proportiontime	Viz_proptransfrom_Bars	Viz_proptransfrom_Refs	Viz_proptransfrom_Text	Viz_proptransfrom_Viz	Viz_rightclicrate	Viz_startdistance	Viz_startpupilsize	Viz_stddevdistance	Viz_stddevfixationduration	Viz_stddevpupilsize	Viz_stddevpupilvelocity	Viz_timetofirstdoubleclic	Viz_timetofirstfixation	Viz_timetofirstleftclic	Viz_timetofirstrightclic	Viz_timetolastdoubleclic	Viz_timetolastfixation	Viz_timetolastleftclic	Viz_timetolastrightclic	Viz_totaltimespent	Text_doubleclicrate	Text_enddistance	Text_endpupilsize	Text_fixationrate	Text_leftclicrate	Text_longestfixation	Text_maxdistance	Text_maxpupilsize	Text_maxpupilvelocity	Text_meandistance	Text_meanfixationduration	Text_meanpupilsize	Text_meanpupilvelocity	Text_mindistance	Text_minpupilsize	Text_minpupilvelocity	Text_numdoubleclic	Text_numevents	Text_numfixations	Text_numleftclic	Text_numrightclic	Text_numtransfrom_Bars	Text_numtransfrom_Refs	Text_numtransfrom_Text	Text_numtransfrom_Viz	Text_proportionnum	Text_proportiontime	Text_proptransfrom_Bars	Text_proptransfrom_Refs	Text_proptransfrom_Text	Text_proptransfrom_Viz	Text_rightclicrate	Text_startdistance	Text_startpupilsize	Text_stddevdistance	Text_stddevfixationduration	Text_stddevpupilsize	Text_stddevpupilvelocity	Text_timetofirstdoubleclic	Text_timetofirstfixation	Text_timetofirstleftclic	Text_timetofirstrightclic	Text_timetolastdoubleclic	Text_timetolastfixation	Text_timetolastleftclic	Text_timetolastrightclic	Text_totaltimespent	Refs_doubleclicrate	Refs_enddistance	Refs_endpupilsize	Refs_fixationrate	Refs_leftclicrate	Refs_longestfixation	Refs_maxdistance	Refs_maxpupilsize	Refs_maxpupilvelocity	Refs_meandistance	Refs_meanfixationduration	Refs_meanpupilsize	Refs_meanpupilvelocity	Refs_mindistance	Refs_minpupilsize	Refs_minpupilvelocity	Refs_numdoubleclic	Refs_numevents	Refs_numfixations	Refs_numleftclic	Refs_numrightclic	Refs_numtransfrom_Bars	Refs_numtransfrom_Refs	Refs_numtransfrom_Text	Refs_numtransfrom_Viz	Refs_proportionnum	Refs_proportiontime	Refs_proptransfrom_Bars	Refs_proptransfrom_Refs	Refs_proptransfrom_Text	Refs_proptransfrom_Viz	Refs_rightclicrate	Refs_startdistance	Refs_startpupilsize	Refs_stddevdistance	Refs_stddevfixationduration	Refs_stddevpupilsize	Refs_stddevpupilvelocity	Refs_timetofirstdoubleclic	Refs_timetofirstfixation	Refs_timetofirstleftclic	Refs_timetofirstrightclic	Refs_timetolastdoubleclic	Refs_timetolastfixation	Refs_timetolastleftclic	Refs_timetolastrightclic	Refs_totaltimespent	Bars_doubleclicrate	Bars_enddistance	Bars_endpupilsize	Bars_fixationrate	Bars_leftclicrate	Bars_longestfixation	Bars_maxdistance	Bars_maxpupilsize	Bars_maxpupilvelocity	Bars_meandistance	Bars_meanfixationduration	Bars_meanpupilsize	Bars_meanpupilvelocity	Bars_mindistance	Bars_minpupilsize	Bars_minpupilvelocity	Bars_numdoubleclic	Bars_numevents	Bars_numfixations	Bars_numleftclic	Bars_numrightclic	Bars_numtransfrom_Bars	Bars_numtransfrom_Refs	Bars_numtransfrom_Text	Bars_numtransfrom_Viz	Bars_proportionnum	Bars_proportiontime	Bars_proptransfrom_Bars	Bars_proptransfrom_Refs	Bars_proptransfrom_Text	Bars_proptransfrom_Viz	Bars_rightclicrate	Bars_startdistance	Bars_startpupilsize	Bars_stddevdistance	Bars_stddevfixationduration	Bars_stddevpupilsize	Bars_stddevpupilvelocity	Bars_timetofirstdoubleclic	Bars_timetofirstfixation	Bars_timetofirstleftclic	Bars_timetofirstrightclic	Bars_timetolastdoubleclic	Bars_timetolastfixation	Bars_timetolastleftclic	Bars_timetolastrightclic	Bars_totaltimespent
74_allsc	0.00453989667319	209	191.666666667	183	15.0111069989	575	3	7.14608989781e-05	-1	-1.0	-1	0.0	0.0	-1	3.07	0.606062178156	0.00383506824516	10.1808897387	0.0	4.76405993187e-05	44969	746.902101227	92.0	597.97	3.755	0.055	9.32571116221	1.30540686464	578.697633536	180.304347826	174.267782885	3.18462607479	0.00222250924204	1.56025737137	170.568174202	45.1041666667	3.29319859654	550.65	2.74	0.0	1.10536764153	0	2	161	0	2	0	96	5415	15	0.00486871955526	0.0	564.22	3.675	1.27310708408	8.8232900567	118.51798616	189.730644242	0.140916003889	0.00226817891109	1.20941970484	157.515564436	16.6546842892	1.82381826077	190.589402237	29029	25443.0963012	204.393715649	16374.5447234	4330.0	-1	-1	-1	-1	0.0	556.05	3.44	0.00544662309368	0.0	533	592.57	3.755	0.0177777777778	579.146854664	183	3.11387272727	0.00242683222499	552.4	2.87	0.0	0	0	20	0	0	1	0	1	11	0.124223602484	0.0816562520848	0.0769230769231	0.0	0.0769230769231	0.846153846154	0.0	572.25	3.755	6.65918632242	nan	0.173751795536	0.00229232034182	-1	58	-1	-1	-1	665272	-1	-1	3672	0.0	561.78	3.07	0.00546288167008	0.0	858	597.97	3.73	0.0277777777778	579.130744681	183	3.2069966237	0.00206136283342	550.65	2.86	0.0	0	0	112	0	0	2	8	83	8	0.695652173913	0.45591407414	0.019801980198	0.0792079207921	0.821782178218	0.0792079207921	0.0	564.22	3.675	9.09176690601	127.92896396	0.130116545103	0.0019630279103	-1	483	-1	-1	-1	667520	-1	-1	20502	0.0	563.81	3.02	0.00593368237347	0.0	258	593.02	3.505	0.01	575.122801724	168	3.21045454545	0.00211151789865	-1	-1	-1	0	0	17	0	0	0	8	8	1	0.105590062112	0.0637105561609	0.0	0.470588235294	0.470588235294	0.0588235294118	0.0	-1	-1	8.679038309	nan	0.116504615183	0.00189778929023	-1	-1	-1	-1	-1	512220	-1	-1	2865	0.0	586.11	3.17	0.00765306122449	0.0	167	587.34	3.465	0.0075	581.453181818	130	3.20919642857	0.00202417695473	-1	-1	-1	0	0	3	0	0	0	0	1	0	0.0186335403727	0.00871711623563	0.0	0.0	1.0	0.0	0.0	-1	-1	4.67409325753	nan	0.119509515733	0.00194436991693	-1	-1	-1	-1	-1	510504	-1	-1	392
11	0.00354599021651	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0.0	-1	3.25	0.646169091811	0.00363783346807	47.0	0.0	0.0	2998	65.163119719	25.0	-1	3.32	0.055	2.60652478876	1.09659747446	-1	130.555555556	199.827791642	3.18489726027	0.00332817017761	1.79605492157	65.163119719	25.0	2.60652478876	-1	2.74	0.0	2.60652478876	0	0	9	0	0	0	1	361	1	0.00508180454768	0.0	-1	3.13	1.39515883035	-1	43.4543182869	216.097474534	0.0723084486422	0.00432678148942	1.30564200715	0	0	0	8.77277979565	1175	1598.62233314	12.572384451	65.163119719	25.0	-1	-1	-1	-1	0.0	-1	3.23	0	0.0	-1	-1	3.27	0.01125	-1	-1	3.1246875	0.00403935185185	-1	2.99	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	3.13	-1	0	0.0562581563751	0.00293084524173	-1	-1	-1	-1	-1	-1	-1	-1	0	0.0	-1	3.15	0.0106666666667	0.0	117	-1	3.32	0.0277777777778	-1	93.75	3.205	0.00330720572057	-1	2.96	0.0	0	0	4	0	0	1	2	1	0	0.444444444444	0.151576394503	0.25	0.5	0.25	0.0	0.0	-1	3.25	-1	22.9110599202	0.0514514111218	0.00364967194066	-1	783	-1	-1	-1	2598	-1	-1	375	0.0	-1	3.25	0.00615384615385	0.0	200	-1	3.3	0.01	-1	162.5	3.21557692308	0.00233771929825	-1	3.12	0.0	0	0	4	0	0	0	2	2	0	0.444444444444	0.262732417138	0.0	0.5	0.5	0.0	0.0	-1	3.2	-1	34.8950808377	0.0456416375028	0.00187290867429	-1	916	-1	-1	-1	2132	-1	-1	650	0.0	-1	3.17	0.00666666666667	0.0	150	-1	3.19	0.0075	-1	150.0	3.12363636364	0.0034595959596	-1	3.06	0.0	0	0	1	0	0	0	0	0	0	0.111111111111	0.0606305578011	0	0	0	0	0.0	-1	3.09	-1	0	0.0403169262898	0.00234014757753	-1	416	-1	-1	-1	416	-1	-1	150
27	0.00374134698572	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0.0	579.55	3.27	0.513145209003	0.00410537119398	5.82456140351	0.0	0.0	2998	463.166869352	75.0	586.15	3.35	0.0075	6.17555825802	0.994177930843	579.546973294	193.666666667	136.356676901	3.22536127168	0.00147610780423	1.73440566986	136.242227427	44.3333333333	2.7417290305	575.87	3.03	0.0	1.83815350563	0	0	12	0	0	0	9	361	1	0.00593364922977	0.0	578.86	3.03	1.30267235602	1.11333437512	132.809729472	110.744942687	0.0571352283784	0.00126721372638	1.30454359646	127.462033154	15.5724115024	1.34639267973	10.9359572393	2324	1499.92344592	17.3440566986	1226.18004685	399.0	-1	-1	-1	-1	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0.0	579.55	3.27	0.0050597976081	0.0	516	585.34	3.35	0.0075	579.474672897	197.636363636	3.226443769	0.00148177083333	575.87	3.05	0.0	0	0	11	0	0	0	0	9	0	0.916666666667	0.743756414642	0.0	0.0	1.0	0.0	0.0	578.86	3.17	1.02611157814	138.543330931	0.0574426864342	0.00128556800931	-1	33	-1	-1	-1	2523	-1	-1	2174	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
20	0.00508620888363	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0.0	574.73	3.255	0.59564072444	0.00408163265306	5.0643153527	0.0	0.0	2998	654.388444924	91.0	580.96	3.505	0.005625	7.19108181235	1.35940491981	572.907191977	203.416666667	159.198520896	3.23670940171	0.00139371980676	1.80342596177	174.242998215	43.8181818182	3.34665404555	570.85	2.865	0.0	1.78328109637	0	0	12	0	0	0	11	361	1	0.00613410191079	0.0	572.51	3.02	1.30236502629	1.31524160638	77.5493489022	164.004920777	0.176717081064	0.00113504243196	1.08820530707	189.655395717	18.8510911186	2.04795877903	14.9534541179	2441	1751.18372985	18.0342596177	1916.67298037	482.0	-1	-1	-1	-1	0.0	571.13	3.19	0.00925925925926	0.0	108	572.4	3.19	0.004375	571.813571429	108.0	3.05553571429	0.00166170634921	571.13	2.895	0.0	0	0	1	0	0	0	0	0	0	0.0833333333333	0.0367346938776	0	0	0	0	0.0	572.26	2.895	0.320811636042	0	0.0887082117134	0.00119161315245	-1	700	-1	-1	-1	700	-1	-1	108	0.0	574.73	3.255	0.00496277915633	0.0	375	577.14	3.465	0.005	572.94502994	201.5	3.22023668639	0.00128599254743	571.12	2.865	0.0	0	0	6	0	0	0	1	4	0	0.5	0.411224489796	0.0	0.2	0.8	0.0	0.0	572.51	3.02	1.09174607261	98.3031026977	0.172977092699	0.0010867589709	-1	75	-1	-1	-1	2041	-1	-1	1209	0.0	574.66	3.29	0.00480192076831	0.0	233	580.96	3.505	0.005	573.320491803	208.25	3.36295081967	0.00140495867769	571.48	3.235	0.0	0	0	4	0	0	0	2	1	1	0.333333333333	0.283333333333	0.0	0.5	0.25	0.25	0.0	571.5	3.245	1.56831691247	17.7458915433	0.0826591980112	0.00103332930148	-1	891	-1	-1	-1	2765	-1	-1	833	0.0	571.55	3.17	0	0.0	-1	571.55	3.17	0.0025	571.514	-1	3.134	0.000861111111111	571.49	3.12	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	571.53	3.13	0.025099800796	0	0.0204328167417	0.000952933660717	-1	-1	-1	-1	-1	-1	-1	-1	0
18	0.00437555135566	183	183.0	183	0	183	1	0.000376647834275	-1	-1.0	-1	0	0.0	561.78	3.52	0.487114740957	0.00376647834275	6.42123287671	0.0	0.0	2997	573.550827605	67.0	578.13	3.585	0.02125	8.5604601135	1.29078764992	557.385436893	187.5	143.698848582	3.22735109718	0.00167961772061	1.69011482622	147.070334449	41.7142857143	2.92820448816	550.65	2.78	0.0	1.32970390543	0	0	10	0	0	0	7	361	1	0.00509262471178	0.0	550.79	3.19	0.963366017858	5.22274162528	111.837431619	177.003449206	0.166729893766	0.00190667190117	1.04026074409	189.888037333	13.683497186	2.53209750015	11.6170888493	1875	1293.28963724	13.5209186098	1029.49234114	292.0	-1	-1	-1	-1	0.0	556.05	3.045	0	0.0	-1	575.43	3.22	0.01	557.949090909	-1	3.09666666667	0.00249053030303	552.4	2.95	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	552.4	3.115	7.35325254182	0	0.0593198160795	0.00267426986787	-1	-1	-1	-1	-1	-1	-1	-1	0	0.0	561.78	3.52	0.00521739130435	0.0	475	578.13	3.585	0.0075	557.034115044	191.666666667	3.276875	0.0014546460177	550.65	3.03	0.0	0	0	9	0	0	0	0	7	0	0.9	0.649717514124	0.0	0.0	1.0	0.0	0.0	550.79	3.19	5.08561713638	117.795373424	0.167650034569	0.00132008076625	-1	50	-1	-1	-1	2656	-1	-1	1725	0.0	563.81	3.195	0	0.0	-1	566.68	3.195	0.005	553.196666667	-1	3.10568181818	0.00140782828283	550.98	3.05	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	551.04	3.11	4.31353605912	0	0.0319707997184	0.00138825743221	-1	-1	-1	-1	-1	-1	-1	-1	0	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
30	0.00664310492796	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0.0	-1	3.21	0.457633784972	0.0048309178744	8.62189054726	0.0	0.0	2998	198.69259568	50.0	-1	3.33	0.01875	3.9738519136	1.48971628009	-1	133.307692308	102.62437628	3.18860759494	0.00328142536476	1.44042568819	116.861591738	40.2	2.74162382058	-1	3.08	0.0	1.47529408172	0	0	13	0	0	0	5	361	1	0.00588802771093	0.0	-1	3.23	1.30072341334	-1	44.4416932909	84.6832862752	0.0457941336013	0.00280703802613	1.4071111138	61.8169792124	14.7037410206	0.940586432812	17.8765953611	1733	1231.49251536	15.8446825701	584.307958691	201.0	-1	-1	-1	-1	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0.0	-1	3.21	0.00705218617772	0.0	175	-1	3.25	0.01125	-1	141.8	3.18779816514	0.00325757575758	-1	3.08	0.0	0	0	5	0	0	0	2	2	0	0.384615384615	0.263470828688	0.0	0.5	0.5	0.0	0.0	-1	3.23	-1	30.4827820253	0.0335922664757	0.00231261662962	-1	833	-1	-1	-1	2898	-1	-1	709	0.0	-1	3.19	0.00780031201248	0.0	183	-1	3.26	0.01	-1	128.2	3.17504273504	0.00295580808081	-1	3.1	0.0	0	0	5	0	0	0	3	2	0	0.384615384615	0.238201412114	0.0	0.6	0.4	0.0	0.0	-1	3.1	-1	48.4891740495	0.0340543159355	0.00238442882925	-1	1349	-1	-1	-1	2615	-1	-1	641	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
28	0.00403046564838	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0.0	-1	3.36	0.688058719003	0.00357270453733	8.59493670886	0.0	0.0	2998	586.886221966	92.0	-1	3.39	0.0144444444444	6.37919806485	1.25347481665	-1	135.8	213.98626161	3.08435820896	0.00318287037037	1.57152426722	385.582880557	79.0	4.58565614718	-1	2.86	0.0	2.79211422951	0	0	10	0	0	0	2	361	1	0.00449167350402	0.0	-1	3.12	1.33223701294	-1	54.854960274	210.973019181	0.1088623398	0.00248294201044	1.23979110578	284.685915572	18.3847763109	2.53645130466	11.2812733498	1358	1925.87635449	12.5721941377	771.165761114	158.0	-1	-1	-1	-1	0.0	-1	3.22	0.0120481927711	0.0	83	-1	3.22	0.0111111111111	-1	83.0	3.03	0.00304783950617	-1	2.93	0.0	0	0	1	0	0	0	0	0	0	0.1	0.0296534476599	0	0	0	0	0.0	-1	2.98	-1	0	0.0973538791101	0.00263414271426	-1	691	-1	-1	-1	691	-1	-1	83	0.0	-1	3.36	0.00741656365884	0.0	233	-1	3.39	0.01125	-1	134.833333333	3.09349462366	0.00288527934714	-1	2.86	0.0	0	0	6	0	0	0	1	3	1	0.6	0.28903179707	0.0	0.2	0.6	0.2	0.0	-1	3.08	-1	66.1072361143	0.12998603864	0.00217831063599	-1	874	-1	-1	-1	2656	-1	-1	809	0.0	-1	3.32	0.00600600600601	0.0	183	-1	3.35	0.0075	-1	166.5	3.10972222222	0.00273148148148	-1	2.97	0.0	0	0	2	0	0	0	1	1	0	0.2	0.118971061093	0.0	0.5	0.5	0.0	0.0	-1	2.97	-1	23.3345237792	0.0907267832911	0.00220279203943	-1	1365	-1	-1	-1	1590	-1	-1	333	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
3	0.00417356807842	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0.0	-1	3.07	0.670848612089	0.00381679389313	4.45684210526	0.0	0.0	2998	746.902101227	91.0	-1	3.29	0.01125	8.89169168127	1.2028223202	-1	192.454545455	193.338570004	3.075	0.00309517723245	1.42497771489	294.529513981	59.375	4.448666078	-1	2.91	0.0	2.64081598062	0	0	11	0	0	0	8	361	1	0.00444996510547	0.0	-1	2.99	1.46619643481	-1	135.027673931	187.843307481	0.0831581739765	0.00240168098238	1.43355304277	227.598712973	22.0967838642	2.02059454395	12.028223202	2117	1933.38570004	12.824799434	2356.23611185	475.0	-1	-1	-1	-1	0.0	-1	3.2	0.00187617260788	0.0	533	-1	3.2	0.01	-1	533.0	3.03333333333	0.00262596899225	-1	2.91	0.0	0	0	1	0	0	0	0	0	0	0.0909090909091	0.184941013185	0	0	0	0	0.0	-1	2.96	-1	0	0.0748590406631	0.00220259179903	-1	184	-1	-1	-1	184	-1	-1	533	0.0	-1	3.07	0.00620261888353	0.0	325	-1	3.29	0.01125	-1	161.222222222	3.09206751055	0.00322885939036	-1	2.97	0.0	0	0	9	0	0	0	0	7	1	0.818181818182	0.50346981263	0.0	0.0	0.875	0.125	0.0	-1	2.99	-1	82.1884690479	0.0822534044381	0.00244465704557	-1	792	-1	-1	-1	2615	-1	-1	1451	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
60	0.00746466966919	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0.0	575.01	3.395	0.559010738224	0.00375298532924	4.14659685864	0.0	0.000341180484476	2998	548.586631186	67.0	586.49	3.41	0.0177777777778	8.31191865434	2.18789468004	578.223128655	144.0	163.846047373	3.14383954155	0.00165499016716	1.48478733429	221.132277451	47.75	3.95055662601	573.27	2.91	0.0	1.32818693574	0	1	11	0	1	0	8	361	1	0.00455922415852	0.0	579.57	3.035	0.986153337763	2.19022565579	55.7171427839	160.944686012	0.0958072930287	0.00161647901186	0.936390891094	188.780685162	15.9082189	2.52385174549	21.8789468004	1584	1638.46047373	13.3630860086	1769.05821961	382.0	-1	-1	138897	-1	0.0	578.17	3.155	0.00722543352601	0.0	208	586.2	3.22	0.0177777777778	578.933529412	138.4	3.10171497585	0.00171866275824	573.27	2.91	0.0	0	0	5	0	0	1	0	0	4	0.454545454545	0.236096895258	0.2	0.0	0.0	0.8	0.0	579.57	3.035	1.50678442537	54.0767972424	0.0600471571793	0.00184921580314	-1	933	-1	-1	-1	1966	-1	-1	692	0.0	575.01	3.395	0.00856531049251	0.0	142	586.49	3.41	0.004375	576.325326087	116.75	3.23957894737	0.00154476950355	574.34	3.08	0.0	0	0	4	0	0	0	1	2	1	0.363636363636	0.15933128625	0.0	0.25	0.5	0.25	0.0	578.02	3.145	2.35697070018	29.9708191413	0.109115552546	0.00107291762943	-1	2090	-1	-1	-1	2832	-1	-1	467	0.0	576.26	3.13	0.00387596899225	0.0	258	577.6	3.13	0.00277777777778	576.979411765	258.0	3.09352941176	0.00117647058824	576.26	3.07	0.0	0	0	1	0	0	0	0	1	0	0.0909090909091	0.0880245649949	0.0	0.0	1.0	0.0	0.0	577.6	3.07	0.311457673453	0	0.0189377851367	0.000787770087458	-1	2257	-1	-1	-1	2257	-1	-1	258	0.0	578.1	3.13	0.0059880239521	0.0	167	584.08	3.21	0.0075	580.465652174	167.0	3.16854166667	0.00178743961353	577.99	3.085	0.0	0	0	1	0	0	0	0	0	0	0.0909090909091	0.0569771409075	0	0	0	0	0.0	579.69	3.185	2.03412662985	0	0.0341505352516	0.00187022603424	-1	725	-1	-1	-1	725	-1	-1	167
76	0.00481115027523	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0.0	-1	2.96	0.575024294236	0.00365096750639	11.6445783133	0.0	0.0	2998	248.687061811	75.0	-1	3.32	0.0133333333333	3.31582749082	1.46419340043	-1	193.3	174.999060212	3.13401234568	0.00273417835311	2.23594688548	171.25853044	55.3333333333	3.06339686428	-1	2.87	0.0	2.69329359186	0	0	10	0	0	0	3	361	1	0.00653069553992	0.0	-1	3.01	1.33972063101	-1	130.673511725	209.388383251	0.118781011276	0.00225190635599	1.08879112767	67.0885926356	17.616280349	0.327524430429	13.1777406039	1933	1574.99154191	17.8875750838	513.775591321	166.0	-1	-1	-1	-1	0.0	-1	3.29	0.00328947368421	0.0	491	-1	3.3	0.01	-1	304.0	3.0682	0.00292375283447	-1	2.87	0.0	0	0	2	0	0	0	0	0	1	0.2	0.221978824388	0.0	0.0	0.0	1.0	0.0	-1	2.9	-1	264.457936164	0.119885298717	0.00241506250568	-1	108	-1	-1	-1	291	-1	-1	608	0.0	-1	2.96	0.00603773584906	0.0	350	-1	3.32	0.0133333333333	-1	165.625	3.16339285714	0.00264612954186	-1	2.92	0.0	0	0	8	0	0	0	0	7	1	0.8	0.483753194597	0.0	0.0	0.875	0.125	0.0	-1	3.01	-1	87.1008241719	0.106046386089	0.00217231547546	-1	974	-1	-1	-1	2623	-1	-1	1325	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0.0	-1	-1	0	0.0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
