Data properties:

Recording date: 5/20/2011
Recording time: 15:18:06:000 (corresponds to time 0)
Study: Pilot6
Subject: P12
Recording: Pilot12
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Fixation radius: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	49	216	543	485	
2	265	333	601	471	
3	599	267	517	467	
4	865	350	667	308	
5	1215	283	325	227	
6	1498	200	225	211	
7	1698	300	360	106	
8	1998	300	280	19	
9	2297	333	558	352	
10	2631	250	512	382	
11	2881	216	628	384	
12	3097	266	687	372	
13	3363	283	491	333	
14	3647	316	550	337	
15	3963	233	614	350	
16	4196	333	600	502	
17	4529	250	509	481	
18	4779	250	584	484	
19	5029	200	663	483	
20	5229	383	715	482	
21	5612	266	539	494	
22	5878	483	618	497	
23	6361	183	553	520	
24	6545	450	710	520	
25	6994	300	596	526	
26	7294	350	500	362	
27	7644	350	653	338	
28	7994	250	548	137	
29	8243	550	722	436	
30	8793	250	456	396	
31	9043	366	412	371	
32	9409	350	351	363	
33	9759	2931	409	374	
34	12690	283	501	404	
35	12974	233	439	399	
36	13207	416	503	419	
37	13623	266	651	349	
38	13890	300	636	391	
39	14189	350	437	365	
40	14539	933	646	343	
41	15472	433	332	224	
42	15905	283	702	433	
43	16188	233	508	429	
44	16421	333	449	292	
45	16754	233	313	259	
46	16987	200	355	253	
47	17187	450	551	297	
48	17637	267	580	479	
49	17903	266	776	283	
50	18170	366	816	287	
51	18536	266	795	327	
52	18802	933	759	332	
53	19735	683	719	459	
54	20418	266	553	338	
55	20684	450	469	283	
56	21134	333	571	284	
57	21467	150	400	281	
58	21617	1782	474	277	
59	23399	633	555	285	
60	24032	650	466	277	
61	24682	933	554	303	
62	25614	167	569	407	
63	25781	216	557	348	
64	25998	200	571	285	
65	26197	250	709	236	
66	26447	200	540	289	
67	26647	183	-1186	953	
68	26830	117	-1234	975	
69	26947	117	-1108	986	
70	27263	50	-1147	864	
71	27430	167	495	215	
72	27596	799	569	294	
73	28396	250	693	449	
74	28646	216	573	289	
75	28862	316	560	365	
76	29179	266	556	554	
77	29445	500	554	295	
78	29945	633	454	276	
79	30578	700	560	289	
80	31277	183	576	386	
81	31461	233	555	353	
82	31694	150	553	496	
83	31844	216	458	312	
84	32060	450	458	266	
85	32510	1532	560	287	
86	34042	217	712	250	
87	34259	700	563	296	
88	34958	250	727	237	
89	35208	233	409	286	
90	35441	200	308	325	
91	35641	433	772	263	
92	36074	250	815	287	
93	36324	450	799	326	
94	36773	283	941	252	
95	37056	150	776	308	
96	37206	300	520	367	
97	37506	300	232	108	
98	37806	200	480	440	
99	38006	316	442	517	
100	38323	300	559	525	
101	38622	633	429	512	
102	39255	183	374	509	
103	39438	716	503	502	
104	40155	633	448	511	
105	40787	233	515	500	
106	41021	233	532	457	
107	41254	216	399	467	
108	41470	283	384	501	
109	41753	566	457	509	
110	42320	316	514	505	
111	42636	400	1074	235	
112	43036	217	543	472	
113	43252	500	508	514	
114	43752	483	536	471	
115	44235	266	513	505	
116	44502	733	414	472	
117	45234	1199	544	460	
118	46434	333	415	453	
119	46767	366	537	435	
120	47133	733	413	450	
121	47866	500	504	503	
122	48366	250	326	306	
123	48615	100	318	348	
124	48848	100	354	338	
125	48948	433	264	328	
126	49382	200	350	353	
127	49714	17	598	555	
128	49847	200	530	530	
129	50048	166	306	326	
130	50214	583	372	348	
131	50797	167	509	519	
132	50964	899	446	504	
133	51863	1066	520	501	
134	52929	167	443	426	
135	53096	100	443	463	
136	53195	333	454	520	
137	53529	366	577	519	
138	53895	583	555	462	
139	54478	283	522	507	
140	54761	167	542	460	
141	54928	183	466	503	
142	55111	250	557	468	
143	55361	349	524	505	
144	55710	933	565	476	
145	56643	433	527	517	
146	57076	250	546	461	
147	57326	583	451	494	
148	57909	367	515	500	
149	58276	383	455	485	
150	58659	133	443	418	
151	58792	783	464	475	
152	59575	300	553	469	
153	59874	267	505	512	
154	60141	300	466	492	
155	60441	233	518	490	
156	60674	649	421	451	
157	61323	266	516	492	
158	61589	900	558	460	
159	62489	117	514	453	
160	62606	966	524	510	
161	63572	283	441	511	
162	64005	949	528	511	
163	64954	200	584	524	
164	65504	100	521	510	
165	65604	933	462	516	
166	66536	300	522	502	
167	66953	117	514	499	
168	67385	17	519	519	
169	67785	17	400	455	
170	67952	416	388	485	
171	68368	434	512	492	
172	68802	1083	414	468	
173	70017	83	340	344	
174	70100	184	308	294	
175	70284	117	313	353	
176	70401	349	359	356	
177	70750	200	269	345	
178	70950	233	269	150	
179	71183	166	305	136	
180	71349	200	340	152	
181	71549	233	273	150	
182	71782	267	322	150	
183	72049	233	268	160	
184	72282	350	328	190	
185	72632	266	237	180	
186	72898	233	311	185	
187	73131	183	362	183	
188	73314	233	272	218	
189	73548	633	321	226	
190	74181	300	285	281	
191	74480	216	342	264	
192	74697	217	262	267	
193	74913	300	314	278	
194	75213	350	366	265	
195	75563	533	403	447	
196	76096	166	460	434	
197	76263	267	512	519	
198	76529	316	421	470	
199	76846	200	448	388	
200	77046	350	412	460	
201	77395	866	427	416	
202	78262	633	389	444	
203	78894	300	417	484	
204	79194	167	401	421	
205	79477	117	450	364	
206	79594	167	402	442	
207	79993	51	455	479	
208	80226	150	451	432	
209	80377	250	471	374	
210	80627	633	405	461	
211	81259	583	444	421	
212	81842	167	438	333	
213	82009	250	441	424	
214	82259	366	501	394	
215	82625	366	448	405	
216	82991	150	486	349	
217	83141	566	504	400	
218	83708	267	496	503	
219	83974	583	439	391	
220	84557	616	493	387	
221	85173	283	445	402	
222	85457	266	467	304	
223	85839	33	429	309	
224	86005	117	462	415	
225	86123	450	465	355	
226	86572	500	446	394	
227	87072	233	515	408	
228	87305	566	471	346	
229	87871	250	444	391	
230	88121	166	456	541	
231	88288	366	475	339	
232	88654	532	506	302	
233	89186	583	494	347	
234	89769	383	518	317	
235	90152	150	532	403	
236	90303	349	508	369	
237	90652	133	522	304	
238	90903	116	507	287	
239	91186	466	512	301	
240	91652	133	532	357	
241	91785	433	483	343	
242	92218	267	496	499	
243	92485	200	545	539	
244	92685	1382	402	531	
245	94067	116	421	456	
246	94184	267	438	489	
247	94450	483	405	541	
248	94933	400	443	485	
249	95500	66	473	482	
250	95682	533	457	506	
251	96216	417	505	483	
252	96632	216	402	472	
253	96965	200	406	446	
254	97165	117	436	510	
255	97282	300	437	458	
256	97581	216	396	400	
257	97798	716	442	477	
258	98814	250	305	324	
259	99064	249	357	358	
260	99313	467	273	351	
261	99780	600	356	353	
262	100379	117	367	316	
263	100496	150	481	569	
264	100646	316	349	535	
265	100962	616	360	495	
266	107807	100	231	171	
267	107908	199	270	161	
268	108107	217	231	118	
269	108324	166	279	136	
270	108490	217	334	172	
271	108707	433	281	198	
272	109140	550	407	442	
273	109689	683	367	346	
274	110372	217	393	443	
275	110589	283	429	372	
276	110872	366	390	436	
277	111238	166	776	331	
278	111405	666	898	297	
279	112071	1033	440	391	
280	113104	350	475	444	
281	113653	133	447	367	
282	113787	183	415	548	
283	114153	234	446	398	
284	114502	733	926	155	
285	115235	916	906	206	
286	116151	567	455	380	
287	116718	100	428	463	
288	116818	249	408	434	
289	117067	683	939	216	
290	117750	200	918	170	
291	117950	250	924	134	
292	118200	133	884	187	
293	118333	233	455	447	
294	118566	799	420	455	
295	119365	150	443	401	
296	119515	334	414	453	
297	119849	350	384	492	
298	120199	532	449	471	
299	120731	267	476	536	
300	120998	250	433	445	
301	121248	150	456	391	
302	121398	449	475	441	
303	121847	217	461	491	
304	122181	433	451	482	
305	122614	666	425	454	
306	123280	167	873	232	
307	123646	83	526	412	
308	123729	284	490	444	
309	124146	17	444	496	
310	124345	200	448	478	
311	124546	200	529	483	
312	124862	300	510	465	
313	125162	250	921	252	
314	125412	216	937	205	
315	125628	350	915	160	
316	125978	333	461	472	
317	126311	866	901	289	
318	127177	200	548	421	
319	127377	566	512	485	
320	128060	200	519	458	
321	128410	217	516	474	
322	128993	84	415	417	
323	129226	17	414	395	
324	129476	17	498	545	
325	129709	183	503	431	
326	130142	17	507	451	
327	130442	33	395	441	
328	130592	200	412	438	
329	130792	266	589	492	
330	131058	333	498	495	
331	131391	250	422	414	
332	131642	100	487	461	
333	131924	217	507	503	
334	132341	183	525	497	
335	132524	483	451	492	
336	133007	749	505	492	
337	133990	416	463	516	
338	134606	83	492	452	
339	134806	216	355	342	
340	135022	133	294	341	
341	135155	250	298	181	
342	135405	283	341	171	
343	135688	300	260	177	
344	135988	366	329	161	
345	136354	183	364	158	
346	136537	400	251	185	
347	136937	333	326	189	
348	137270	266	260	216	
349	137537	466	345	215	
350	138003	217	301	285	
351	138220	333	350	356	
352	138553	416	525	520	
353	138969	450	540	454	
354	139419	683	520	493	
355	140102	266	540	423	
356	140369	250	514	492	
357	140618	316	560	439	
358	140934	483	581	398	
359	141417	250	510	395	
360	141668	249	886	267	
361	141917	450	561	451	
362	142367	267	545	364	
363	142633	317	921	247	
364	142950	150	849	317	
365	143300	183	554	442	
366	143483	367	525	381	
367	143850	217	571	397	
368	144066	366	545	443	
369	144432	433	566	392	
370	144982	17	528	380	
371	145132	250	546	397	
372	145382	617	544	351	
373	145998	400	521	391	
374	146398	416	546	346	
375	146814	150	530	409	
376	147114	166	526	402	
377	147280	533	544	338	
378	147813	183	518	300	
379	147996	250	561	370	
380	148430	233	542	332	
381	148663	233	523	396	
382	148896	432	596	403	
383	149329	1183	540	334	
384	150511	450	479	339	
385	150962	100	475	275	
386	151062	133	516	286	
387	151195	100	488	309	
388	151411	700	484	333	
389	152111	466	539	334	
390	152577	449	503	359	
391	153026	300	520	295	
392	153326	533	556	339	
393	153860	300	537	382	
394	154275	983	519	294	
395	155475	166	539	401	
396	155774	517	537	553	
397	156458	84	441	317	
398	156541	166	635	371	
399	156708	166	788	330	
400	156873	333	798	374	
401	157207	117	478	535	
402	157323	233	478	593	
403	157557	384	427	594	
404	157940	350	455	524	
405	158290	133	477	484	
406	158423	100	489	563	
407	158523	350	418	571	
408	158873	366	500	561	
409	159239	350	915	305	
410	159589	800	473	526	
411	160389	249	390	513	
412	160638	117	385	447	
413	160755	100	329	432	
414	160855	349	446	493	
415	161204	683	474	454	
416	161887	117	501	426	
417	162437	133	475	462	
418	162687	133	501	443	
419	162821	250	525	389	
420	163070	350	478	511	
421	163420	267	499	458	
422	163687	666	570	465	
423	164353	333	500	459	
424	164686	466	441	445	
425	165152	267	489	548	
426	165419	266	553	438	
427	165685	183	476	513	
428	166002	949	531	401	
429	166951	949	510	457	
430	167900	266	557	385	
431	168166	233	597	369	
432	168400	233	568	287	
433	168633	267	499	364	
434	168900	700	478	447	
435	169599	150	399	463	
436	169749	166	467	421	
437	169916	433	473	372	
438	170349	383	507	405	
439	170732	750	486	351	
440	171481	250	454	435	
441	171731	217	503	395	
442	171948	250	507	352	
443	172197	750	551	348	
444	172947	100	495	394	
445	173047	100	495	354	
446	173147	100	508	387	
447	173247	616	530	320	
448	173863	416	492	376	
449	187787	433	969	256	
450	188219	1249	580	283	
451	189468	183	843	199	
452	189652	316	910	170	
453	189967	450	953	149	
454	190418	283	903	149	
455	190701	183	926	118	
456	190884	416	545	286	
457	191300	550	524	319	
458	191850	216	552	275	
459	192066	566	522	326	
460	192633	316	561	269	
461	192949	217	518	336	
462	193166	217	553	382	
463	193382	383	572	266	
464	193898	283	556	273	
465	194315	117	295	134	
466	503138	17	536	213	
467	511561	150	472	400	
468	513826	283	411	503	
469	514110	366	265	674	
470	514476	150	270	637	
471	514626	333	287	587	
