Data properties:

Recording date: 9/23/2011
Recording time: 15:50:04:000 (corresponds to time 0)
Study: Pilot6
Subject: P14
Recording: Pilot14
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Fixation radius: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
15	132	616	532	456	
16	748	566	572	451	
17	1315	866	639	451	
18	2331	166	1256	129	
19	2497	3681	736	159	
20	6178	466	806	158	
21	6645	200	389	301	
22	6845	233	695	737	
23	7078	216	763	731	
24	7294	133	523	879	
25	7428	550	34	863	
26	7977	217	-1386	1009	
27	9860	49	403	762	
28	25199	116	281	379	
29	25315	216	508	454	
30	25532	949	319	437	
31	26481	300	309	381	
32	26781	200	444	441	
33	26981	599	306	431	
34	27580	216	361	449	
35	27797	516	528	446	
36	28313	217	332	451	
37	28530	216	368	448	
38	31361	116	349	456	
39	31477	117	292	442	
40	31594	166	855	449	
41	31761	649	705	454	
42	32410	217	808	442	
43	32626	250	723	453	
44	32876	100	608	733	
45	37856	500	836	450	
46	38356	316	737	475	
47	38673	183	566	453	
48	38856	300	370	452	
49	39156	150	307	444	
50	39305	117	675	453	
51	39539	83	798	491	
52	39622	350	708	488	
53	39972	466	832	490	
54	40438	100	380	889	
55	40938	16	1031	-176	
56	44319	283	723	527	
57	44602	300	849	525	
58	44902	533	830	558	
59	46334	17	1130	183	
60	49249	83	816	546	
61	52530	17	729	520	
62	52880	483	823	576	
63	53363	300	951	569	
64	53662	133	833	572	
65	53796	300	717	574	
66	54095	1499	833	609	
67	55595	450	711	608	
68	56044	583	822	623	
69	56627	433	811	805	
70	57060	216	813	688	
71	57277	716	811	802	
72	57993	683	845	661	
73	58676	400	713	614	
74	59075	250	851	645	
75	59325	383	942	663	
76	59708	566	830	652	
77	60275	200	941	661	
78	60475	550	528	495	
79	61024	216	416	493	
80	61241	233	537	499	
81	61474	216	392	495	
82	61690	183	303	448	
83	61874	600	866	661	
84	62473	983	948	672	
85	64639	100	875	653	
86	64738	500	933	663	
87	65238	167	690	733	
