Sc_id	abspathanglesrate	doubleclicrate	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	keypressedrate	leftclicrate	length	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numdoubleclic	numevents	numfixations	numkeypressed	numleftclic	numrightclic	numsaccades	numsamples	numsegments	relpathanglesrate	rightclicrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration	timetofirstdoubleclic	timetofirstkeypressed	timetofirstleftclic	timetofirstrightclic	single_doubleclicrate	single_fixationrate	single_leftclicrate	single_longestfixation	single_meanfixationduration	single_numdoubleclic	single_numevents	single_numfixations	single_numleftclic	single_numrightclic	single_numtransfrom_single	single_numtransto_single	single_proportionnum	single_proportiontime	single_proptransfrom_single	single_proptransto_single	single_rightclicrate	single_stddevfixationduration	single_timetofirstdoubleclic	single_timetofirstfixation	single_timetofirstleftclic	single_timetofirstrightclic	single_timetolastdoubleclic	single_timetolastfixation	single_timetolastleftclic	single_timetolastrightclic	single_totaltimespent
Event_36	0.00468464690623	0.0	677.85	3.52	0.487459035877	0.00309506880254	8.65743782262	0.0	8.36505081768e-05	23909	839.602718534	92.0	690.825	3.71	0.07	9.9149909283	1.53431812166	676.739288491	249.310810811	159.652850531	3.33305987558	0.00182361329662	1.50112438575	154.792600302	37.3859649123	3.51153448049	670.43	2.14	0.0	1.48256995221	0	2	74	0	2	0	57	2872	1	0.00452051343736	0.0	675.615	3.46	1.25440712233	1.8532913155	153.74101383	169.679093117	0.137158002644	0.00245820191595	1.22292381809	158.670691858	15.5399880331	2.00414163497	112.005222881	18449	11654.6580888	108.080955774	8823.17821719	2131.0	-1	-1	163567	-1	0.0	0.00474710857932	4.18252540884e-05	475	210.654545455	0	1	55	1	0	50	50	0.743243243243	0.484587393868	1.0	1.0	0.0	91.0647344398	-1	3689	22827	-1	-1	22352	-1	-1	11586
Event_52	0.00476420431269	0.0	677.68	3.14	0.413815002564	0.00278146262142	13.102173913	0.0	8.55834652745e-05	23369	755.583000474	67.0	683.79	3.62	0.04375	11.277358216	1.73960454036	675.477315982	278.169230769	151.10066867	3.26001830012	0.00186852806415	1.42540837493	131.149346249	32.8571428571	3.45266568685	663.92	2.75	0.0	1.76036109039	0	2	65	0	2	0	42	2807	1	0.00384272872698	0.0	674.665	3.315	1.0913403898	1.30536887153	182.217724271	176.229361162	0.127826743021	0.00218251533053	0.994668625391	144.132287939	12.6867924958	2.01088701647	111.334690583	18081	9670.44279491	89.8007276207	5508.27254247	1380.0	-1	-1	259235	-1	0.0	0.00420111126169	4.27917326373e-05	650	238.032258065	0	1	31	1	0	23	23	0.476923076923	0.31576019513	1.0	1.0	0.0	135.467950421	-1	392	22108	-1	-1	19229	-1	-1	7379
Event_14	0.00402468493197	0.0	678.415	3.24	0.533309069159	0.00298529741025	8.30072463768	0.0	0.000149264870513	13399	640.73935072	66.0	684.2	3.755	0.0288888888889	9.70817198061	1.38273726676	677.267990196	229.1	183.225851735	3.18374434389	0.00206105769231	1.83977705814	179.333620853	39.4285714286	3.93050023509	670.87	2.87	0.0	1.60269156797	0	2	40	0	2	0	28	1610	1	0.00521766760276	0.0	681.08	3.415	1.08431526013	1.40283940335	137.470332464	167.170823678	0.154721135224	0.00195824658153	1.05219247004	168.578624776	15.3898200394	2.31378211022	53.9267534035	9164	7145.80821766	69.9115282094	5021.34138389	1104.0	-1	-1	503054	-1	0.0	0.0047354333951	7.46324352564e-05	400	211.173913043	0	1	23	1	0	16	16	0.575	0.36248973804	1.0	1.0	0.0	92.8477013834	-1	33	11391	-1	-1	12550	-1	-1	4857
Event_15	0.00439196131546	0.0	671.55	3.31	0.51527621231	0.00369240648579	5.47457627119	0.0	0.000321078824852	6229	594.102183768	84.0	680.34	3.64	0.026875	8.25275830392	1.24352395609	670.638328267	196.608695652	145.893433022	3.27135258359	0.00195042735043	2.15926187832	183.972309325	43.4736842105	3.73933354524	666.22	2.965	0.0	2.20072241451	0	2	23	0	2	0	19	749	1	0.00727957929761	0.0	666.22	3.165	1.20462611783	1.56089601317	86.4190315374	141.903108531	0.145219071378	0.0021582386229	1.01667366547	164.601100906	18.3374795949	1.72607321552	27.357527034	4522	3209.65552648	45.3444994448	3495.47387717	826.0	-1	-1	654056	-1	0.0	0.00484446710862	0.000160539412426	358	206.421052632	0	1	19	1	0	17	17	0.826086956522	0.629635575534	1.0	1.0	0.0	88.1301536173	-1	200	5053	-1	-1	5671	-1	-1	3922
Event_16	0.00449872587365	0.0	669.42	3.345	0.412192162091	0.00320672700064	8.804214223	0.0	0.000142521200029	14033	536.950690918	75.0	676.585	3.625	0.0425	8.72007401409	1.43478682239	669.092083621	222.844444444	131.461195696	3.2807325501	0.00213148538834	1.60189806088	162.239329786	37.9666666667	3.6705070641	662.34	2.55	0.0	1.35217791345	0	2	45	0	2	0	30	1686	1	0.00490854533014	0.0	671.9	3.355	1.12553502244	2.15532091793	126.835425858	138.810476211	0.154317695818	0.00320330120028	1.08641674707	145.08220798	17.0506008254	1.89442924285	63.1306201849	10028	5784.29261062	68.8816166178	4867.17989357	1139.0	-1	-1	685839	-1	0.0	0.0049793956044	7.12606000143e-05	516	200.827586207	0	1	29	1	0	25	25	0.644444444444	0.415021734483	1.0	1.0	0.0	122.867835197	-1	208	13035	-1	-1	12783	-1	-1	5824
Event_17	0.00549336580827	0.0	683.34	3.32	0.560878443289	0.00308300395257	9.34759916493	0.0	0.000158102766798	12650	743.571728767	75.0	692.82	3.63	0.02	9.91428971689	1.82871256512	683.093542922	229.615384615	186.713481779	3.26957831325	0.00224923430322	1.86303856375	234.962190163	45.619047619	4.49381694787	680.34	2.45	0.0	2.03804177245	0	2	39	0	2	0	21	1520	1	0.00544920370424	0.0	688.005	3.155	1.26911754716	0.992271075933	203.239243955	215.393911771	0.11899609543	0.00227819079981	1.16878018268	205.26153481	17.4913584106	2.29507771337	69.4910774747	8955	7095.1123076	68.9324268586	4934.20599343	958.0	-1	-1	627523	-1	0.0	0.00576553491352	7.90513833992e-05	483	173.444444444	0	1	27	1	0	24	24	0.692307692308	0.370197628458	1.0	1.0	0.0	99.0975949927	-1	250	11799	-1	-1	10027	-1	-1	4683
Event_10	0.00382063975585	0.0	670.79	3.42	0.470200633435	0.00279106858054	11.082867784	0.0	0.000113921166553	17556	557.868675151	83.0	685.61	3.545	0.0288888888889	9.12093855626	1.3973989907	672.420404722	242.918367347	171.975881679	3.20179033165	0.00219038192457	1.75631643645	172.621752983	37.0344827586	3.75014294436	665.48	2.57	0.0	1.47486963982	0	2	49	0	2	0	29	2109	1	0.004701918006	0.0	671.5	3.32	1.17496445565	1.32425780062	134.536215189	172.042499314	0.109633356636	0.00258178207791	1.11999231271	175.071818234	19.2362803774	2.28810990608	67.0751515536	11903	8254.84232058	82.5468725133	5006.0308365	1074.0	-1	-1	671323	-1	0.0	0.00414711339081	5.69605832764e-05	608	241.131578947	0	1	38	1	0	33	33	0.775510204082	0.521929824561	1.0	1.0	0.0	136.932054773	-1	433	16083	-1	-1	16898	-1	-1	9163
Event_12	0.00424680000846	0.0	675.68	3.43	0.576881546394	0.00280186791194	9.36032757052	0.0	0.000133422281521	14990	585.598345702	75.0	689.345	3.735	0.0375	9.3713074192	1.55267151529	678.680401726	244.928571429	210.913521474	3.28280212483	0.00209120557805	1.75951949626	210.304897694	43.96	4.17285117235	671.355	2.7	0.0	1.42117108895	0	2	42	0	2	0	25	1801	1	0.00469518211143	0.0	684.39	3.415	1.21253409228	4.172019256	142.544540383	212.442930268	0.155668476066	0.00277540350475	1.0107141359	173.40197034	14.737932917	2.40372908586	63.6595321269	10287	8647.45438045	70.3807798503	5257.62244235	1099.0	-1	-1	490327	-1	0.0	0.00499271895153	6.67111407605e-05	483	200.291666667	0	1	24	1	0	17	17	0.571428571429	0.320680453636	1.0	1.0	0.0	83.2949078075	-1	591	13663	-1	-1	13850	-1	-1	4807
Event_51	0.00437128093186	0.0	678.615	3.395	0.359465837855	0.00286959880801	11.70008285	0.0	0.000110369184924	18121	548.180543449	84.0	685.03	3.85	0.07625	6.84531979342	1.55317611306	677.641672662	271.576923077	127.723146035	3.29107142857	0.0019242094575	1.63220258476	115.729350627	34.4857142857	2.92705149571	672.3	2.71	0.0	1.44325394167	0	2	52	0	2	0	35	2177	1	0.00450362172277	0.0	680.65	2.86	1.04649688101	1.40212951895	171.97678208	152.441444254	0.124270190482	0.00286072855663	1.0916062104	115.068163115	16.8284972391	1.2625685878	79.2119817662	14122	6513.88044777	81.6101292382	4050.52727196	1207.0	-1	-1	363378	-1	0.0	0.00385645420461	5.51845924618e-05	641	259.305555556	0	1	36	1	0	29	29	0.692307692308	0.515148170631	1.0	1.0	0.0	154.126445204	-1	199	17329	-1	-1	16422	-1	-1	9335
Event_74	0.00437716480064	0.0	670.46	3.47	0.375966642915	0.00282738627823	10.402173913	0.0	7.15793994488e-05	27941	674.255324192	108.0	675.9	3.76	0.0566666666667	8.99007098923	1.56797899609	667.116805975	266.506329114	134.677999611	3.32276770728	0.00172120320048	1.62348165709	139.110123908	36.1428571429	3.14102085959	659.35	2.75	0.0	1.50790624771	0	2	79	0	2	0	56	3356	1	0.00447400191818	0.0	663.955	3.25	1.07952023663	2.51644750664	140.193627404	169.187602045	0.130951220102	0.002405244065	1.01080502674	160.247596453	17.8554077079	1.83544903377	122.302361695	21054	10504.8839697	125.008087596	7790.16693883	2024.0	-1	-1	97225	-1	0.0	0.00408353751021	3.57896997244e-05	616	244.885714286	0	1	35	1	0	25	25	0.443037974684	0.306753516338	1.0	1.0	0.0	121.200798733	-1	3431	26890	-1	-1	27632	-1	-1	8571
Event_53	0.00399824143899	0.0	670.315	3.445	0.291409939333	0.00231918914276	13.1475409836	0.0	0.000171791788353	11642	488.336375289	75.0	676.48	3.505	0.02125	9.76672750579	1.79028949356	668.083370518	356.444444444	130.484404374	3.26104780876	0.0017091205578	1.7752407729	127.929016575	34.8571428571	3.26262731403	663.38	2.95	0.0	1.53081153186	0	2	27	0	2	0	21	1399	1	0.00381214733917	0.0	668.28	3.38	1.0542195008	1.48939370705	196.47261178	160.446667226	0.0928704364568	0.00163332673872	1.00263308945	123.496176425	13.3314879675	1.8546472564	46.5475268327	9624	3392.59451372	44.3810193226	2686.50934808	732.0	-1	-1	648251	-1	0.0	0.003003003003	8.58958941763e-05	708	333.0	0	1	20	1	0	18	18	0.740740740741	0.572066655214	1.0	1.0	0.0	170.044885715	-1	241	10899	-1	-1	8703	-1	-1	6660
Event_72	0.00409805775527	0.0	673.96	3.06	0.417767412505	0.00283085633404	12.5951843491	0.0	9.43618778014e-05	21195	495.804544613	66.0	679.87	3.9	0.03	8.54835421746	1.47217515462	671.483003124	278.983333333	150.07763234	3.2896854083	0.00171244762482	1.59001804362	110.487493655	31.6428571429	3.20187751862	659.22	2.47	0.0	1.43622076971	0	2	60	0	2	0	42	2546	1	0.00435107556169	0.0	669.735	3.33	1.07375019602	1.41203020616	204.447041891	162.382984501	0.136536319757	0.00182853387453	0.98970502416	88.3628235319	11.5141936345	1.32030677232	86.8583341229	16739	8854.58030804	92.2210465299	4640.47473352	1329.0	-1	-1	210118	-1	0.0	0.00388613620907	4.71809389007e-05	1041	257.325	0	1	40	1	0	30	30	0.666666666667	0.485633404105	1.0	1.0	0.0	201.725300334	-1	50	19328	-1	-1	19571	-1	-1	10293
Event_19	0.00474719893404	0.0	682.165	3.355	0.759821211763	0.00327868852459	7.16666666667	0.0	0.000409836065574	4880	782.286838441	83.0	695.23	3.4	0.0688888888889	9.42514263182	1.54442205321	679.467964135	196.1875	247.19516756	3.24074894515	0.0026983911786	1.41066140539	195.763111893	39.8181818182	4.18259693377	676.36	2.68	0.0	1.94489092842	0	2	16	0	2	0	11	587	1	0.0040469794417	0.0	678.615	3.37	1.20721234196	2.27228890124	91.3945430537	230.809327155	0.0926958143889	0.00433466491053	1.11626969339	210.141372536	18.7233446895	2.41627331396	23.1663307981	3139	3707.9275134	19.7492596755	2153.39423082	438.0	-1	-1	367823	-1	0.0	0.00525854513585	0.000204918032787	325	190.166666667	0	1	12	1	0	9	9	0.75	0.46762295082	1.0	1.0	0.0	73.92112914	-1	124	3644	-1	-1	3864	-1	-1	2282
Event_56	0.00436967869142	4.87709715178e-05	680.82	3.06	0.422740231767	0.00287748731955	10.279532967	0.0	4.87709715178e-05	20504	618.70688545	75.0	689.25	3.58	0.0677777777778	10.667360094	1.5447567567	680.917194143	253.677966102	149.445960554	3.19010392064	0.00242261714164	1.6610638483	165.683855965	37.3333333333	3.83955163106	559.96	2.6	0.0	1.64646406023	1	2	59	0	1	0	39	2463	1	0.00461766676518	0.0	682.225	3.445	1.14567177151	4.68454725441	177.758208567	175.489315049	0.130019224145	0.00374897735531	1.08669599774	159.663385557	15.1037348698	2.02482880816	89.5958918888	14967	8667.86571215	94.6806393533	6461.67038265	1456.0	614915	-1	615379	-1	4.87709715178e-05	0.00427807486631	0.0	591	233.75	1	2	40	0	0	32	32	0.677966101695	0.456008583691	1.0	1.0	0.0	120.281027768	19703	300	-1	-1	-1	18522	-1	-1	9350
Event_57	0.00437960444067	0.0	677.44	3.17	0.35342094663	0.00270690548868	12.0170098478	0.0	0.000115187467604	17363	653.382993978	75.0	683.31	3.6	0.0544444444444	8.71177325304	1.65311025877	674.819728532	285.595744681	133.401041225	3.24543767313	0.00184870892019	1.6795746204	127.379472341	34.90625	3.23946635757	670.06	2.62	0.0	1.56215499733	0	2	47	0	2	0	32	2086	1	0.00435298381144	0.0	674.14	3.41	1.11555235369	1.16267410231	177.828772012	149.714948501	0.111640791959	0.00215564334659	1.07293719406	118.988624858	13.6106205566	1.4810544562	76.0430719034	13423	6136.44789634	75.5808579181	4076.14311491	1117.0	-1	-1	344905	-1	0.0	0.00394131815196	5.75937338018e-05	633	253.722222222	0	1	36	1	0	32	32	0.765957446809	0.526061164545	1.0	1.0	0.0	145.247888819	-1	108	16228	-1	-1	17205	-1	-1	9134
Event_2	0.00351877830121	0.0	684.92	3.49	0.441258671574	0.00264311888028	9.57994814175	0.0	0.000120141767285	16647	588.903082353	75.0	708.37	3.795	0.045	9.29931253118	1.36225819489	684.065315726	251.909090909	170.828676877	3.26889799636	0.00239452021768	1.49153121618	189.502445006	38.5666666667	4.17707404938	671.39	2.88	0.0	1.71074377197	0	2	44	0	2	0	30	2000	1	0.00376309912174	0.0	685.545	3.365	1.14923032217	1.55770921896	135.509172123	177.179906937	0.126975100322	0.0030905689988	1.15216506565	175.885085753	18.2126960896	2.3704722721	58.5771023802	11084	7345.63310569	62.6443110796	5685.07335019	1157.0	-1	-1	576139	-1	0.0	0.00427701924659	6.00708836427e-05	466	233.807692308	0	1	26	1	0	20	20	0.590909090909	0.365170901664	1.0	1.0	0.0	110.379715249	-1	349	15304	-1	-1	15398	-1	-1	6079
Event_7	0.00392582423226	0.0	681.05	3.335	0.525656372223	0.00311131597142	10.5874769797	0.0	0.000230467849735	8678	608.587289513	83.0	692.26	3.64	0.04	7.37145822237	1.31031933414	680.299819617	212.925925926	175.447923006	3.36917700113	0.00192642556449	1.53048201036	154.558710502	36.2	3.38394011414	676.61	2.69	0.0	1.53392414943	0	2	27	0	2	0	15	1043	1	0.00440908622482	0.0	680.84	3.33	1.11813672689	1.30704730353	155.311579123	193.470481897	0.102059487869	0.00240301787459	1.17234775968	175.582511816	18.9291913645	1.86561290003	34.0683026875	5749	4561.64599815	38.262050259	2318.38065753	543.0	-1	-1	376484	-1	0.0	0.00512195121951	0.000115233924867	575	195.238095238	0	1	21	1	0	18	18	0.777777777778	0.472459091957	1.0	1.0	0.0	116.999104596	-1	150	7417	-1	-1	8261	-1	-1	4100
Event_8	0.0046248838943	0.0	680.62	3.465	0.471397322381	0.00275326950754	10.3744164332	0.0	0.000125148613979	15981	583.702461181	67.0	695.65	3.745	0.0444444444444	8.84397668456	1.71884347709	678.52629386	252.522727273	175.195362999	3.32374686717	0.00200404461549	1.63952663464	139.649594481	36.9310344828	3.26738199756	665.59	2.405	0.0	1.40564587776	0	2	44	0	2	0	29	1920	1	0.00430887420404	0.0	678.425	3.215	1.04335529598	3.20038892652	229.673326011	181.232693472	0.178017458434	0.00228525926259	1.10229980269	125.6775051	15.3481758676	1.64707829199	73.9102695148	11111	7533.40060898	68.8601186547	4049.83823994	1071.0	-1	-1	519764	-1	0.0	0.00385997604153	6.25743069896e-05	1166	259.068965517	0	1	29	1	0	24	24	0.659090909091	0.470120768412	1.0	1.0	0.0	224.070131087	-1	366	14693	-1	-1	14965	-1	-1	7513
Event_71	0.00352584500509	0.0	672.555	3.305	0.391126851231	0.00289903785555	9.85381114903	0.0	8.40300827696e-05	23801	642.08767211	84.0	689.22	3.66	0.0725	8.01503176859	1.23409760244	670.5126785	251.057971014	136.900149796	3.17115077782	0.00226757944557	1.60188389618	159.536626058	38.2173913043	3.43469225023	662.21	2.31	0.0	1.42476937668	0	2	69	0	2	0	46	2859	1	0.00450931561886	0.0	669.555	3.28	1.19093664679	1.46165093618	182.459494623	160.704407013	0.131584752496	0.00330263637301	1.22863849478	171.050290719	17.9405351629	1.84358057089	83.9186369662	17323	9309.21018614	107.326221044	7338.68479867	1758.0	-1	-1	709794	-1	0.0	0.00392360082914	4.20150413848e-05	791	254.867924528	0	1	53	1	0	44	44	0.768115942029	0.567539179026	1.0	1.0	0.0	157.63273256	-1	25	22941	-1	-1	22877	-1	-1	13508
Event_80	0.00401893518384	0.0	673.56	3.3	0.380539144127	0.00258696171297	11.5217391304	0.0	7.95988219374e-05	25126	591.168970935	109.0	683.82	3.59	0.02125	8.95710562023	1.57780883483	673.772733035	297.615384615	149.397289615	3.26762677107	0.00177718096913	1.66760479458	133.233219287	35.7234042553	3.37325627122	666.25	2.91	0.0	1.60562530241	0	2	65	0	2	0	47	3018	1	0.00418129037883	0.0	673.08	3.185	1.08475992455	1.12759423078	227.092264586	154.762633957	0.115483947414	0.00160312761083	0.982417088397	119.270588802	16.4418634928	1.50071186483	100.979765429	19345	9561.42653535	105.059102058	6261.96130647	1679.0	-1	-1	236110	-1	0.0	0.00411401704378	3.97994109687e-05	708	243.071428571	0	1	42	1	0	34	34	0.646153846154	0.40631218658	1.0	1.0	0.0	161.711334634	-1	209	24117	-1	-1	23060	-1	-1	10209
Event_25	0.00400883014827	0.0	687.425	3.36	0.513060742284	0.00280915665531	9.58659217877	0.0	0.000119538581077	16731	1052.23790802	100.0	692.69	3.55	0.04875	10.5223790802	1.45808124371	684.687488318	219.063829787	186.609114764	3.2574853972	0.00225241366812	1.55864061073	172.551180752	37.0344827586	3.84872663191	680.425	2.74	0.0	1.41680077674	0	2	47	0	2	0	29	2010	1	0.00419214795785	0.0	682.33	3.4	1.13595902593	1.27389259268	201.273813526	196.150552224	0.109250273362	0.00261111808407	1.06531960917	204.829363239	17.0010141685	2.21602528319	67.0717372106	10296	8584.01927916	70.1388274828	5003.98424181	1074.0	-1	-1	559867	-1	0.0	0.0053828556049	5.97692905385e-05	1033	185.775	0	1	40	1	0	36	35	0.851063829787	0.444145597992	1.0	1.0	0.0	154.8719053	-1	242	15780	-1	-1	15140	-1	-1	7431
Event_27	0.00372574011399	0.0	668.78	3.4	0.439367916625	0.00335120643432	9.95723684211	0.0	0.000223413762288	8952	487.097248222	59.0	688.2	3.68	0.04	8.25588556308	1.15009743105	668.054280177	201.8	135.628330677	3.33358250277	0.0019661311537	1.79438452686	152.079066254	40.5333333333	3.46250493689	653.4	2.91	0.0	1.76271203795	0	2	30	0	2	0	15	1076	1	0.00561246277392	0.0	682.09	3.21	1.21254112662	9.75385617541	99.1513646071	113.901856503	0.173998992031	0.00275061225971	1.2301680637	116.992203624	11.3380942381	1.62345876018	33.3528255004	6054	3933.22158962	50.2427667521	2281.18599381	608.0	-1	-1	636468	-1	0.0	0.00510653284029	0.000111706881144	491	195.827586207	0	1	29	1	0	28	28	0.966666666667	0.634383378016	1.0	1.0	0.0	95.256446713	-1	208	8085	-1	-1	8286	-1	-1	5679
Event_26	0.00506016492723	0.0	668.135	3.515	0.507287959061	0.00322679778734	8.30728241563	0.0	0.000153657037492	13016	561.650477439	67.0	686.71	3.74	0.065	8.38284294685	1.60641723641	667.302060134	222.714285714	161.045367686	3.30982925019	0.00181822942852	1.65150658993	157.782501513	36.3225806452	3.62746782285	659.5	2.665	0.0	1.34481322403	0	2	42	0	2	0	31	1564	1	0.00507531220015	0.0	686.71	3.22	1.21606574674	5.78003780304	129.200786397	166.926328916	0.132876677924	0.00258977791789	1.09561229022	151.644926875	14.8400069559	2.06414861537	65.8631066928	9354	6602.86007513	66.0602635972	4891.25754691	1126.0	-1	-1	176239	-1	0.0	0.00478142076503	7.68285187462e-05	625	209.142857143	0	1	28	1	0	23	23	0.666666666667	0.449907805778	1.0	1.0	0.0	105.839751087	-1	1099	11573	-1	-1	11809	-1	-1	5856
Event_20	0.00444876233882	0.0	661.785	3.38	0.561733987943	0.00284535495803	8.59824561404	0.0	0.000142267747902	14058	549.047261231	75.0	681.8	3.66	0.05	7.39011282419	1.6036077169	659.91527894	245.05	202.4834975	3.2535460251	0.0016409519861	1.6294520676	196.017284049	40.7142857143	4.09137820206	649.33	2.55	0.0	1.40592307853	0	2	40	0	2	0	28	1689	1	0.00440455104344	0.0	677.66	3.23	1.18591256414	7.24161984518	116.024964157	189.47211268	0.144266180921	0.00192120273816	1.06801625774	155.537920227	17.786505794	1.87024521998	62.5407009591	9802	7896.8564025	61.9191785687	5488.48395338	1140.0	-1	-1	273744	-1	0.0	0.00440667296191	7.11338739508e-05	533	226.928571429	0	1	28	1	0	23	23	0.7	0.451984635083	1.0	1.0	0.0	91.0481877182	-1	183	13232	-1	-1	12076	-1	-1	6354
111a_allsc	0.00409740997287	1.47082183641e-05	590.595	3.44	0.408552000428	0.00311372982768	7.57399266854	0.0	0.00011472410324	679892	840.266358208	116.0	618.9	3.935	0.06875	10.462872746	1.3412596347	595.536953365	270.258384506	133.736753334	3.29660700781	0.000907769420657	1.61204179468	136.976825873	36.3776360961	3.10861921079	557.935	2.53	0.0	1.06818283156	10	88	2117	0	78	0	2039	81680	40	0.00482978051772	0.0	608.55	3.575	1.16455729619	7.80206844378	198.367860223	148.804150354	0.184907848659	0.00105414694935	1.15895903144	146.980026229	15.3441581555	1.82315995091	2785.79626127	572137	277771.236675	3283.72913576	279295.747954	74174.0	-1	-1	58042	-1	0.000280926970754	0.00383576674078	0.0012122595648	2881	260	9	58	1720	40	0	1519	1485	0.81247047709	0.659532690486	1.0	1.0	0.0	194.875101832	-1	399	20377	-1	-1	678719	-1	-1	448411
Event_61	0.00409335540898	0.0	592.79	3.6	0.408687939373	0.00318688823128	7.47550432277	0.0	0.000170726155247	17572	828.655824505	116.0	596.35	3.73	0.00375	9.98380511452	1.30778984085	594.625045717	277.928571429	130.572081285	3.35174205967	0.000796788904938	1.51752350333	136.380294662	37.1785714286	3.02796364307	592.42	3.06	0.0	1.32529611994	0	3	56	0	3	0	56	2111	1	0.00466345715796	0.0	593.05	3.705	1.21520703644	0.986891178742	179.472444797	159.257492259	0.115400630874	0.000654338965929	1.1802815992	161.101095491	17.7662674679	1.73474189901	71.9284412467	15564	7181.46447066	81.9462691797	7637.29650105	2082.0	-1	-1	255463	-1	0.0	0.00359431161119	0.000113817436831	1116	278.217391304	0	2	46	2	0	39	38	0.821428571429	0.728317778284	1.0	1.0	0.0	187.890856385	-1	141	16462	-1	-1	17072	-1	-1	12798
Event_49	0.00396055685111	4.23998304007e-05	602.585	3.355	0.408127955081	0.00305278778885	7.58339622642	0.0	8.47996608014e-05	23585	692.746887752	91.0	605.77	3.79	0.00625	9.23662517002	1.31563004695	603.476596821	279.111111111	135.573208741	3.36590679191	0.000834515045458	1.55509997921	142.380067283	37.323943662	3.06980495825	601.22	2.88	0.0	1.1791177817	1	3	72	0	2	0	71	2833	1	0.00461551827622	0.0	603.805	3.42	1.15981752945	1.04634627557	235.789268267	159.088172322	0.146963204834	0.000717683566715	1.1090082717	163.626549342	16.7270308593	1.93460548956	93.4097333333	20096	9625.69782058	108.856998545	10108.9847771	2650.0	150106	-1	150972	-1	4.23998304007e-05	0.00366885614533	4.23998304007e-05	1857	272.564516129	1	3	62	1	0	54	53	0.861111111111	0.716514733941	1.0	1.0	0.0	244.854498177	22042	334	22908	-1	-1	21303	-1	-1	16899
Event_65	0.00363359153682	0.0	583.46	3.305	0.384132840609	0.00298700652163	8.42411347518	0.0	9.95668840544e-05	20087	717.93268538	116.0	596.23	3.615	0.0211111111111	8.64979139012	1.23708395254	588.005588983	296.95	130.780955412	3.25665042373	0.000850259495164	1.42630912305	143.914850666	36.4655172414	3.0289317588	557.935	2.96	0.0	1.17674086742	0	2	60	0	2	0	58	2413	1	0.00411838149733	0.0	595.795	3.49	1.09736844908	7.64886240371	289.851067836	179.42216449	0.150871492077	0.0008414216171	1.08016211798	184.929248968	20.2061442082	1.95384805529	72.9879532001	17817	7716.07636931	82.7259291369	8347.06133864	2115.0	-1	-1	435721	-1	0.0	0.00327708827221	4.97834420272e-05	2132	305.14893617	0	1	47	1	0	39	39	0.783333333333	0.713994125554	1.0	1.0	0.0	314.661721655	-1	100	19160	-1	-1	18630	-1	-1	14342
Event_43	0.004765721938	0.0	590.64	3.54	0.513337927105	0.00355152776927	6.3027738599	0.0	0.000122466474803	16331	717.337734767	108.0	595.285	3.63	0.004375	7.78484444077	1.36542113981	589.812316883	231.137931034	147.07581908	3.35147532468	0.00084157556828	1.65727681624	147.103397934	37.9821428571	3.29094926055	585.82	3.01	0.0	1.2416637964	0	2	58	0	2	0	56	1962	1	0.0056829037848	0.0	587.295	3.4	1.18073344818	2.05602961529	109.13977008	155.571819439	0.149857798288	0.000713622165116	1.10213340204	149.4598585	16.4488088228	1.71620725835	77.8290049694	13406	8383.32168756	92.8075017096	8237.79028429	2127.0	-1	-1	571151	-1	0.0	0.00422374429224	6.12332374013e-05	758	236.756756757	0	1	37	1	0	29	28	0.637931034483	0.536403159635	1.0	1.0	0.0	118.955501812	-1	300	15480	-1	-1	14941	-1	-1	8760
Event_68	0.00399119986012	0.0	586.385	3.485	0.369449083039	0.00299319727891	8.70677290837	0.0	7.77453838678e-05	25725	682.574911246	83.0	590.075	3.655	0.0175	8.26047915322	1.35096863686	587.557211115	283.818181818	125.053653437	3.19459335818	0.000998316926907	1.66517329561	133.826953475	35.8571428571	2.99790151155	583.37	2.67	0.0	1.22484700174	0	2	77	0	2	0	70	3090	1	0.00485473264025	0.0	583.55	3.295	1.13101936787	1.19768136838	247.056020031	149.595738171	0.220392340472	0.00106425397049	1.0724883204	155.424792198	15.8848079042	1.85552624692	102.673616402	21854	9504.07766118	124.88799717	9367.88674327	2510.0	-1	-1	461547	-1	0.0	0.00432234432234	3.88726919339e-05	758	231.355932203	0	1	59	1	0	52	51	0.766233766234	0.530612244898	1.0	1.0	0.0	126.97647932	-1	33	24890	-1	-1	25125	-1	-1	13650
