right_pupil_validity;right_gaze_point_on_display_area;left_gaze_origin_validity;system_time_stamp;right_gaze_origin_in_user_coordinate_system;left_gaze_point_in_user_coordinate_system;left_gaze_origin_in_user_coordinate_system;left_pupil_validity;right_pupil_diameter;left_gaze_origin_in_trackbox_coordinate_system;right_gaze_point_in_user_coordinate_system;left_pupil_diameter;right_gaze_origin_validity;left_gaze_point_validity;right_gaze_point_validity;left_gaze_point_on_display_area;right_gaze_origin_in_trackbox_coordinate_system;device_time_stamp 
1;(0.10130797326564789, 0.7457693815231323);1;1.56466617139e+15;(-7.836413860321045, 97.86585998535156, 649.8436889648438);(-263.9567565917969, 104.10094451904297, 29.84378433227539);(-70.49500274658203, 93.1681137084961, 645.6363525390625);1;3.16180419922;(0.6491149067878723, 0.22961105406284332, 0.5122441649436951);(-238.01914978027344, 97.08817291259766, 27.291337966918945);3.50759887695;1;1;1;(0.057861361652612686, 0.7235460877418518);(0.5106527209281921, 0.21831867098808289, 0.514436662197113);493054695
1;(0.10521246492862701, 0.7509523630142212);1;1.5646661714e+15;(-8.30189323425293, 97.7624282836914, 649.62353515625);(-262.4773864746094, 103.107177734375, 29.482078552246094);(-71.01138305664062, 92.89916229248047, 645.2911987304688);1;3.16067504883;(0.6503400206565857, 0.2302498072385788, 0.5115999579429626);(-235.6881561279297, 95.45262145996094, 26.696041107177734);3.50399780273;1;1;1;(0.06033940613269806, 0.7266953587532043);(0.5116816163063049, 0.2185194194316864, 0.5139819383621216);493065799
1;(0.10540686547756195, 0.7497028112411499);1;1.56466617141e+15;(-9.205548286437988, 97.46590423583984, 649.0894165039062);(-264.21429443359375, 101.3668441772461, 28.84862518310547);(-71.91488647460938, 92.34750366210938, 644.5655517578125);1;3.17321777344;(0.652517557144165, 0.2315562516450882, 0.5102130174636841);(-235.5720977783203, 95.846923828125, 26.839574813842773);3.50688171387;1;1;1;(0.057430002838373184, 0.7322103381156921);(0.5136852264404297, 0.21914267539978027, 0.5128615498542786);493076902
1;(0.10779797285795212, 0.7488110065460205);1;1.56466617142e+15;(-9.705544471740723, 97.27509307861328, 648.8258056640625);(-264.51483154296875, 100.80660247802734, 28.64470863342285);(-72.1844253540039, 92.16558837890625, 644.3660278320312);1;3.17727661133;(0.6531641483306885, 0.2320048063993454, 0.509828507900238);(-234.14462280273438, 96.12834930419922, 26.942001342773438);3.51741027832;1;1;1;(0.05692663788795471, 0.7339858412742615);(0.514794647693634, 0.2195802927017212, 0.5122981071472168);493088005
1;(0.10582433640956879, 0.7422996759414673);1;1.56466617143e+15;(-10.08199405670166, 97.11331176757812, 648.6076049804688);(-264.9314270019531, 101.66175842285156, 28.95595359802246);(-72.58528137207031, 91.86581420898438, 644.0496826171875);1;3.17179870605;(0.6541317701339722, 0.2327502816915512, 0.5092103481292725);(-235.32286071777344, 98.18307495117188, 27.68985366821289);3.51571655273;1;1;1;(0.056228797882795334, 0.7312758564949036);(0.5156312584877014, 0.2199544757604599, 0.5118299722671509);493099108
1;(0.10395471751689911, 0.7483690977096558);1;1.56466617144e+15;(-10.809945106506348, 96.82194519042969, 648.2105102539062);(-263.72003173828125, 100.66755676269531, 28.594127655029297);(-73.31741333007812, 91.34320831298828, 643.4862670898438);1;3.17140197754;(0.6558975577354431, 0.23404629528522491, 0.5081186294555664);(-236.43902587890625, 96.26780700683594, 26.992704391479492);3.52555847168;1;1;1;(0.05825795233249664, 0.7344264388084412);(0.517249584197998, 0.2206266075372696, 0.5109816789627075);493110211
1;(0.10443195700645447, 0.7489900588989258);1;1.56466617145e+15;(-11.219432830810547, 96.67748260498047, 648.033203125);(-263.11712646484375, 101.09126281738281, 28.748348236083984);(-73.54178619384766, 91.20516967773438, 643.33935546875);1;3.17584228516;(0.656432569026947, 0.23438945412635803, 0.5078414082527161);(-236.1541290283203, 96.0718765258789, 26.921388626098633);3.52305603027;1;1;1;(0.05926784127950668, 0.7330837845802307);(0.5181589126586914, 0.22096827626228333, 0.5106020569801331);493121314
1;(0.10468308627605438, 0.7468568682670593);1;1.56466617146e+15;(-11.530987739562988, 96.59371185302734, 647.9188842773438);(-262.12298583984375, 100.18071746826172, 28.416948318481445);(-73.8880386352539, 91.04783630371094, 643.1441040039062);1;3.17611694336;(0.657249927520752, 0.23476815223693848, 0.5074914693832397);(-236.00421142578125, 96.7449951171875, 27.16639518737793);3.53012084961;1;1;1;(0.06093307211995125, 0.7359692454338074);(0.5188499689102173, 0.2211606353521347, 0.5103620886802673);493132417
1;(0.10405442118644714, 0.7444326877593994);1;1.56466617148e+15;(-12.131068229675293, 96.47410583496094, 647.6302490234375);(-263.19647216796875, 100.31918334960938, 28.467348098754883);(-74.49504852294922, 90.81000518798828, 642.7153930664062);1;3.1789855957;(0.6587055921554565, 0.23528417944908142, 0.5067195892333984);(-236.3795166015625, 97.50997161865234, 27.444873809814453);3.52584838867;1;1;1;(0.05913490056991577, 0.735530436038971);(0.5201839208602905, 0.22137893736362457, 0.5097776055335999);493143520
1;(0.10129149258136749, 0.7476751804351807);1;1.56466617149e+15;(-12.472553253173828, 96.44413757324219, 647.4154663085938);(-262.76165771484375, 100.25476837158203, 28.44390296936035);(-74.68034362792969, 90.76148986816406, 642.5527954101562);1;3.1794128418;(0.6591581106185913, 0.23535743355751038, 0.506428599357605);(-238.0289764404297, 96.48677825927734, 27.072471618652344);3.53215026855;1;1;1;(0.05986325815320015, 0.7357345819473267);(0.5209451913833618, 0.2213694006204605, 0.5093567967414856);493154624
1;(0.10017556697130203, 0.7514808773994446);1;1.5646661715e+15;(-12.733109474182129, 96.44628143310547, 647.2159423828125);(-262.6395263671875, 100.14094543457031, 28.402477264404297);(-74.93775177001953, 90.7301254272461, 642.277587890625);1;3.17735290527;(0.6597992777824402, 0.23533210158348083, 0.505937397480011);(-238.69517517089844, 95.28582763671875, 26.6353759765625);3.53776550293;1;1;1;(0.06006782129406929, 0.7360953092575073);(0.5215275287628174, 0.2212730348110199, 0.5089727640151978);493165727
1;(0.0997409075498581, 0.7546117305755615);1;1.56466617151e+15;(-13.185378074645996, 96.4952621459961, 646.833740234375);(-260.8283996582031, 99.61639404296875, 28.2115478515625);(-75.3931655883789, 90.73302459716797, 641.7532348632812);1;3.18551635742;(0.660943865776062, 0.23509883880615234, 0.5050116181373596);(-238.9546661376953, 94.2978515625, 26.27577781677246);3.54286193848;1;1;1;(0.06310154497623444, 0.7377575039863586);(0.5225401520729065, 0.22095699608325958, 0.5082492828369141);493176830
1;(0.0990336537361145, 0.75428706407547);1;1.56466617152e+15;(-13.406217575073242, 96.53497314453125, 646.5524291992188);(-260.4184265136719, 99.48541259765625, 28.16387367248535);(-75.51274871826172, 90.74395751953125, 641.5556030273438);1;3.18280029297;(0.6612600684165955, 0.23498228192329407, 0.5046535730361938);(-239.3769073486328, 94.40029907226562, 26.313058853149414);3.53854370117;1;1;1;(0.0637882649898529, 0.738172709941864);(0.5230390429496765, 0.22071461379528046, 0.5077136158943176);493187933
1;(0.10019766539335251, 0.7523176670074463);1;1.56466617153e+15;(-13.569005966186523, 96.56275177001953, 646.3013916015625);(-262.2668762207031, 100.86875915527344, 28.667367935180664);(-75.65448760986328, 90.75652313232422, 641.2396850585938);1;3.18711853027;(0.6616564393043518, 0.23481085896492004, 0.5040684938430786);(-238.68197631835938, 95.02173614501953, 26.53925323486328);3.52409362793;1;1;1;(0.060692012310028076, 0.7337888479232788);(0.5234090089797974, 0.2205209881067276, 0.5072321891784668);493199036
