right_pupil_validity;right_gaze_point_on_display_area;left_gaze_origin_validity;system_time_stamp;right_gaze_origin_in_user_coordinate_system;left_gaze_point_in_user_coordinate_system;left_gaze_origin_in_user_coordinate_system;left_pupil_validity;right_pupil_diameter;left_gaze_origin_in_trackbox_coordinate_system;right_gaze_point_in_user_coordinate_system;left_pupil_diameter;right_gaze_origin_validity;left_gaze_point_validity;right_gaze_point_validity;left_gaze_point_on_display_area;right_gaze_origin_in_trackbox_coordinate_system;device_time_stamp 
1;(0.3995950520038605, 2.0344796180725098);1;1.56466617277e+15;(3.0374419689178467, 85.90452575683594, 624.6403198242188);(-73.18477630615234, -237.947265625, -94.65156555175781);(-58.80904769897461, 85.80071258544922, 621.96044921875);1;2.78570556641;(0.6283367872238159, 0.2417728751897812, 0.46119800209999084);(-59.941776275634766, -309.5778503417969, -120.72299194335938);3.12278747559;1;1;1;(0.37741243839263916, 1.807484745979309);(0.4866039752960205, 0.24328245222568512, 0.46105408668518066);494442586
1;(0.3995950520038605, 2.0344796180725098);1;1.56466617279e+15;(3.0374419689178467, 85.90452575683594, 624.6403198242188);(-73.18477630615234, -237.947265625, -94.65156555175781);(-58.80904769897461, 85.80071258544922, 621.96044921875);1;2.78570556641;(0.6283367872238159, 0.2417728751897812, 0.46119800209999084);(-59.941776275634766, -309.5778503417969, -120.72299194335938);3.12278747559;1;1;1;(0.37741243839263916, 1.807484745979309);(0.4866039752960205, 0.24328245222568512, 0.46105408668518066);494453689
1;(0.38510027527809143, 1.936845302581787);1;1.5646661728e+15;(2.9601376056671143, 85.99394989013672, 624.6422119140625);(-77.4026870727539, -215.29835510253906, -86.40802764892578);(-58.92929458618164, 85.8890151977539, 621.9312133789062);1;2.78784179688;(0.6286171674728394, 0.24148957431316376, 0.4611867666244507);(-68.59516143798828, -278.7683410644531, -109.50921630859375);3.13430786133;1;1;1;(0.3703472912311554, 1.7357112169265747);(0.4867795407772064, 0.24301020801067352, 0.4610814154148102);494464792
1;(0.3415738046169281, 1.1882061958312988);1;1.56466617281e+15;(1.557597041130066, 87.65276336669922, 624.647216796875);(-136.00448608398438, -36.17497253417969, -21.212459564208984);(-60.45657730102539, 87.17672729492188, 621.8533325195312);1;2.68112182617;(0.632113516330719, 0.2375076711177826, 0.4616756737232208);(-94.58049011230469, -42.52737808227539, -23.52457046508789);2.80024719238;1;1;1;(0.272186815738678, 1.168075442314148);(0.4899645745754242, 0.23794831335544586, 0.46153807640075684);494475895
1;(0.3175183832645416, 1.1108465194702148);1;1.56466617282e+15;(1.2984951734542847, 87.79247283935547, 624.1575927734375);(-147.1003875732422, -16.064538955688477, -13.892874717712402);(-60.66643524169922, 87.25578308105469, 621.3909912109375);1;2.73904418945;(0.6326954364776611, 0.23706521093845367, 0.4608263075351715);(-108.94155883789062, -18.115753173828125, -14.639444351196289);2.79748535156;1;1;1;(0.25360071659088135, 1.1043462753295898);(0.49055173993110657, 0.2373107224702835, 0.46060606837272644);494486999
1;(0.30439475178718567, 1.066861867904663);1;1.56466617283e+15;(1.1131296157836914, 87.89066314697266, 623.99267578125);(-157.3588104248047, 11.32779312133789, -3.922880172729492);(-60.96080017089844, 87.34786987304688, 621.1065063476562);1;2.79663085938;(0.6334320902824402, 0.23665796220302582, 0.4603477716445923);(-116.77635192871094, -4.235933303833008, -9.587613105773926);2.97106933594;1;1;1;(0.23641744256019592, 1.0175409317016602);(0.49097347259521484, 0.23693884909152985, 0.4603061378002167);494498102
1;(0.2656421363353729, 0.9403818249702454);1;1.56466617284e+15;(0.6498504281044006, 88.13863372802734, 623.3104858398438);(-173.34242248535156, 46.8834342956543, 9.018303871154785);(-61.33820343017578, 87.47595977783203, 620.5475463867188);1;2.91703796387;(0.6344210505485535, 0.2360207587480545, 0.45935484766960144);(-139.9116668701172, 35.67616653442383, 4.939213752746582);3.09892272949;1;1;1;(0.20964419841766357, 0.9048664569854736);(0.4920273721218109, 0.2358843833208084, 0.45902320742607117);494509205
1;(0.24400120973587036, 0.8644492626190186);1;1.56466617285e+15;(0.26009663939476013, 88.3425064086914, 623.2335815429688);(-179.43759155273438, 70.2832260131836, 17.535144805908203);(-61.59433364868164, 87.5460433959961, 620.494140625);1;3.06164550781;(0.635019838809967, 0.2357802838087082, 0.4593190848827362);(-152.83128356933594, 59.63752365112305, 13.660375595092773);3.34466552734;1;1;1;(0.19943451881408691, 0.8307132720947266);(0.49291709065437317, 0.23522506654262543, 0.45892736315727234);494520308
1;(0.125341534614563, 0.7462217807769775);1;1.56466617286e+15;(-1.705520749092102, 89.08259582519531, 624.3782958984375);(-257.7250061035156, 103.7576904296875, 29.718849182128906);(-63.4968147277832, 87.73934936523438, 621.2713623046875);1;2.90679931641;(0.6392017602920532, 0.23550423979759216, 0.4612821042537689);(-223.67111206054688, 96.94541931152344, 27.239309310913086);3.23454284668;1;1;1;(0.06829982995986938, 0.7246338129043579);(0.49740397930145264, 0.23344413936138153, 0.46140697598457336);494531411
1;(0.12766717374324799, 0.7491500377655029);1;1.56466617287e+15;(-2.0207712650299072, 89.1981430053711, 624.8217163085938);(-254.0198974609375, 103.36397552490234, 29.57553482055664);(-63.832969665527344, 87.71827697753906, 621.6467895507812);1;2.8737487793;(0.6398847699165344, 0.2357271909713745, 0.46208372712135315);(-222.28271484375, 96.0213851928711, 26.903053283691406);3.16746520996;1;1;1;(0.07450605928897858, 0.7258815765380859);(0.49812057614326477, 0.23328158259391785, 0.4623194634914398);494542514
1;(0.12766717374324799, 0.7491500377655029);1;1.56466617289e+15;(-2.0207712650299072, 89.1981430053711, 624.8217163085938);(-254.84996032714844, 104.65946197509766, 30.047054290771484);(-63.95615768432617, 87.66947174072266, 621.5542602539062);1;2.8737487793;(0.6401891112327576, 0.23583491146564484, 0.4619128406047821);(-222.28271484375, 96.0213851928711, 26.903053283691406);3.16310119629;1;1;1;(0.07311566919088364, 0.7217761874198914);(0.49812057614326477, 0.23328158259391785, 0.4623194634914398);494553617
1;(0.1311768740415573, 0.7460873126983643);1;1.5646661729e+15;(-2.5556440353393555, 89.2686996459961, 624.7904052734375);(-250.0669708251953, 106.10772705078125, 30.574182510375977);(-64.40830993652344, 87.53787231445312, 621.453857421875);1;2.91403198242;(0.6412502527236938, 0.23618844151496887, 0.46177050471305847);(-220.18739318847656, 96.98783111572266, 27.254831314086914);3.18176269531;1;1;1;(0.0811273381114006, 0.717186689376831);(0.49934157729148865, 0.23304739594459534, 0.4622812569141388);494564720
1;(0.13010276854038239, 0.7379866242408752);1;1.56466617291e+15;(-3.6389691829681396, 89.37442779541016, 624.2794189453125);(-249.09056091308594, 107.6287612915039, 31.127809524536133);(-65.18144989013672, 87.28180694580078, 620.930419921875);1;2.91795349121;(0.6431497931480408, 0.23673665523529053, 0.4608272612094879);(-220.82864379882812, 99.54408264160156, 28.18522834777832);3.17190551758;1;1;1;(0.08276282995939255, 0.7123665809631348);(0.5018203854560852, 0.2324911653995514, 0.46131017804145813);494575824
1;(0.12552206218242645, 0.7433192133903503);1;1.56466617292e+15;(-3.8613834381103516, 89.44032287597656, 624.2782592773438);(-246.99365234375, 107.02308654785156, 30.90736961364746);(-65.33417510986328, 87.24311828613281, 620.8820190429688);1;2.91484069824;(0.6435120105743408, 0.2368324100971222, 0.46075281500816345);(-223.56333923339844, 97.86134338378906, 27.572750091552734);3.1781463623;1;1;1;(0.08627533167600632, 0.7142860889434814);(0.5023279786109924, 0.23228754103183746, 0.4613291025161743);494586927
1;(0.12668974697589874, 0.7486492395401001);1;1.56466617293e+15;(-4.24147891998291, 89.54873657226562, 624.2249145507812);(-245.16737365722656, 105.19355010986328, 30.24144172668457);(-65.84883880615234, 87.18810272216797, 620.731201171875);1;2.91087341309;(0.6447291970252991, 0.23692986369132996, 0.4605475962162018);(-222.86619567871094, 96.17938232421875, 26.960575103759766);3.17132568359;1;1;1;(0.08933435380458832, 0.7200837731361389);(0.5031962394714355, 0.23193000257015228, 0.46125927567481995);494598030
1;(0.1257046014070511, 0.7497241497039795);1;1.56466617294e+15;(-5.0279412269592285, 89.81183624267578, 624.1204223632812);(-243.7882843017578, 105.743896484375, 30.441688537597656);(-66.78999328613281, 87.13214111328125, 620.454345703125);1;2.90466308594;(0.6469561457633972, 0.2369711846113205, 0.4601849317550659);(-223.454345703125, 95.8402099609375, 26.837108612060547);3.16175842285;1;1;1;(0.09164441376924515, 0.7183398604393005);(0.5049924850463867, 0.23107442259788513, 0.4611387848854065);494609133
1;(0.12827128171920776, 0.7486154437065125);1;1.56466617295e+15;(-5.497696876525879, 89.9894027709961, 623.98974609375);(-243.7882843017578, 105.743896484375, 30.441688537597656);(-66.78999328613281, 87.13214111328125, 620.454345703125);1;2.90744018555;(0.6469561457633972, 0.2369711846113205, 0.4601849317550659);(-221.92202758789062, 96.19007110595703, 26.96443748474121);3.16175842285;1;1;1;(0.09164441376924515, 0.7183398604393005);(0.5060666799545288, 0.23047110438346863, 0.46093860268592834);494620236
1;(0.12631669640541077, 0.7455829977989197);1;1.56466617296e+15;(-5.848300933837891, 90.13359832763672, 623.8639526367188);(-246.5502471923828, 107.06488037109375, 30.92251968383789);(-67.21887969970703, 87.16522979736328, 620.1673583984375);1;2.90969848633;(0.6480105519294739, 0.2367413341999054, 0.4597202241420746);(-223.0889434814453, 97.14703369140625, 27.312725067138672);3.14050292969;1;1;1;(0.08701803535223007, 0.7141537070274353);(0.5068690776824951, 0.22997267544269562, 0.46073704957962036);494631339
1;(0.12731756269931793, 0.7456783652305603);1;1.56466617297e+15;(-6.571192741394043, 90.46125793457031, 623.6808471679688);(-244.84107971191406, 104.50981140136719, 29.99259376525879);(-68.03829956054688, 87.2906494140625, 619.7442626953125);1;2.9065246582;(0.6499953269958496, 0.23616528511047363, 0.4590977728366852);(-222.49143981933594, 97.11693572998047, 27.301774978637695);3.1385345459;1;1;1;(0.08988090604543686, 0.7222504019737244);(0.5085224509239197, 0.22888559103012085, 0.46048277616500854);494642442
1;(0.1273012012243271, 0.7451131939888);1;1.56466617299e+15;(-6.995245456695557, 90.65647888183594, 623.6504516601562);(-245.8170623779297, 105.35893249511719, 30.301647186279297);(-68.1424560546875, 87.30564880371094, 619.7463989257812);1;2.91246032715;(0.6502338647842407, 0.2361190915107727, 0.45912864804267883);(-222.50120544433594, 97.29528045654297, 27.3667049407959);3.12991333008;1;1;1;(0.08824611455202103, 0.7195596694946289);(0.5094908475875854, 0.22827257215976715, 0.4604877829551697);494653545
1;(0.1276160180568695, 0.7454964518547058);1;1.564666173e+15;(-7.310587406158447, 90.80135345458984, 623.67236328125);(-244.87474060058594, 104.64029693603516, 30.040081024169922);(-68.47628784179688, 87.35275268554688, 619.7092895507812);1;2.90464782715;(0.6510092616081238, 0.23595498502254486, 0.4591411054134369);(-222.3132781982422, 97.17435455322266, 27.32269859313965);3.12811279297;1;1;1;(0.0898246094584465, 0.7218371033668518);(0.5102099776268005, 0.22783732414245605, 0.46058008074760437);494664649
1;(0.12690840661525726, 0.7395852208137512);1;1.56466617301e+15;(-7.9492878913879395, 91.06958770751953, 623.838623046875);(-245.5778045654297, 105.75018310546875, 30.44405174255371);(-69.08394622802734, 87.40522766113281, 619.7788696289062);1;2.90382385254;(0.6523866057395935, 0.235817551612854, 0.4594254195690155);(-222.73570251464844, 99.0396957397461, 28.0015926361084);3.12113952637;1;1;1;(0.08864690363407135, 0.7183197140693665);(0.5116631984710693, 0.22708691656589508, 0.4610019624233246);494675752
1;(0.1259491741657257, 0.7400216460227966);1;1.56466617302e+15;(-8.30955982208252, 91.18067932128906, 623.8738403320312);(-245.26077270507812, 106.35154724121094, 30.662933349609375);(-69.27706146240234, 87.39317321777344, 619.7642211914062);1;2.90698242188;(0.6528339982032776, 0.23584596812725067, 0.45943567156791687);(-223.308349609375, 98.9019546508789, 27.951478958129883);3.12080383301;1;1;1;(0.08917786180973053, 0.7164139747619629);(0.5124847292900085, 0.22676020860671997, 0.4611130356788635);494686855
1;(0.12581376731395721, 0.7411942481994629);1;1.56466617303e+15;(-8.558435440063477, 91.22960662841797, 623.8994140625);(-244.89508056640625, 106.46141052246094, 30.70290756225586);(-69.54450988769531, 87.34596252441406, 619.7379150390625);1;2.90888977051;(0.6534556746482849, 0.2359761744737625, 0.4594298005104065);(-223.3892059326172, 98.53195190429688, 27.81682014465332);3.12678527832;1;1;1;(0.08979049324989319, 0.7160659432411194);(0.5130525231361389, 0.22661982476711273, 0.46118444204330444);494697958
1;(0.12571322917938232, 0.7443171143531799);1;1.56466617304e+15;(-9.102675437927246, 91.28618621826172, 623.8762817382812);(-244.3773956298828, 106.3015365600586, 30.644672393798828);(-70.0194091796875, 87.20169830322266, 619.615234375);1;2.90902709961;(0.6545799374580383, 0.23635970056056976, 0.45925354957580566);(-223.44923400878906, 97.54650115966797, 27.458173751831055);3.12551879883;1;1;1;(0.09065768867731094, 0.7165727019309998);(0.5142970085144043, 0.226431205868721, 0.4611702859401703);494709061
1;(0.12542563676834106, 0.7434551119804382);1;1.56466617305e+15;(-9.405927658081055, 91.2794418334961, 623.8394775390625);(-245.13662719726562, 106.3773422241211, 30.672271728515625);(-70.17849731445312, 87.13422393798828, 619.557373046875);1;2.90545654297;(0.6549612879753113, 0.2365395873785019, 0.45915648341178894);(-223.6208953857422, 97.8184585571289, 27.557130813598633);3.12358093262;1;1;1;(0.08938592672348022, 0.7163324356079102);(0.5149917602539062, 0.22643201053142548, 0.4611043632030487);494720164
1;(0.12443189322948456, 0.7435544729232788);1;1.56466617306e+15;(-9.611347198486328, 91.26380157470703, 623.8123779296875);(-244.2196502685547, 106.28585052490234, 30.63897132873535);(-70.39269256591797, 87.02458953857422, 619.476806640625);1;2.90238952637;(0.6554757356643677, 0.23683831095695496, 0.4590153694152832);(-224.21417236328125, 97.78712463378906, 27.545711517333984);3.13047790527;1;1;1;(0.09092184901237488, 0.7166222929954529);(0.5154626369476318, 0.22646532952785492, 0.46105247735977173);494731267
1;(0.1238972619175911, 0.74425208568573);1;1.56466617307e+15;(-10.055614471435547, 91.21026611328125, 623.695068359375);(-243.0867462158203, 105.69689178466797, 30.424650192260742);(-70.78349304199219, 86.81103515625, 619.26904296875);1;2.90573120117;(0.6564307808876038, 0.23739878833293915, 0.4586351215839386);(-224.53335571289062, 97.56700134277344, 27.465608596801758);3.13208007812;1;1;1;(0.09281951934099197, 0.7184886336326599);(0.5164833664894104, 0.2265712022781372, 0.46081873774528503);494742370
1;(0.12349743396043777, 0.7465960383415222);1;1.56466617309e+15;(-10.31751823425293, 91.1934585571289, 623.6857299804688);(-242.02066040039062, 105.7973403930664, 30.461196899414062);(-70.91996765136719, 86.74378967285156, 619.2356567382812);1;2.90475463867;(0.6567540764808655, 0.2375890165567398, 0.4585816562175751);(-224.77206420898438, 96.82736206054688, 27.196414947509766);3.1350402832;1;1;1;(0.09460524469614029, 0.7181703448295593);(0.517082929611206, 0.22661539912223816, 0.4608038365840912);494753474
1;(0.12384335696697235, 0.7461255192756653);1;1.5646661731e+15;(-10.49867057800293, 91.19010162353516, 623.6837768554688);(-243.64601135253906, 106.6816635131836, 30.78306007385254);(-71.11072540283203, 86.65310668945312, 619.1959838867188);1;2.91111755371;(0.6572042107582092, 0.23784777522087097, 0.45852160453796387);(-224.5655517578125, 96.97582244873047, 27.250450134277344);3.13282775879;1;1;1;(0.09188267588615417, 0.7153679132461548);(0.5174974203109741, 0.2266227751970291, 0.4608050584793091);494764577
1;(0.12411366403102875, 0.7467257380485535);1;1.56466617311e+15;(-10.8806734085083, 91.21798706054688, 623.7088012695312);(-243.66297912597656, 105.58260345458984, 30.383054733276367);(-71.46086883544922, 86.55072021484375, 619.1536254882812);1;2.9186706543;(0.6580216884613037, 0.23813949525356293, 0.45848938822746277);(-224.4041748046875, 96.78640747070312, 27.181493759155273);3.14096069336;1;1;1;(0.09185432642698288, 0.71885085105896);(0.5183698534965515, 0.22654476761817932, 0.4608754813671112);494775680
1;(0.12542031705379486, 0.7475185990333557);1;1.56466617312e+15;(-11.092446327209473, 91.26297760009766, 623.7130126953125);(-243.77671813964844, 104.45165252685547, 29.971437454223633);(-71.57472229003906, 86.53555297851562, 619.133056640625);1;2.92172241211;(0.6582890152931213, 0.2381758689880371, 0.4584707021713257);(-223.6240997314453, 96.53622436523438, 27.09043312072754);3.13746643066;1;1;1;(0.09166377782821655, 0.7224347591400146);(0.518853485584259, 0.2264072149991989, 0.4609043002128601);494786783
1;(0.12450073659420013, 0.7471840381622314);1;1.56466617313e+15;(-11.23357105255127, 91.31365966796875, 623.7221069335938);(-244.18507385253906, 104.05211639404297, 29.826045989990234);(-71.7300796508789, 86.5421142578125, 619.1156005859375);1;2.92671203613;(0.6586506962776184, 0.23814649879932404, 0.4584735035896301);(-224.17306518554688, 96.64176940917969, 27.128854751586914);3.13162231445;1;1;1;(0.09097979217767715, 0.7237008810043335);(0.5191752314567566, 0.22625531256198883, 0.46094202995300293);494797886
1;(0.12430424243211746, 0.7467318773269653);1;1.56466617314e+15;(-11.510856628417969, 91.45966339111328, 623.8091430664062);(-243.64866638183594, 106.19686126708984, 30.606637954711914);(-72.00074768066406, 86.57311248779297, 619.161865234375);1;2.92741394043;(0.6592601537704468, 0.23806831240653992, 0.45863476395606995);(-224.29037475585938, 96.78445434570312, 27.180795669555664);3.14814758301;1;1;1;(0.09187830239534378, 0.71690434217453);(0.5198041200637817, 0.2258463352918625, 0.46116650104522705);494808989
1;(0.1240142211318016, 0.743328869342804);1;1.56466617315e+15;(-11.6434907913208, 91.55203247070312, 623.8187255859375);(-244.28794860839844, 107.12187194824219, 30.943323135375977);(-72.07238006591797, 86.5963134765625, 619.150390625);1;2.94306945801;(0.6594275236129761, 0.23799142241477966, 0.4586351215839386);(-224.46351623535156, 97.85831451416016, 27.571638107299805);3.16030883789;1;1;1;(0.09080744534730911, 0.7139729261398315);(0.5201058983802795, 0.22556781768798828, 0.46121716499328613);494820092
1;(0.12304992228746414, 0.7433685660362244);1;1.56466617316e+15;(-11.722883224487305, 91.62252807617188, 623.8225708007812);(-243.24159240722656, 107.55829620361328, 31.102163314819336);(-72.15379333496094, 86.63166046142578, 619.1277465820312);1;2.94297790527;(0.6596202254295349, 0.23787236213684082, 0.4586189091205597);(-225.0392303466797, 97.84580993652344, 27.567075729370117);3.17741394043;1;1;1;(0.09256011992692947, 0.7125899195671082);(0.5202863812446594, 0.2253539115190506, 0.46124815940856934);494831195
1;(0.12418278306722641, 0.7408484220504761);1;1.56466617317e+15;(-11.871354103088379, 91.76518249511719, 623.8571166992188);(-242.81822204589844, 105.98501586914062, 30.529542922973633);(-72.30224609375, 86.71314239501953, 619.12353515625);1;2.95391845703;(0.659961462020874, 0.237619087100029, 0.4586670994758606);(-224.36294555664062, 98.64110565185547, 27.85651397705078);3.19538879395;1;1;1;(0.09326931089162827, 0.7175755500793457);(0.5206226706504822, 0.2249332070350647, 0.4613635241985321);494842299
1;(0.122792087495327, 0.7453832030296326);1;1.56466617319e+15;(-11.94308853149414, 91.85323333740234, 623.97021484375);(-242.73516845703125, 105.8119888305664, 30.466554641723633);(-72.34732055664062, 86.734375, 619.1801147460938);1;2.95281982422;(0.6600496768951416, 0.23757785558700562, 0.45879456400871277);(-225.19313049316406, 97.21005249023438, 27.335670471191406);3.20329284668;1;1;1;(0.09340842068195343, 0.7181238532066345);(0.5207808613777161, 0.22471493482589722, 0.46161559224128723);494853402
1;(0.12569525837898254, 0.7473804950714111);1;1.5646661732e+15;(-11.99303150177002, 91.91068267822266, 624.0792236328125);(-242.56568908691406, 104.85617065429688, 30.1186580657959);(-72.4119873046875, 86.77141571044922, 619.2930908203125);1;2.96165466309;(0.6601676344871521, 0.23751221597194672, 0.4590419828891754);(-223.4599151611328, 96.57979583740234, 27.106294631958008);3.21064758301;1;1;1;(0.0936923548579216, 0.7211529016494751);(0.5208897590637207, 0.22458843886852264, 0.4618498682975769);494864505
1;(0.12339723110198975, 0.7556279897689819);1;1.56466617321e+15;(-12.090922355651855, 91.9959716796875, 624.2861328125);(-245.61170959472656, 102.44713592529297, 29.241825103759766);(-72.53530883789062, 86.79370880126953, 619.4948120117188);1;2.97679138184;(0.6603968739509583, 0.23752941191196442, 0.45947352051734924);(-224.8318328857422, 93.97718048095703, 26.15903663635254);3.22344970703;1;1;1;(0.08859014511108398, 0.7287871241569519);(0.5211036801338196, 0.2244204878807068, 0.4622878432273865);494875608
1;(0.1142917349934578, 0.7671058177947998);1;1.56466617322e+15;(-12.16036605834961, 92.03395080566406, 624.4771118164062);(-244.6165008544922, 100.58389282226562, 28.563661575317383);(-72.56322479248047, 86.80015563964844, 619.5259399414062);1;2.98924255371;(0.6604525446891785, 0.23752273619174957, 0.459542840719223);(-230.26785278320312, 90.35530090332031, 24.84075355529785);3.23139953613;1;1;1;(0.09025711566209793, 0.7346916794776917);(0.5212537050247192, 0.22438982129096985, 0.46267932653427124);494886711
1;(0.11084730923175812, 0.7679287195205688);1;1.56466617323e+15;(-12.222066879272461, 92.05589294433594, 624.67041015625);(-247.9912872314453, 99.01429748535156, 27.992353439331055);(-72.65338134765625, 86.80709075927734, 619.7877197265625);1;2.99697875977;(0.6605896353721619, 0.23761315643787384, 0.4600805640220642);(-232.32415771484375, 90.0956039428711, 24.74622917175293);3.25480651855;1;1;1;(0.08460420370101929, 0.7396656274795532);(0.5213860869407654, 0.22440916299819946, 0.4630705714225769);494897814
1;(0.10435919463634491, 0.7761412262916565);1;1.56466617324e+15;(-12.325628280639648, 92.09697723388672, 624.9793090820312);(-252.9443817138672, 96.6576919555664, 27.134660720825195);(-72.83099365234375, 86.82843780517578, 620.1858520507812);1;3.00469970703;(0.6608905792236328, 0.23771700263023376, 0.4609108865261078);(-236.19757080078125, 87.50403594970703, 23.80299949645996);3.27755737305;1;1;1;(0.07630755752325058, 0.7471335530281067);(0.5216087102890015, 0.22442156076431274, 0.46369752287864685);494908917
1;(0.10645806044340134, 0.7732418775558472);1;1.56466617325e+15;(-12.373238563537598, 92.11378479003906, 625.1179809570312);(-254.41429138183594, 97.35502624511719, 27.388471603393555);(-72.8486557006836, 86.82920837402344, 620.2132568359375);1;3.00564575195;(0.6609237790107727, 0.23772622644901276, 0.4609690010547638);(-234.9445343017578, 88.41896057128906, 24.136030197143555);3.27304077148;1;1;1;(0.07384543120861053, 0.7449237108230591);(0.5217111706733704, 0.2244320809841156, 0.46397864818573);494920020
1;(0.1048097088932991, 0.7762141823768616);1;1.56466617326e+15;(-12.416937828063965, 92.11808776855469, 625.1760864257812);(-254.5620880126953, 96.79933166503906, 27.186233520507812);(-72.93428802490234, 86.81927490234375, 620.2659912109375);1;3.00520324707;(0.661106288433075, 0.23777833580970764, 0.4610898494720459);(-235.92860412597656, 87.48101806640625, 23.794645309448242);3.26361083984;1;1;1;(0.07359788566827774, 0.7466847896575928);(0.5218082666397095, 0.22444456815719604, 0.4640965461730957);494931124
1;(0.1027848869562149, 0.7781869173049927);1;1.56466617327e+15;(-12.528169631958008, 92.11117553710938, 625.18896484375);(-255.6873779296875, 97.54502868652344, 27.457639694213867);(-73.08287048339844, 86.77214050292969, 620.2554321289062);1;3.02154541016;(0.6614506840705872, 0.23791640996932983, 0.46109044551849365);(-237.13743591308594, 86.85848999023438, 23.56804084777832);3.28298950195;1;1;1;(0.0717129185795784, 0.7443215847015381);(0.5220616459846497, 0.2244701236486435, 0.46412450075149536);494942227
1;(0.10602355003356934, 0.7764286994934082);1;1.56466617329e+15;(-12.622727394104004, 92.1235580444336, 625.219482421875);(-256.4793395996094, 97.13264465332031, 27.307552337646484);(-73.14446258544922, 86.76998901367188, 620.2639770507812);1;3.03224182129;(0.6615897417068481, 0.2379259318113327, 0.46112096309661865);(-235.2039337158203, 87.413330078125, 23.769948959350586);3.28526306152;1;1;1;(0.07038640230894089, 0.7456284761428833);(0.5222758650779724, 0.2244451344013214, 0.464192271232605);494953330
1;(0.10676472634077072, 0.7763041257858276);1;1.5646661733e+15;(-12.705284118652344, 92.15290069580078, 625.255126953125);(-255.08163452148438, 97.80116271972656, 27.550878524780273);(-73.24887084960938, 86.78231048583984, 620.2910766601562);1;3.03746032715;(0.6618218421936035, 0.23789867758750916, 0.46120190620422363);(-234.76144409179688, 87.4526138305664, 23.78424835205078);3.31379699707;1;1;1;(0.07272761315107346, 0.7435098886489868);(0.5224622488021851, 0.2243710458278656, 0.464274525642395);494964433
1;(0.10703680664300919, 0.7773807048797607);1;1.56466617331e+15;(-12.899211883544922, 92.23303985595703, 625.2465209960938);(-255.26388549804688, 96.89472198486328, 27.220928192138672);(-73.47542572021484, 86.84992980957031, 620.2469482421875);1;3.04759216309;(0.6623525619506836, 0.23767024278640747, 0.46118640899658203);(-234.59901428222656, 87.11287689208984, 23.660612106323242);3.33534240723;1;1;1;(0.07242237031459808, 0.7463825345039368);(0.5229040384292603, 0.22412152588367462, 0.4642888307571411);494975536
1;(0.10768646001815796, 0.7765995860099792);1;1.56466617332e+15;(-13.040484428405762, 92.30187225341797, 625.2846069335938);(-253.04867553710938, 96.61129760742188, 27.11775779724121);(-73.51690673828125, 86.85568237304688, 620.217041015625);1;3.06002807617;(0.6624557971954346, 0.23763926327228546, 0.46113890409469604);(-234.21116638183594, 87.359375, 23.750320434570312);3.35020446777;1;1;1;(0.07613283395767212, 0.747280478477478);(0.5232237577438354, 0.22392788529396057, 0.46439000964164734);494986639
1;(0.10640764236450195, 0.7748052477836609);1;1.56466617333e+15;(-13.170037269592285, 92.367431640625, 625.349609375);(-254.5633544921875, 97.59024810791016, 27.474079132080078);(-73.7131576538086, 86.93070220947266, 620.282958984375);1;3.06700134277;(0.6628872156143188, 0.23743587732315063, 0.4613349735736847);(-234.97463989257812, 87.92560577392578, 23.956418991088867);3.35687255859;1;1;1;(0.07359574735164642, 0.744178295135498);(0.5235154628753662, 0.22375641763210297, 0.46454310417175293);494997742
1;(0.1056407243013382, 0.7703707218170166);1;1.56466617334e+15;(-13.461021423339844, 92.50904083251953, 625.49609375);(-254.8216552734375, 98.94320678710938, 27.966537475585938);(-74.15277099609375, 87.07427215576172, 620.4393920898438);1;3.07922363281;(0.663851261138916, 0.23705899715423584, 0.4617854058742523);(-235.43251037597656, 89.3249740600586, 24.46573257446289);3.37231445312;1;1;1;(0.07316306978464127, 0.7398909330368042);(0.5241705179214478, 0.22338883578777313, 0.4648866057395935);495008845
1;(0.10327222943305969, 0.7700082659721375);1;1.56466617335e+15;(-13.662222862243652, 92.5981216430664, 625.6237182617188);(-254.8216552734375, 98.94320678710938, 27.966537475585938);(-74.15277099609375, 87.07427215576172, 620.4393920898438);1;3.08456420898;(0.663851261138916, 0.23705899715423584, 0.4617854058742523);(-236.8465118408203, 89.4393539428711, 24.507387161254883);3.37231445312;1;1;1;(0.07316306978464127, 0.7398909330368042);(0.5246221423149109, 0.22317340970039368, 0.4651736915111542);495019949
1;(0.10518619418144226, 0.7674416899681091);1;1.56466617336e+15;(-13.850119590759277, 92.66020202636719, 625.7280883789062);(-254.45974731445312, 96.72765350341797, 27.160140991210938);(-74.40374755859375, 87.12588500976562, 620.5503540039062);1;3.08665466309;(0.664395809173584, 0.23694607615470886, 0.46207690238952637);(-235.70382690429688, 90.24922943115234, 24.802143096923828);3.37522888184;1;1;1;(0.07376927882432938, 0.746911883354187);(0.5250446796417236, 0.22302977740764618, 0.4654063582420349);495031052
