timestamp	pupil size	adjusted pupil size
9453	2.9706975	-0.0293025
9469	2.895004	-0.104996
9486	3.064238	0.064238
9503	3.0658085	0.0658085
9519	3.0672125	0.0672125
9536	3.078005	0.078005
9553	3.0892075	0.0892075
9569	3.0923615	0.0923615
9586	3.0866565	0.0866565
9602	3.0830885	0.0830885
9619	3.116679	0.116679
9636	3.0819455	0.0819455
9652	3.100468	0.100468
9669	3.0723515	0.0723515
9686	3.0595145	0.0595145
9702	3.0305305	0.0305305
9719	3.0465225	0.0465225
9752	3.0235505	0.0235505
9769	3.0222	0.0222
9786	3.091788	0.091788
9802	3.0414805	0.0414805
9952	3.040951	0.040951
9969	3.1856125	0.1856125
9986	3.2472195	0.2472195
10019	2.8577905	-0.1422095
10269	2.8650915	-0.1349085
10285	2.812176	-0.187824
10302	2.832844	-0.167156
10335	2.8925125	-0.1074875
10352	2.904111	-0.095889
10369	2.902823	-0.097177
10385	2.907961	-0.092039
10402	2.964168	-0.035832
10419	2.951377	-0.048623
10435	2.955003	-0.044997
10452	2.948074	-0.051926
10469	2.933201	-0.066799
10485	2.985421	-0.014579
10519	2.988221	-0.011779
10535	2.98535	-0.01465
10552	3.008239	0.008239
10569	2.9924995	-0.0075005
10585	2.983391	-0.016609
10602	2.9621035	-0.0378965
10619	2.9757545	-0.0242455
10635	2.9775575	-0.0224425
10652	2.9716635	-0.0283365
10668	2.9387525	-0.0612475
10685	2.971182	-0.028818
10702	2.9711115	-0.0288885
10718	2.9519195	-0.0480805
10735	2.940709	-0.059291
10752	2.981806	-0.018194
10768	2.967059	-0.032941
10785	2.947424	-0.052576
10802	2.960335	-0.039665
10818	2.927615	-0.072385
10835	2.9600315	-0.0399685
10852	2.907897	-0.092103
10868	2.931487	-0.068513
10885	2.9831015	-0.0168985
10902	2.984859	-0.015141
10918	2.9795975	-0.0204025
10935	2.96683	-0.03317
10952	2.953267	-0.046733
10968	2.920964	-0.079036
10985	2.894137	-0.105863
11018	2.9440505	-0.0559495
11035	2.9144795	-0.0855205
11052	2.931884	-0.068116
11068	2.9305335	-0.0694665
11085	2.9386645	-0.0613355
11102	2.949336	-0.050664
11118	2.9076605	-0.0923395
11135	2.893691	-0.106309
11152	2.905836	-0.094164
11168	2.928557	-0.071443
11185	2.91727	-0.08273
11201	2.9020405	-0.0979595
11218	2.905519	-0.094481
11235	2.911923	-0.088077
11251	2.903966	-0.096034
11268	2.882385	-0.117615
11285	2.8902625	-0.1097375
11301	2.952052	-0.047948
11318	2.9022055	-0.0977945
11335	2.8294165	-0.1705835
11351	2.8222455	-0.1777545
11368	2.863918	-0.136082
11385	2.790785	-0.209215
11401	2.727451	-0.272549
11418	2.850817	-0.149183
11435	2.6004995	-0.3995005
11451	2.6648985	-0.3351015
11468	2.873696	-0.126304
11485	2.8091235	-0.1908765
11501	2.783771	-0.216229
11518	2.73872	-0.26128
11535	2.7462175	-0.2537825
11551	2.9283095	-0.0716905
11568	2.7922035	-0.2077965
11585	2.789271	-0.210729
11601	2.919418	-0.080582
11618	2.706481	-0.293519
11635	2.7828565	-0.2171435
11651	2.777165	-0.222835
11668	2.7200045	-0.2799955
11685	2.995707	-0.004293
11701	2.9635875	-0.0364125
11718	3.012789	0.012789
11734	2.967466	-0.032534
11751	2.923098	-0.076902
11768	2.915506	-0.084494
11784	2.9186545	-0.0813455
11801	2.8816925	-0.1183075
11818	2.8546765	-0.1453235
11851	2.9237835	-0.0762165
11868	2.927245	-0.072755
11884	2.9342985	-0.0657015
11901	2.9461625	-0.0538375
11918	2.8898375	-0.1101625
11934	2.930197	-0.069803
11951	2.863608	-0.136392
11968	2.909754	-0.090246
11984	2.893884	-0.106116
12001	2.86794	-0.13206
12018	2.936226	-0.063774
12034	2.90752	-0.09248
12051	2.8985475	-0.1014525
12068	2.86064	-0.13936
12084	2.9109535	-0.0890465
12101	2.940252	-0.059748
12118	2.930902	-0.069098
12134	2.991066	-0.008934
12151	3.055797	0.055797
12168	2.9715925	-0.0284075
12184	3.016417	0.016417
12201	2.98983	-0.01017
12217	2.9899405	-0.0100595
12234	3.018049	0.018049
12251	3.016576	0.016576
12267	2.926806	-0.073194
12284	2.8824995	-0.1175005
12317	3.019293	0.019293
12334	3.043288	0.043288
12351	3.03393	0.03393
12367	3.053342	0.053342
12384	3.0311275	0.0311275
12401	3.0475995	0.0475995
12417	3.058244	0.058244
12434	3.0530715	0.0530715
12451	3.0353065	0.0353065
12467	3.0431085	0.0431085
12484	3.044947	0.044947
12501	3.06511	0.06511
12517	3.0526115	0.0526115
12534	3.0658565	0.0658565
12551	3.064565	0.064565
12567	3.0493295	0.0493295
12584	3.0488395	0.0488395
12601	3.0342195	0.0342195
12617	3.0461195	0.0461195
12634	3.0455455	0.0455455
12651	3.035624	0.035624
12667	3.0569845	0.0569845
12684	3.033937	0.033937
12701	3.042984	0.042984
12717	3.0086285	0.0086285
12734	3.022494	0.022494
12750	3.023082	0.023082
12767	3.047275	0.047275
12784	3.0128965	0.0128965
12800	3.040727	0.040727
12817	3.033108	0.033108
12834	3.026413	0.026413
12850	3.0421175	0.0421175
12867	3.050941	0.050941
12884	3.0204515	0.0204515
12900	3.0717315	0.0717315
12917	3.043426	0.043426
12934	3.079155	0.079155
12950	3.022113	0.022113
12967	3.070233	0.070233
12984	3.09877	0.09877
13017	3.029715	0.029715
13034	3.010119	0.010119
13050	3.017899	0.017899
13067	3.004401	0.004401
13083	3.0243165	0.0243165
13100	3.039472	0.039472
13117	3.0457545	0.0457545
13133	3.0348625	0.0348625
13150	3.0284795	0.0284795
13167	3.050158	0.050158
13183	3.051074	0.051074
13200	3.054077	0.054077
13217	3.0460385	0.0460385
13233	3.0299815	0.0299815
13250	3.064757	0.064757
13267	3.0698975	0.0698975
13283	3.066188	0.066188
13300	3.044385	0.044385
13317	3.0396715	0.0396715
13333	3.0565415	0.0565415
13350	3.0680915	0.0680915
13367	3.048224	0.048224
13383	3.0496065	0.0496065
13400	3.048647	0.048647
13417	3.063303	0.063303
13433	3.0676115	0.0676115
13450	3.0374425	0.0374425
13467	3.0613325	0.0613325
13483	3.067567	0.067567
13500	3.0836565	0.0836565
13517	3.0798485	0.0798485
13533	3.055165	0.055165
13550	3.0615455	0.0615455
13567	3.065579	0.065579
13583	3.0564045	0.0564045
13600	3.0711655	0.0711655
13616	3.0345395	0.0345395
13633	3.03952	0.03952
13650	3.072564	0.072564
13666	3.044087	0.044087
13683	3.0544235	0.0544235
13700	3.0350165	0.0350165
13716	3.024996	0.024996
13733	3.0638245	0.0638245
13750	3.0510885	0.0510885
13766	3.0888065	0.0888065
13783	3.0614485	0.0614485
13800	3.0318785	0.0318785
13816	3.063838	0.063838
13833	2.937234	-0.062766
13866	3.0371155	0.0371155
13883	3.055093	0.055093
13900	3.056119	0.056119
13916	3.055943	0.055943
13933	3.0483795	0.0483795
13950	3.052731	0.052731
13966	3.0387715	0.0387715
13983	3.0536975	0.0536975
14000	3.06224	0.06224
14016	3.066695	0.066695
14033	3.0611985	0.0611985
14050	3.051514	0.051514
14066	3.027199	0.027199
14083	3.039566	0.039566
14100	3.0702505	0.0702505
14116	3.0650975	0.0650975
14133	3.054828	0.054828
14149	3.028845	0.028845
14166	3.0216655	0.0216655
14183	3.0265125	0.0265125
14199	3.0322905	0.0322905
14216	3.0562095	0.0562095
14233	3.028303	0.028303
14249	3.03462	0.03462
14266	3.0157125	0.0157125
14283	3.027678	0.027678
14299	2.989306	-0.010694
14316	2.949086	-0.050914
14333	2.955157	-0.044843
14366	3.0049875	0.0049875
14383	2.991092	-0.008908
14399	2.9774035	-0.0225965
14416	2.975744	-0.024256
14433	2.9828075	-0.0171925
14449	2.9845005	-0.0154995
14466	2.9767975	-0.0232025
14483	2.9894975	-0.0105025
14499	2.9624895	-0.0375105
14516	2.9918475	-0.0081525
14533	2.988297	-0.011703
14549	2.875975	-0.124025
14566	2.936057	-0.063943
14583	2.9808375	-0.0191625
14599	2.9768905	-0.0231095
14616	2.9809815	-0.0190185
14633	2.9704935	-0.0295065
14649	2.980264	-0.019736
14666	3.004963	0.004963
14682	2.981583	-0.018417
14699	2.9871265	-0.0128735
14716	2.975033	-0.024967
14732	2.9759175	-0.0240825
14749	2.9850045	-0.0149955
14766	2.9836415	-0.0163585
14782	2.9963155	-0.0036845
14799	2.9850885	-0.0149115
14816	3.0139295	0.0139295
14832	2.985462	-0.014538
14849	2.9758415	-0.0241585
14866	2.9752245	-0.0247755
14882	2.9914335	-0.0085665
14899	2.9932595	-0.0067405
14916	3.012605	0.012605
14932	3.006838	0.006838
14949	2.999113	-0.000887
14966	3.0103865	0.0103865
14982	3.0099415	0.0099415
14999	2.9849295	-0.0150705
15016	2.997207	-0.002793
15032	3.0165665	0.0165665
15049	3.0097555	0.0097555
15066	3.0287825	0.0287825
15082	3.002753	0.002753
15099	3.0005775	0.0005775
