timestamp	pupil size	adjusted pupil size
10746	3.201526	-1.798474
10763	3.216401	-1.783599
10780	3.0926325	-1.9073675
10796	3.096556	-1.903444
10813	3.126351	-1.873649
10830	3.0608005	-1.9391995
10846	3.185255	-1.814745
10863	3.117529	-1.882471
10880	3.138692	-1.861308
10896	3.163551	-1.836449
10913	3.151607	-1.848393
10930	3.1644435	-1.8355565
10946	3.15485	-1.84515
10963	3.0969255	-1.9030745
10980	3.1144635	-1.8855365
10996	3.1246795	-1.8753205
11013	3.088962	-1.911038
11030	3.1549505	-1.8450495
11046	3.1139865	-1.8860135
11063	3.146183	-1.853817
11079	3.099259	-1.900741
11096	3.1093435	-1.8906565
11113	3.080407	-1.919593
11129	3.1094685	-1.8905315
11146	3.0418635	-1.9581365
11163	3.095332	-1.904668
11179	3.2010935	-1.7989065
11196	3.1361435	-1.8638565
11213	3.159868	-1.840132
11229	3.0741655	-1.9258345
11246	3.028347	-1.971653
11263	3.1183655	-1.8816345
11279	3.081781	-1.918219
11296	3.089091	-1.910909
11313	3.16147	-1.83853
11329	3.1508925	-1.8491075
11346	3.063289	-1.936711
11363	3.0822045	-1.9177955
11379	3.0774305	-1.9225695
11396	3.109521	-1.890479
11412	3.1510345	-1.8489655
11429	3.0955985	-1.9044015
11446	3.0569735	-1.9430265
11462	3.084836	-1.915164
11479	3.182394	-1.817606
11496	3.156457	-1.843543
11512	3.0851175	-1.9148825
11529	3.0385085	-1.9614915
11546	3.069248	-1.930752
11562	3.124211	-1.875789
11579	3.088347	-1.911653
11596	3.034597	-1.965403
11612	3.083888	-1.916112
11629	3.100129	-1.899871
11646	3.1104225	-1.8895775
11662	3.087886	-1.912114
11679	3.0527665	-1.9472335
11696	3.047743	-1.952257
11712	3.0949585	-1.9050415
11729	3.0792465	-1.9207535
11746	3.1110225	-1.8889775
11762	3.1674555	-1.8325445
11779	3.0416725	-1.9583275
11796	3.107248	-1.892752
11812	3.081805	-1.918195
11829	3.069231	-1.930769
11846	3.069181	-1.930819
11862	3.100056	-1.899944
11879	3.038939	-1.961061
11896	3.0843955	-1.9156045
11912	3.179549	-1.820451
11929	3.0848945	-1.9151055
11945	3.062087	-1.937913
11962	3.0733525	-1.9266475
11979	3.044509	-1.955491
11995	3.1592	-1.8408
12012	3.1039705	-1.8960295
12029	3.122938	-1.877062
12045	3.137498	-1.862502
12062	3.2181145	-1.7818855
12079	3.178431	-1.821569
12095	3.133821	-1.866179
12112	3.132911	-1.867089
12129	3.142089	-1.857911
12145	3.168936	-1.831064
12162	3.126031	-1.873969
12179	3.164005	-1.835995
12195	3.2101695	-1.7898305
12212	3.223332	-1.776668
12229	3.163891	-1.836109
12245	3.1745495	-1.8254505
12262	3.181714	-1.818286
12279	3.1877475	-1.8122525
12295	3.172595	-1.827405
12312	3.1722835	-1.8277165
12329	3.201233	-1.798767
12345	3.1658175	-1.8341825
12362	3.184293	-1.815707
12379	3.169526	-1.830474
12395	3.2226995	-1.7773005
12412	3.2095905	-1.7904095
12429	3.190417	-1.809583
12445	3.284998	-1.715002
12462	3.2563505	-1.7436495
12478	3.276366	-1.723634
12495	3.2195095	-1.7804905
12512	3.1970645	-1.8029355
12528	3.2158625	-1.7841375
12545	3.2265245	-1.7734755
12562	3.2542685	-1.7457315
12578	3.1876635	-1.8123365
12595	3.210728	-1.789272
12612	3.2415865	-1.7584135
12628	3.2315485	-1.7684515
12645	3.2527505	-1.7472495
12662	3.234102	-1.765898
12678	3.235119	-1.764881
12695	3.276952	-1.723048
12712	3.2167005	-1.7832995
12728	3.2069175	-1.7930825
12745	3.249479	-1.750521
12762	3.307715	-1.692285
12778	3.2506135	-1.7493865
12795	3.248052	-1.751948
12812	3.25156	-1.74844
12828	3.261687	-1.738313
12845	3.245424	-1.754576
12862	3.24356	-1.75644
12878	3.2457445	-1.7542555
12895	3.2744205	-1.7255795
12912	3.2527435	-1.7472565
12928	3.2690665	-1.7309335
12945	3.277981	-1.722019
12961	3.296183	-1.703817
12978	3.2801705	-1.7198295
12995	3.2238655	-1.7761345
13011	3.2717455	-1.7282545
13028	3.2907055	-1.7092945
13045	3.2550515	-1.7449485
13061	3.289042	-1.710958
13078	3.293446	-1.706554
13095	3.273669	-1.726331
13111	3.29096	-1.70904
13128	3.270911	-1.729089
13145	3.2832115	-1.7167885
13161	3.288552	-1.711448
13178	3.287833	-1.712167
13195	3.288652	-1.711348
13211	3.2877715	-1.7122285
13228	3.286913	-1.713087
13245	3.27481	-1.72519
13261	3.2817035	-1.7182965
13278	3.2657435	-1.7342565
13295	3.275115	-1.724885
13311	3.231565	-1.768435
13328	3.262473	-1.737527
13345	3.2844705	-1.7155295
13361	3.273096	-1.726904
13378	3.245227	-1.754773
13395	3.2848805	-1.7151195
13411	3.256152	-1.743848
13428	3.303656	-1.696344
13445	3.286397	-1.713603
13461	3.2473225	-1.7526775
13478	3.234332	-1.765668
13494	3.2777145	-1.7222855
13511	3.209713	-1.790287
13528	3.257433	-1.742567
13544	3.2402295	-1.7597705
13561	3.243943	-1.756057
13578	3.2713	-1.7287
13594	3.279178	-1.720822
13611	3.2822205	-1.7177795
13628	3.3430245	-1.6569755
13644	3.2271905	-1.7728095
13661	3.298532	-1.701468
13678	3.251	-1.749
13694	3.260128	-1.739872
13711	3.297335	-1.702665
13728	3.2691665	-1.7308335
13744	3.2388945	-1.7611055
13761	3.26456	-1.73544
13778	3.2932415	-1.7067585
13794	3.27521	-1.72479
13811	3.2790155	-1.7209845
13827	3.313305	-1.686695
13844	3.248619	-1.751381
13861	3.2606305	-1.7393695
13877	3.280314	-1.719686
13894	3.2962365	-1.7037635
13911	3.272989	-1.727011
13927	3.301267	-1.698733
13944	3.2937085	-1.7062915
13961	3.2493945	-1.7506055
13977	3.283512	-1.716488
13994	3.2740165	-1.7259835
14011	3.296232	-1.703768
14027	3.2501445	-1.7498555
14044	3.259637	-1.740363
14061	3.2754035	-1.7245965
14077	3.2598295	-1.7401705
14094	3.2955425	-1.7044575
14111	3.320425	-1.679575
14127	3.281601	-1.718399
14144	3.3550395	-1.6449605
14161	3.2492905	-1.7507095
14177	3.27296	-1.72704
14194	3.2709045	-1.7290955
14211	3.274953	-1.725047
14227	3.2233485	-1.7766515
14244	3.279033	-1.720967
14261	3.221534	-1.778466
14277	3.2354775	-1.7645225
14294	3.2428115	-1.7571885
14311	3.2098375	-1.7901625
14327	3.2534175	-1.7465825
14344	3.221824	-1.778176
14360	3.1635405	-1.8364595
14377	3.2055105	-1.7944895
14394	3.2034665	-1.7965335
14410	3.1990385	-1.8009615
14427	3.2394415	-1.7605585
14444	3.2035825	-1.7964175
14460	3.178117	-1.821883
14477	3.1895695	-1.8104305
14494	3.1395225	-1.8604775
14510	3.2139195	-1.7860805
14527	3.1739555	-1.8260445
14544	3.10388	-1.89612
14560	3.2352855	-1.7647145
14577	3.1335025	-1.8664975
14594	3.151303	-1.848697
14610	3.234554	-1.765446
14627	3.1111105	-1.8888895
14644	3.1171315	-1.8828685
14660	3.174797	-1.825203
14677	3.043565	-1.956435
14694	3.1257235	-1.8742765
14710	3.1438675	-1.8561325
14727	3.0885275	-1.9114725
14744	3.159334	-1.840666
14760	3.080148	-1.919852
14777	3.14273	-1.85727
14794	3.115834	-1.884166
14810	3.121798	-1.878202
14827	3.1314795	-1.8685205
14844	3.0792755	-1.9207245
14860	3.096752	-1.903248
14877	3.1320535	-1.8679465
14893	3.1145385	-1.8854615
14910	3.1582265	-1.8417735
14927	3.1192355	-1.8807645
14943	3.1465745	-1.8534255
14960	3.202286	-1.797714
14977	3.1261005	-1.8738995
14993	3.1202605	-1.8797395
15010	3.2252995	-1.7747005
15027	3.2252695	-1.7747305
15043	3.1064575	-1.8935425
15060	3.104569	-1.895431
15077	3.1511635	-1.8488365
15093	3.129094	-1.870906
15110	3.0798905	-1.9201095
15127	3.1065755	-1.8934245
15143	3.1159405	-1.8840595
15160	3.0904945	-1.9095055
